tour,year,tourney_level,surface,match_count
WTA,2009,P,Carpet,31
WTA,2009,P,Clay,172
WTA,2009,P,Grass,31
WTA,2009,P,Hard,399
WTA,2009,PM,Clay,59
WTA,2009,PM,Hard,249
WTA,2010,D,Carpet,8
WTA,2010,D,Clay,166
WTA,2010,D,Hard,160
WTA,2010,F,Hard,22
WTA,2010,G,Clay,127
WTA,2010,G,Grass,127
WTA,2010,G,Hard,254
WTA,2010,I,Clay,403
WTA,2010,I,Grass,86
WTA,2010,I,Hard,527
WTA,2010,P,Carpet,29
WTA,2010,P,Clay,168
WTA,2010,P,Grass,31
WTA,2010,P,Hard,365
WTA,2010,PM,Clay,59
WTA,2010,PM,Hard,249
WTA,2011,D,Clay,120
WTA,2011,D,Hard,217
WTA,2011,F,Hard,22
WTA,2011,G,Clay,127
WTA,2011,G,Grass,127
WTA,2011,G,Hard,254
WTA,2011,I,Clay,341
WTA,2011,I,Grass,86
WTA,2011,I,Hard,558
WTA,2011,P,Carpet,29
WTA,2011,P,Clay,166
WTA,2011,P,Grass,31
WTA,2011,P,Hard,414
WTA,2011,PM,Clay,63
WTA,2011,PM,Hard,249
WTA,2012,D,Clay,200
WTA,2012,D,Hard,178
WTA,2012,F,Hard,30
WTA,2012,G,Clay,127
WTA,2012,G,Grass,127
WTA,2012,G,Hard,254
WTA,2012,I,Clay,310
WTA,2012,I,Grass,86
WTA,2012,I,Hard,527
WTA,2012,O,Grass,64
WTA,2012,P,Carpet,29
WTA,2012,P,Clay,166
WTA,2012,P,Grass,31
WTA,2012,P,Hard,408
WTA,2012,PM,Clay,63
WTA,2012,PM,Hard,249
WTA,2013,D,Clay,103
WTA,2013,D,Hard,169
WTA,2013,F,Hard,30
WTA,2013,G,Clay,127
WTA,2013,G,Grass,127
WTA,2013,G,Hard,254
WTA,2013,I,Clay,340
WTA,2013,I,Grass,86
WTA,2013,I,Hard,527
WTA,2013,P,Carpet,27
WTA,2013,P,Clay,166
WTA,2013,P,Grass,31
WTA,2013,P,Hard,415
WTA,2013,PM,Clay,63
WTA,2013,PM,Hard,249
WTA,2014,D,Clay,47
WTA,2014,D,Hard,262
WTA,2014,F,Hard,30
WTA,2014,G,Clay,127
WTA,2014,G,Grass,127
WTA,2014,G,Hard,254
WTA,2014,I,Clay,279
WTA,2014,I,Grass,31
WTA,2014,I,Hard,651
WTA,2014,P,Carpet,27
WTA,2014,P,Clay,137
WTA,2014,P,Grass,86
WTA,2014,P,Hard,415
WTA,2014,PM,Clay,63
WTA,2014,PM,Hard,249
WTA,2015,D,Clay,42
WTA,2015,D,Hard,88
WTA,2015,G,Clay,127
WTA,2015,G,Grass,127
WTA,2015,G,Hard,254
WTA,2015,I,Clay,310
WTA,2015,I,Grass,62
WTA,2015,I,Hard,620
WTA,2015,P,Clay,137
WTA,2015,P,Grass,102
WTA,2015,P,Hard,455
WTA,2015,PM,Clay,63
WTA,2015,PM,Hard,249
WTA,2015,W,Hard,15
WTA,2016,D,Clay,82
WTA,2016,D,Hard,224
WTA,2016,F,Hard,30
WTA,2016,G,Clay,127
WTA,2016,G,Grass,127
WTA,2016,G,Hard,254
WTA,2016,I,Clay,341
WTA,2016,I,Grass,93
WTA,2016,I,Hard,675
WTA,2016,O,Hard,64
WTA,2016,P,Clay,200
WTA,2016,P,Grass,78
WTA,2016,P,Hard,628
WTA,2017,D,Clay,72
WTA,2017,D,Hard,228
WTA,2017,F,Hard,30
WTA,2017,G,Clay,127
WTA,2017,G,Grass,127
WTA,2017,G,Hard,254
WTA,2017,I,Clay,310
WTA,2017,I,Grass,93
WTA,2017,I,Hard,736
WTA,2017,P,Clay,137
WTA,2017,P,Grass,78
WTA,2017,P,Hard,357
WTA,2017,PM,Clay,63
WTA,2017,PM,Hard,250
WTA,2018,D,Clay,97
WTA,2018,D,Grass,4
WTA,2018,D,Hard,186
WTA,2018,F,Hard,30
WTA,2018,G,Clay,127
WTA,2018,G,Grass,127
WTA,2018,G,Hard,254
WTA,2018,I,Clay,310
WTA,2018,I,Grass,93
WTA,2018,I,Hard,558
WTA,2018,P,Clay,137
WTA,2018,P,Grass,78
WTA,2018,P,Hard,387
WTA,2018,PM,Clay,63
WTA,2018,PM,Hard,305
WTA,2019,D,Clay,66
WTA,2019,D,Hard,174
WTA,2019,F,Hard,30
WTA,2019,G,Clay,127
WTA,2019,G,Grass,127
WTA,2019,G,Hard,254
WTA,2019,I,Clay,341
WTA,2019,I,Grass,93
WTA,2019,I,Hard,610
WTA,2019,P,Clay,137
WTA,2019,P,Grass,86
WTA,2019,P,Hard,386
WTA,2019,PM,Clay,63
WTA,2019,PM,Hard,249
WTA,2020,D,Clay,38
WTA,2020,D,Hard,152
WTA,2020,G,Clay,127
WTA,2020,G,Hard,254
WTA,2020,I,Clay,120
WTA,2020,I,Hard,279
WTA,2020,P,Clay,55
WTA,2020,P,Hard,251
WTA,2021,D,Clay,11
WTA,2021,D,Hard,48
WTA,2021,F,Hard,15
WTA,2021,G,Clay,127
WTA,2021,G,Grass,127
WTA,2021,G,Hard,254
WTA,2021,I,Clay,243
WTA,2021,I,Grass,78
WTA,2021,I,Hard,390
WTA,2021,O,Hard,64
WTA,2021,P,Clay,145
WTA,2021,P,Grass,27
WTA,2021,P,Hard,738
WTA,2021,PM,Clay,55
WTA,2021,W,Clay,124
WTA,2021,W,Grass,62
WTA,2021,W,Hard,89
WTA,2022,D,Clay,113
WTA,2022,D,Hard,112
WTA,2022,F,Hard,15
WTA,2022,G,Clay,127
WTA,2022,G,Grass,127
WTA,2022,G,Hard,254
WTA,2022,I,Clay,310
WTA,2022,I,Grass,124
WTA,2022,I,Hard,496
WTA,2022,P,Clay,200
WTA,2022,P,Grass,78
WTA,2022,P,Hard,638
WTA,2023,D,Clay,168
WTA,2023,D,Hard,104
WTA,2023,F,Hard,30
WTA,2023,G,Clay,127
WTA,2023,G,Grass,127
WTA,2023,G,Hard,254
WTA,2023,I,Clay,217
WTA,2023,I,Grass,124
WTA,2023,I,Hard,636
WTA,2023,P,Clay,82
WTA,2023,P,Grass,62
WTA,2023,P,Hard,440
WTA,2023,PM,Clay,190
WTA,2023,PM,Hard,249
WTA,2024,D,,57
WTA,2024,D,Hard,22
WTA,2024,F,Hard,15
WTA,2024,G,Clay,127
WTA,2024,G,Grass,127
WTA,2024,G,Hard,254
WTA,2024,I,Clay,243
WTA,2024,I,Grass,93
WTA,2024,I,Hard,428
WTA,2024,O,Clay,64
WTA,2024,P,Clay,74
WTA,2024,P,Grass,85
WTA,2024,P,Hard,429
WTA,2024,PM,Clay,190
WTA,2024,PM,Hard,450
WTA,2024,W,Clay,31
WTA,2025,35+H,Hard,31
WTA,2025,50+H,Clay,124
WTA,2025,50+H,Hard,60
WTA,2025,D,,36
WTA,2025,D,Hard,14
WTA,2025,F,Hard,15
WTA,2025,G,Clay,127
WTA,2025,G,Grass,127
WTA,2025,G,Hard,254
WTA,2025,I,Clay,182
WTA,2025,I,Grass,93
WTA,2025,I,Hard,428
WTA,2025,P,Clay,74
WTA,2025,P,Grass,81
WTA,2025,P,Hard,319
WTA,2025,PM,Clay,190
WTA,2025,PM,Hard,640
