analysis_version,population,tour,slam,model,dimension,group_value,start_year,end_year,score_matches,upset_matches,calibration_matches,expected_upsets,actual_upsets,excess_upsets,expected_per_100,actual_per_100,excess_per_100,standardized_excess,brier_score,log_loss,score_tournament_editions,upset_tournament_editions,calibration_tournament_editions,bootstrap_replicates,bootstrap_seed,confidence_level,expected_per_100_ci_lower,expected_per_100_ci_upper,actual_per_100_ci_lower,actual_per_100_ci_upper,excess_per_100_ci_lower,excess_per_100_ci_upper,standardized_excess_ci_lower,standardized_excess_ci_upper,brier_score_ci_lower,brier_score_ci_upper,log_loss_ci_lower,log_loss_ci_upper
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2012,2012,2012,123,123,123,37.40653168538489,29,-8.406531685384891,30.4118143783617,23.577235772357724,-6.834578606003976,-1.709302635244434,0.1675280361555879,0.506759115586795,1,1,1,2000,3586481299830320043,0.95,30.4118143783617,30.4118143783617,23.577235772357724,23.577235772357724,-6.834578606003976,-6.834578606003976,-1.709302635244434,-1.709302635244434,0.1675280361555879,0.1675280361555879,0.506759115586795,0.506759115586795
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2013,2013,2013,122,122,122,36.481173947454195,37,0.5188260525458048,29.902601596273932,30.327868852459016,0.42526725618508593,0.10789009376826174,0.19395212849471405,0.5634464318140145,1,1,1,2000,2970455013592806900,0.95,29.902601596273932,29.902601596273932,30.327868852459016,30.327868852459016,0.42526725618508593,0.42526725618508593,0.10789009376826174,0.10789009376826174,0.19395212849471405,0.19395212849471405,0.5634464318140145,0.5634464318140145
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2014,2014,2014,117,117,117,35.38056731135305,38,2.6194326886469526,30.23980112081457,32.47863247863248,2.238831357817908,0.5480945463881971,0.18318788414049852,0.5368081081933862,1,1,1,2000,8795349584038084496,0.95,30.23980112081457,30.23980112081457,32.47863247863248,32.47863247863248,2.238831357817908,2.238831357817908,0.5480945463881971,0.5480945463881971,0.18318788414049852,0.18318788414049852,0.5368081081933862,0.5368081081933862
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2015,2015,2015,113,113,113,33.47965277654093,23,-10.47965277654093,29.628011306673393,20.353982300884958,-9.274029005788435,-2.247135088481423,0.16533574544248292,0.5043281978220595,1,1,1,2000,15359479028628406520,0.95,29.628011306673393,29.628011306673393,20.353982300884958,20.353982300884958,-9.274029005788435,-9.274029005788435,-2.247135088481423,-2.247135088481423,0.16533574544248292,0.16533574544248292,0.5043281978220595,0.5043281978220595
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2016,2016,2016,117,117,117,36.82204600552631,30,-6.82204600552631,31.47183419275753,25.64102564102564,-5.830808551731889,-1.4110565258207908,0.1870465981028845,0.5541414955237765,1,1,1,2000,2942484061640322206,0.95,31.47183419275753,31.47183419275753,25.64102564102564,25.64102564102564,-5.830808551731889,-5.830808551731889,-1.4110565258207908,-1.4110565258207908,0.1870465981028845,0.1870465981028845,0.5541414955237765,0.5541414955237765
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2017,2017,2017,121,121,121,41.2654509377626,42,0.7345490622373987,34.10367846096083,34.710743801652896,0.6070653406920651,0.14506597370260513,0.21747096283467296,0.6226679618389459,1,1,1,2000,9031059118334964316,0.95,34.10367846096083,34.10367846096083,34.710743801652896,34.710743801652896,0.6070653406920651,0.6070653406920651,0.14506597370260513,0.14506597370260513,0.21747096283467296,0.21747096283467296,0.6226679618389459,0.6226679618389459
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2018,2018,2018,114,114,114,36.54540397479225,26,-10.54540397479225,32.0573719077125,22.807017543859647,-9.250354363852852,-2.1938159579942007,0.17169349396119554,0.5231740807552678,1,1,1,2000,2391593112248620687,0.95,32.0573719077125,32.0573719077125,22.807017543859647,22.807017543859647,-9.250354363852852,-9.250354363852852,-2.1938159579942007,-2.1938159579942007,0.17169349396119554,0.17169349396119554,0.5231740807552678,0.5231740807552678
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2019,2019,2019,120,120,120,37.76163980160152,44,6.238360198398482,31.468033168001266,36.66666666666667,5.1986334986654015,1.2718959014237874,0.22014336779105922,0.6258544955222013,1,1,1,2000,14281207752254650982,0.95,31.468033168001266,31.468033168001266,36.66666666666667,36.66666666666667,5.1986334986654015,5.1986334986654015,1.2718959014237874,1.2718959014237874,0.22014336779105922,0.22014336779105922,0.6258544955222013,0.6258544955222013
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2020,2020,2020,124,124,124,44.126729718998114,37,-7.126729718998114,35.58607235403073,29.838709677419352,-5.747362676611382,-1.3704897964645255,0.19028734565333685,0.5648255397694348,1,1,1,2000,3412700497881505657,0.95,35.58607235403073,35.58607235403073,29.838709677419352,29.838709677419352,-5.747362676611382,-5.747362676611382,-1.3704897964645255,-1.3704897964645255,0.19028734565333685,0.19028734565333685,0.5648255397694348,0.5648255397694348
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2021,2021,2021,122,122,122,42.43209085615112,38,-4.43209085615112,34.780402341107475,31.147540983606557,-3.6328613575009183,-0.8689040784151624,0.20070998795269962,0.5825718199870872,1,1,1,2000,7597505556003459475,0.95,34.780402341107475,34.780402341107475,31.147540983606557,31.147540983606557,-3.6328613575009183,-3.6328613575009183,-0.8689040784151624,-0.8689040784151624,0.20070998795269962,0.20070998795269962,0.5825718199870872,0.5825718199870872
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2022,2022,2022,120,119,119,39.69667189466318,37,-2.696671894663183,33.35854781064133,31.092436974789916,-2.266110835851414,-0.5397176856585153,0.19183259216151782,0.56433728312414,1,1,1,2000,4946495104866816700,0.95,33.35854781064133,33.35854781064133,31.092436974789916,31.092436974789916,-2.266110835851414,-2.266110835851414,-0.5397176856585153,-0.5397176856585153,0.19183259216151782,0.19183259216151782,0.56433728312414,0.56433728312414
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2023,2023,2023,121,120,120,38.338051962303126,40,1.6619480376968738,31.948376635252608,33.333333333333336,1.3849566980807282,0.3372844543336511,0.20012853301922534,0.5765452397623789,1,1,1,2000,11624938614506515629,0.95,31.948376635252608,31.948376635252608,33.333333333333336,33.333333333333336,1.3849566980807282,1.3849566980807282,0.3372844543336511,0.3372844543336511,0.20012853301922534,0.20012853301922534,0.5765452397623789,0.5765452397623789
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2024,2024,2024,119,119,119,39.345737790498774,35,-4.345737790498774,33.06364520209981,29.411764705882355,-3.651880496217457,-0.8782118509579615,0.18262863964767637,0.5422167661417704,1,1,1,2000,12111384039485551125,0.95,33.06364520209981,33.06364520209981,29.411764705882355,29.411764705882355,-3.651880496217457,-3.651880496217457,-0.8782118509579615,-0.8782118509579615,0.18262863964767637,0.18262863964767637,0.5422167661417704,0.5422167661417704
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_elo,year,2025,2025,2025,120,120,120,37.61202985208612,41,3.387970147913883,31.343358210071766,34.16666666666667,2.8233084565949027,0.6897851477819074,0.207273571359167,0.5931943823515428,1,1,1,2000,8041644352425074659,0.95,31.343358210071766,31.343358210071766,34.16666666666667,34.16666666666667,2.8233084565949027,2.8233084565949027,0.6897851477819074,0.6897851477819074,0.207273571359167,0.207273571359167,0.5931943823515428,0.5931943823515428
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,all,all,1988,2025,4589,4587,4587,1454.5197143299056,1245,-209.51971432990558,31.70960789906051,27.141922825376064,-4.567685073684447,-6.887220232030537,0.1813084172994686,0.5394910492960932,38,38,38,2000,16401004029327057415,0.95,31.121253928924098,32.27327817249885,25.80203857613298,28.438040029367787,-5.789734099655116,-3.395202212212774,-8.708866921631884,-5.12706368788198,0.17669521039565958,0.18587396960456892,0.5288817306691544,0.5497137940576833
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,round,R128,1988,2025,2313,2312,2312,772.7832639132267,669,-103.78326391322673,33.424881657146486,28.93598615916955,-4.488895497976935,-4.723980535472285,0.19049183169513914,0.5612924006414435,38,38,38,2000,4511189453323611264,0.95,32.95630535761472,33.86532316425183,27.20979758834639,30.627984692721082,-6.07489977569638,-2.955523864266414,-6.3766364177072585,-3.1294645687458784,0.18487100592054767,0.1962044374411588,0.5486111827508993,0.5738029353471465
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,round,R64,1988,2025,1148,1147,1147,342.4928379442033,292,-50.4928379442033,29.859881250584422,25.457715780296425,-4.402165470287995,-3.3801765156527113,0.17021455976037572,0.512774839797709,38,38,38,2000,15756589395259186006,0.95,29.03355861244078,30.702470963084192,23.13676836638727,28.03171694768267,-6.317638511363028,-2.3588405539492587,-4.888601758099518,-1.8045229370681786,0.16162538164373938,0.17914719650596092,0.4925219174275558,0.5332882117269733
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,round,R32,1988,2025,576,576,576,170.47027491313955,142,-28.470274913139548,29.595533839086727,24.65277777777778,-4.942756061308949,-2.7009036940013877,0.17079292873543164,0.5124531693988801,38,38,38,2000,15296163028045870455,0.95,28.469177745300705,30.693093495251908,21.32838348826217,27.89494207789838,-7.792881102743192,-2.031670527060591,-4.26976284108904,-1.1069697644995569,0.15985079640244726,0.18123575894586014,0.48746234605419403,0.536146679218876
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,round,R16,1988,2025,293,293,293,87.88109114119071,80,-7.8810911411907085,29.99354646457021,27.303754266211605,-2.689792198358604,-1.0482683655489808,0.17796016342722107,0.5326136622587909,38,38,38,2000,2765177767264511810,0.95,28.550744495181256,31.39432638143324,22.75745178258329,31.650252525252522,-7.1892975029273005,1.2360044951415057,-2.7902537438049824,0.4790396872981492,0.16163018437367074,0.19429271076161653,0.4931655956332942,0.5706042400915504
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,round,QF,1988,2025,146,146,146,44.12698476913281,35,-9.126984769132811,30.22396217063891,23.972602739726025,-6.251359430912884,-1.7054344180094814,0.17481154934414977,0.5299955956916761,38,38,38,2000,2243643088701533274,0.95,28.410368068527404,32.07219926165201,18.243243243243242,29.25374149659863,-12.03688554990105,-0.7113262934283788,-3.267993728124817,-0.19481131968485238,0.1502138790884719,0.19924752768392504,0.47183601770406614,0.5871023394696047
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,round,SF,1988,2025,75,75,75,23.33442967277314,13,-10.33442967277314,31.11257289703085,17.333333333333332,-13.77923956369752,-2.6678732337510627,0.15296876005066157,0.47727421208807624,38,38,38,2000,1559990855725004909,0.95,28.049046776150934,34.01519401944184,8.105405405405412,26.666666666666664,-22.375923044804477,-4.225616654424687,-4.325277613553041,-0.8017715388872033,0.11801114108287675,0.19128028123737711,0.3999800002554444,0.5626926133970166
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,round,F,1988,2025,38,38,38,13.430831976239885,14,0.5691680237601151,35.34429467431549,36.8421052631579,1.4978105888424083,0.19652216884703672,0.22358441125430703,0.641732498820293,38,38,38,2000,11234410593413125197,0.95,32.638542623393136,37.86868384779645,21.05263157894737,52.631578947368425,-13.57228575677608,16.62197109310796,-1.783343925364088,2.199076143715579,0.17598056996127573,0.27599510197799415,0.535854121881204,0.7591140339082076
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,era,1988-1999,1988,1999,1463,1462,1462,481.6804088658529,406,-75.68040886585288,32.94667639301319,27.77017783857729,-5.176498554435901,-4.348465490453948,0.18806136199644247,0.5561780992951667,12,12,12,2000,17608657370857053211,0.95,32.30715509803153,33.52553650088286,25.96128892733564,29.46804750492544,-7.208378094321724,-3.305403859736448,-6.021669154106895,-2.791093233565104,0.18138698447596852,0.19368027085276746,0.5409749729952243,0.569516032608538
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,era,2000-2009,2000,2009,1218,1218,1218,385.48807675450536,320,-65.48807675450536,31.64926738542737,26.272577996715928,-5.3766893887114415,-4.176561351269191,0.17495202096254797,0.5253591599238179,10,10,10,2000,16497158332622670819,0.95,30.77344847031205,32.50696362881766,24.07967320369971,29.04854112134765,-7.4799771568354165,-2.8685680533361917,-5.837263767597884,-2.2303621110783407,0.16796491366539423,0.1831354409837488,0.5085412807836235,0.5442325516444935
