analysis_version,population,tour,slam,model,window_start_edition,window_end_edition,window_start_year,window_end_year,window_editions,score_matches,upset_matches,calibration_matches,expected_upsets,actual_upsets,excess_upsets,expected_per_100,actual_per_100,excess_per_100,standardized_excess,brier_score,log_loss,score_tournament_editions,upset_tournament_editions,calibration_tournament_editions,bootstrap_replicates,bootstrap_seed,confidence_level,expected_per_100_ci_lower,expected_per_100_ci_upper,actual_per_100_ci_lower,actual_per_100_ci_upper,excess_per_100_ci_lower,excess_per_100_ci_upper,standardized_excess_ci_lower,standardized_excess_ci_upper,brier_score_ci_lower,brier_score_ci_upper,log_loss_ci_lower,log_loss_ci_upper
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,1998:1998-580,2002:2002-580,1998,2002,5,613,613,613,206.1746992727203,193,-13.17469927272029,33.633719294081615,31.484502446982056,-2.1492168470995576,-1.1578392686983645,0.19682344094592466,0.5775357451203382,5,5,5,2000,1031493404096879627,0.95,33.20212660544993,34.012132913486404,28.802588996763753,34.20195439739413,-5.072356878041978,0.652782510648352,-2.7459235000176245,0.35064464440970977,0.18763358146759154,0.20549703800001864,0.5565550117934412,0.5977477922014626
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,1999:1999-580,2003:2003-580,1999,2003,5,613,613,613,205.67846521844885,186,-19.67846521844885,33.552767572340755,30.34257748776509,-3.2101900845756686,-1.7316587773067131,0.1924077519277128,0.5676410569228977,5,5,5,2000,2260435734606069075,0.95,32.95400957831421,34.00509482356244,28.26797385620915,32.410423452768725,-5.312565916339979,-1.2597061445754867,-2.8648678680252972,-0.6794001209708185,0.18411582369793647,0.20095494890635612,0.5476321971300091,0.5878369362128493
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2000:2000-580,2004:2004-580,2000,2004,5,609,609,609,202.84765415397914,183,-19.847654153979136,33.30831759507046,30.04926108374384,-3.259056511326623,-1.7572448432225958,0.18895893250834359,0.5584711899154294,5,5,5,2000,11811759235548083761,0.95,32.713266134293555,33.88225432659404,28.150572831423897,32.02614379084967,-5.312565916339979,-1.3321738611806038,-2.8648678680252972,-0.7178585405720753,0.1828024394198367,0.19403838914847843,0.544827923770084,0.5689433549943321
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2001:2001-580,2005:2005-580,2001,2005,5,606,606,606,198.06089299808397,172,-26.060892998083972,32.68331567625148,28.382838283828384,-4.3004773924230975,-2.3242719112422785,0.18485397673868276,0.5495552003317903,5,5,5,2000,7693989775258411667,0.95,31.678591661999107,33.49509758325385,26.853377265238876,29.966887417218544,-5.782098282210022,-2.625511275992519,-3.143656882192946,-1.40702338292225,0.17948578381760477,0.19029350777166887,0.5371038793913284,0.5621719873312617
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2002:2002-580,2006:2006-580,2002,2006,5,604,604,604,192.44503773876022,175,-17.44503773876022,31.86176121502653,28.973509933774835,-2.8882512812516925,-1.573059579549629,0.18779223891807012,0.5555901236046621,5,5,5,2000,12712941840383356043,0.95,30.740932477263343,32.828442108423765,27.21017347992268,30.298013245033115,-4.503859865531263,-1.0929275984901374,-2.441562963771059,-0.6031793444363679,0.18170362954980634,0.19273745766333078,0.5413942942744824,0.5672316514882562
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2003:2003-580,2007:2007-580,2003,2007,5,602,602,602,187.29294671792113,171,-16.292946717921126,31.111785169089888,28.40531561461794,-2.7064695544719477,-1.482462428111449,0.18097227702127885,0.538750858688465,5,5,5,2000,879464196308995850,0.95,30.004736054828705,32.23737781960332,26.5,30.298013245033115,-4.267825395941028,-1.2636923482705467,-2.33621407761522,-0.6977434848333766,0.16862193270980633,0.1907256666701183,0.5095258266976012,0.5613629846681569
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2004:2004-580,2008:2008-580,2004,2008,5,607,607,607,186.0851696566479,166,-20.085169656647906,30.656535363533425,27.34761120263591,-3.3089241608975133,-1.8291281313218082,0.1777615908368974,0.5306490967893015,5,5,5,2000,7146092196370964836,0.95,29.8651338403292,31.67732389395632,25.164473684210527,29.635761589403977,-5.272438378578959,-1.3966701821813783,-2.9361222858741907,-0.7750764554657937,0.16650319810158645,0.18901998357220798,0.5038523776398678,0.5574458159387347
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2005:2005-580,2009:2009-580,2005,2009,5,610,610,610,183.05840299796847,158,-25.05840299796847,30.009574261962044,25.901639344262293,-4.107934917699749,-2.2934699478089215,0.17102009622830078,0.5151341624786262,5,5,5,2000,17716619449880327069,0.95,29.57646612746729,30.465757648138627,24.18300653594771,28.104575163398692,-5.707676695453,-1.8730123354132537,-3.1955784412289727,-1.0505154720456227,0.15992152642505056,0.1835384725621261,0.48926495970814765,0.5441176851883155
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2006:2006-580,2010:2010-580,2006,2010,5,610,610,610,180.06083109978834,159,-21.060831099788345,29.518169032752187,26.065573770491802,-3.452595262260384,-1.9444265474604232,0.1692277530654953,0.5097488488195514,5,5,5,2000,10340864460601580967,0.95,28.96364224335576,30.002040431894578,24.306688417618272,28.221859706362153,-5.392835461165284,-1.4333354904990367,-3.026482088173772,-0.8022681273925193,0.15948123701673728,0.1817461293993208,0.4879863292336433,0.5390590068634472
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2007:2007-580,2011:2011-580,2007,2011,5,609,609,609,177.7898501726054,157,-20.789850172605412,29.19373566052634,25.779967159277504,-3.413768501248836,-1.9274914637080411,0.16499664749999982,0.4987372054854605,5,5,5,2000,2983706606179765184,0.95,28.62981125083282,29.757660070219856,24.34640522875817,27.34761120263591,-5.392835461165284,-1.4151068189569782,-3.026482088173772,-0.8040475829284979,0.15948123701673728,0.17035381980861414,0.4879863292336433,0.5094176995686895
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2008:2008-580,2012:2012-580,2008,2012,5,607,607,607,176.24023172918865,155,-21.24023172918865,29.034634551760895,25.535420098846785,-3.49921445291411,-1.9820504477344154,0.16596356996564288,0.4998744187378254,5,5,5,2000,16678944631736752368,0.95,28.481114052891176,29.68585694807333,24.098360655737704,27.21311475409836,-5.484349930969663,-1.423345372606256,-3.087289106953521,-0.8109722675465424,0.1604253208129321,0.17035381980861414,0.4898209640530321,0.5091073652854727
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2009:2009-580,2013:2013-580,2009,2013,5,607,607,607,174.3808485034424,152,-22.380848503442394,28.728311120830703,25.04118616144975,-3.687124959380954,-2.1003044723946727,0.1621686748577936,0.4912513364202361,5,5,5,2000,16123504708366999433,0.95,28.474199045624466,29.077189251292108,23.114754098360653,27.21311475409836,-5.785982549668896,-1.423345372606256,-3.297667377770209,-0.8109722675465424,0.15540649576767201,0.16899526268078535,0.4768406394156434,0.5048781680927857
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2010:2010-580,2014:2014-580,2010,2014,5,601,601,601,172.66263512487677,156,-16.662635124876772,28.729223814455366,25.9567387687188,-2.7724850457365675,-1.5751059250857895,0.16431947245516515,0.4948594027881982,5,5,5,2000,16420129854653762452,0.95,28.481114052891176,29.085486573478573,23.675496688741724,28.046744574290486,-5.150991835100638,-0.7867769169479288,-2.93572374946089,-0.44503141651585054,0.15694184793432694,0.1699984342969377,0.4798126455907239,0.5067125549956576
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2011:2011-580,2015:2015-580,2011,2015,5,603,603,603,174.23167476660183,151,-23.231674766601827,28.894141752338612,25.041459369817577,-3.852682382521033,-2.1846633275645773,0.16236674328133555,0.4915766574638048,5,5,5,2000,10385912137047216666,0.95,28.58587840360525,29.244838084477585,22.45901639344262,27.58037225042301,-6.4432017721442785,-1.204168131960808,-3.6741391821362375,-0.6789143363715717,0.15517598192595258,0.16886400635631674,0.4770681037855188,0.5046624674465942
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2012:2012-580,2016:2016-580,2012,2016,5,602,602,602,174.66084207873496,138,-36.66084207873496,29.013428916733382,22.92358803986711,-6.089840876866273,-3.4447863556052085,0.15614079753754473,0.47907896627205804,5,5,5,2000,5233849420797750297,0.95,28.753194850663508,29.276736118598226,20.198675496688743,26.020408163265305,-8.80949117763472,-3.0688557079511685,-4.9715695343190225,-1.7205431870213463,0.14795028429668633,0.1638852747083737,0.4621637899572608,0.49417442331107336
slam-upsets-v1,completed_non_retirement,ATP,Australian Open,overall_elo,2013:2013-580,2017:2017-580,2013,2017,5,606,606,606,176.90182149330997,136,-40.90182149330997,29.19171971836798,22.442244224422442,-6.749475493945539,-3.81571573319548,0.15716425519296232,0.4857319390240317,5,5,5,2000,4793746789033173312,0.95,28.89686423682026,29.457267281310738,19.736842105263158,25.62814070351759,-9.337067827794773,-3.7598330881956348,-5.2820272907564965,-2.1067191656891238,0.14862164230118483,0.1656069506006952,0.46403804136042687,0.507400578226222
