analysis_version,population,tour,slam,model,window_start_edition,window_end_edition,window_start_year,window_end_year,window_editions,score_matches,upset_matches,calibration_matches,expected_upsets,actual_upsets,excess_upsets,expected_per_100,actual_per_100,excess_per_100,standardized_excess,brier_score,log_loss,score_tournament_editions,upset_tournament_editions,calibration_tournament_editions,bootstrap_replicates,bootstrap_seed,confidence_level,expected_per_100_ci_lower,expected_per_100_ci_upper,actual_per_100_ci_lower,actual_per_100_ci_upper,excess_per_100_ci_lower,excess_per_100_ci_upper,standardized_excess_ci_lower,standardized_excess_ci_upper,brier_score_ci_lower,brier_score_ci_upper,log_loss_ci_lower,log_loss_ci_upper
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2008:2008-560,2012:2012-560,2008,2012,5,602,602,602,176.37973162308688,136,-40.37973162308688,29.29895874137656,22.591362126245848,-6.707596615130711,-3.763775406092765,0.1577542879175639,0.4834703483307281,5,5,5,2000,13373774246810895829,0.95,28.866082295374174,29.651184905962463,21.29783693843594,23.88059701492537,-7.898791172085533,-5.691036783383015,-4.381020608916144,-3.184153765676078,0.15125260900170887,0.1622340301659283,0.4692288381596013,0.4945142242151865
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2009:2009-560,2013:2013-560,2009,2013,5,603,603,603,174.57872277685806,139,-35.57872277685806,28.951695319545284,23.051409618573796,-5.9002857009714855,-3.3300602460886233,0.16221917172956904,0.4926040685103151,5,5,5,2000,492559607477329098,0.95,28.456008958614888,29.41495039765113,21.35593220338983,25.164473684210527,-7.727539341493251,-3.2942903446070626,-4.34879604806016,-1.8789807516531425,0.15192682773407812,0.17481800462511057,0.4709248972916848,0.5199065309868628
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2010:2010-560,2014:2014-560,2010,2014,5,597,597,597,173.13381803743843,146,-27.13381803743843,29.00063953725937,24.45561139028476,-4.545028146974611,-2.549599076639631,0.16694738530929784,0.5027830778837422,5,5,5,2000,9840325025741743936,0.95,28.456008958614888,29.4878856441981,21.440536013400337,27.516778523489933,-7.61796093853386,-1.4720953554153733,-4.2626409996884265,-0.8278889976006893,0.15518351766457522,0.17872061548465984,0.4770610597801625,0.5278403874855683
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2011:2011-560,2015:2015-560,2011,2015,5,591,591,591,170.4023395303045,142,-28.402339530304488,28.83288316925626,24.027072758037225,-4.805810411219033,-2.6903292032521584,0.1665153962816626,0.5015811832928705,5,5,5,2000,18067277072683712442,0.95,28.36352015741028,29.338183363262633,20.981387478849406,27.60330578512397,-7.919163854841215,-1.439712402985692,-4.416711237116345,-0.7958843367664244,0.15350154881388134,0.17946164253491878,0.47471506982381967,0.5292350475008045
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2012:2012-560,2016:2016-560,2012,2016,5,592,592,592,170.8541127970897,145,-25.854112797089698,28.86049202653542,24.493243243243242,-4.367248783292179,-2.447798840949588,0.17376680984286108,0.5182442372382292,5,5,5,2000,17585244875804249966,0.95,28.36352015741028,29.3762821075723,21.58894645941278,27.645051194539253,-7.184985812067259,-1.416997036443466,-3.983114544905853,-0.7893118361134869,0.1644043698164413,0.18275367714249008,0.49703350151269954,0.5389731310996908
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2013:2013-560,2017:2017-560,2013,2017,5,590,590,590,174.58439488112904,158,-16.584394881129043,29.59057540358119,26.779661016949152,-2.810914386632041,-1.5591352232408604,0.18192543666904382,0.5377732175845565,5,5,5,2000,10395003739320063046,0.95,28.502218316630792,30.905012934664146,23.19290245836638,30.267558528428093,-5.762451680661628,0.001819231911886133,-3.1657564606668793,0.0010082092805287549,0.1692988044082864,0.193324750513294,0.5097730454283036,0.5655919182922701
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2014:2014-560,2018:2018-560,2014,2018,5,582,582,582,175.30366349529965,149,-26.303663495299645,30.12090438063568,25.601374570446737,-4.519529810188942,-2.4745989525336354,0.17734398804431592,0.5294369230805059,5,5,5,2000,1951069079641314320,0.95,29.18973424283733,31.27629847567692,21.541155866900176,29.629629629629633,-8.110082637002177,-1.0915552947403522,-4.423599518903233,-0.598139854165914,0.16444368834218506,0.18952809695241335,0.5008682651149573,0.5577986964139946
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2015:2015-560,2019:2019-560,2015,2019,5,585,585,585,179.28055925045962,159,-20.280559250459618,30.64624944452301,27.17948717948718,-3.466762265035832,-1.8914988456959185,0.1831671913782805,0.5439512371243798,5,5,5,2000,13550624270893650724,0.95,29.424901983146576,31.822513610345304,21.61687170474517,33.27952538631346,-7.934155223584461,1.4533260709834643,-4.3325237076663905,0.7898517431639048,0.1660716126440687,0.20049638452010113,0.5082180997213732,0.5826749641348793
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2016:2016-560,2020:2020-560,2016,2020,5,596,596,596,189.7922417605249,173,-16.792241760524888,31.844335865859883,29.026845637583893,-2.817490228275988,-1.5300610318464274,0.189492681552534,0.5596414023853606,5,5,5,2000,11871164796126012703,0.95,30.331369610904495,33.33912503613901,23.499142367066895,33.993399339933994,-7.244334127361705,1.6028834899685482,-3.91885770322609,0.8674144350786427,0.17417531540926334,0.20226336943869921,0.525877788513709,0.5877091762800883
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2017:2017-560,2021:2021-560,2017,2021,5,601,601,601,195.89016501768828,182,-13.890165017688275,32.59403744054713,30.2828618968386,-2.3111755437085315,-1.2504878879877583,0.19260379152751253,0.566703991030414,5,5,5,2000,8443201633601162389,0.95,31.539562830614006,33.831170440088734,25.128205128205128,34.703947368421055,-6.426775837627368,2.2541601411884655,-3.473488469188545,1.2281653374685861,0.1775024332309359,0.20382719708504723,0.5334221198727439,0.5908476730511396
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2018:2018-560,2022:2022-560,2018,2022,5,600,600,600,195.9863608364404,173,-22.98636083644041,32.664393472740066,28.833333333333332,-3.831060139406735,-2.069247176416381,0.18872727438811532,0.5583495956175546,5,5,5,2000,4510692586373622432,0.95,31.62548535425889,33.831170440088734,23.890784982935156,33.60927152317881,-7.985285502294459,0.9625030733506498,-4.29978328920139,0.5225734963663436,0.17406072338156137,0.20122909154767674,0.5264296819406251,0.5843801768037482
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2019:2019-560,2023:2023-560,2019,2023,5,607,606,606,199.64616139191494,189,-10.646161391914944,32.944911120778045,31.18811881188119,-1.7567923088968556,-0.9506367630228214,0.1939025787596537,0.5685996247696462,5,5,5,2000,16141671594119967973,0.95,32.222124136063954,33.831170440088734,27.574750830564785,34.48844884488449,-5.265095338726598,1.9704594548730985,-2.8428437566297924,1.0707406968639803,0.18651936927609183,0.20191161079464862,0.5523998496706007,0.5860788940726747
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2020:2020-560,2024:2024-560,2020,2024,5,606,605,605,198.28888570896194,179,-19.288885708961942,32.77502243123338,29.586776859504134,-3.188245571729247,-1.7254979641161083,0.1894344595434071,0.5588927219065722,5,5,5,2000,7304075380712371893,0.95,31.87595208201969,33.84499168722051,27.031509121061358,31.79354332092295,-5.577822944297193,-0.9137575941574725,-3.02014508131305,-0.4956578188954861,0.18511233865651738,0.19424548592900506,0.5495264007221474,0.5698291914538893
slam-upsets-v1,completed_non_retirement,ATP,US Open,surface_adjusted_elo,2021:2021-560,2025:2025-560,2021,2025,5,602,601,601,192.1150007367333,176,-16.115000736733293,31.96589030561286,29.284525790349416,-2.681364515263443,-1.4600734442980712,0.18804713178314672,0.5537605799700872,5,5,5,2000,9579607381317416921,0.95,31.05135161420551,32.761978949870276,26.75556117290192,31.719532554257096,-5.0858692374365795,-0.4775335300209847,-2.765629274936003,-0.2614785446786118,0.18389002566962498,0.19289684591886583,0.5445957179288151,0.5653607342725647
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1988:1988-W-SL-AUS-01A-1988,1992:1992-W-SL-AUS-01A-1992,1988,1992,5,630,630,630,160.1132488575761,174,13.88675114242389,25.41480140596446,27.619047619047617,2.204246213083157,1.3590092091593626,0.17730909948412565,0.5187943339215052,5,5,5,2000,1122148468761006122,0.95,24.828125687400497,26.00270399354297,24.397926634768748,30.173775671406005,-1.5743505933685287,5.293826987306437,-0.9596848647057561,3.275656006579146,0.16824541761269873,0.18368054632728217,0.4984453703080554,0.532019788476776
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1989:1989-W-SL-AUS-01A-1989,1993:1993-W-SL-AUS-01A-1993,1989,1993,5,629,629,629,159.30611266926084,165,5.693887330739159,25.32688595695721,26.232114467408586,0.9052285104513766,0.557687808255118,0.17156117724621875,0.5050012279705143,5,5,5,2000,11627805729610841260,0.95,24.651272860995096,26.008974577800792,22.452229299363058,29.84126984126984,-2.7843280297190223,4.57139641962223,-1.7110923756860175,2.8233044484660375,0.1577812727720939,0.1834040070544484,0.47337751389347493,0.532019788476776
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1990:1990-W-SL-AUS-01A-1990,1994:1994-W-SL-AUS-01A-1994,1990,1994,5,628,628,628,159.46609795203824,157,-2.46609795203824,25.392690756693987,25.0,-0.39269075669398723,-0.24082555249502618,0.1648743571355352,0.490335561969589,5,5,5,2000,6877650747856972558,0.95,24.715694098932843,26.069905965177004,21.371610845295056,29.001584786053883,-3.960283457805746,3.9150057343017903,-2.440226291352715,2.4286055344367687,0.15105826540713221,0.17864651852457938,0.4581046284279347,0.52246401241572
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1991:1991-W-SL-AUS-01A-1991,1995:1995-W-SL-AUS-01A-1995,1991,1995,5,630,630,630,160.13200527017287,155,-5.1320052701728684,25.417778614313153,24.6031746031746,-0.8146040111385505,-0.5004864373389237,0.16614483569854685,0.49544301106584787,5,5,5,2000,4434469874374947522,0.95,24.715694098932843,26.122095512890166,21.371610845295056,28.39116719242902,-3.960283457805746,3.0353228277269273,-2.440226291352715,1.858287986468562,0.15105826540713221,0.18108840532369247,0.4581046284279347,0.5356611817301391
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1992:1992-W-SL-AUS-01A-1992,1996:1996-W-SL-AUS-01A-1996,1992,1996,5,630,630,630,159.85051291306362,149,-10.850512913063625,25.373097287787875,23.65079365079365,-1.7223036369942262,-1.0557990931872412,0.1638965899154195,0.4913372217654569,5,5,5,2000,12454881016939341914,0.95,24.62647306656867,26.105474850940784,21.527966736475236,25.908372827804108,-3.960283457805746,0.7762470022050095,-2.440226291352715,0.4791422990799105,0.15105826540713221,0.17695224349404015,0.4581046284279347,0.5271398286631974
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1993:1993-W-SL-AUS-01A-1993,1997:1997-W-SL-AUS-01A-1997,1993,1997,5,627,627,627,160.18669838041356,157,-3.18669838041356,25.548117764021303,25.039872408293462,-0.5082453557278406,-0.3088913462353656,0.17010078352961752,0.510433835044431,5,5,5,2000,12358702803055949281,0.95,24.649672028795823,26.48159738535777,22.22222222222222,27.52,-2.6695735163390033,1.6669153051112153,-1.638786053659881,1.0030748127089122,0.15406699878868374,0.1853633372903614,0.46603534320298334,0.551992698579717
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1994:1994-W-SL-AUS-01A-1994,1998:1998-W-SL-AUS-01A-1998,1994,1998,5,627,627,627,162.8293441720871,157,-5.829344172087104,25.96959237194372,25.039872408293462,-0.9297199636502559,-0.5597732070831075,0.17203729082204688,0.516620096056767,5,5,5,2000,987146922215366430,0.95,25.192624573768697,26.676503689028046,22.22222222222222,27.52,-3.8373202937077986,1.5101724313545755,-2.291288766148192,0.8984882552804455,0.15791825981710225,0.1853633372903614,0.47759197435491535,0.5558979977375101
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1995:1995-W-SL-AUS-01A-1995,1999:1999-W-SL-AUS-01A-1999,1995,1999,5,628,628,628,160.14296169072466,170,9.857038309275339,25.500471606803288,27.070063694267514,1.569592087464226,0.9532218844912245,0.18139155231182547,0.5402274285223857,5,5,5,2000,2916675026270441946,0.95,24.164077837285237,26.658315663325688,23.444976076555026,30.622009569377994,-2.700207184023455,6.0805083687634305,-1.61903605160725,3.795286319376403,0.16915397031334112,0.19228873368480476,0.5068390052844157,0.5711586928389298
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1996:1996-W-SL-AUS-01A-1996,2000:2000-W-SL-AUS-01A-2000,1996,2000,5,627,627,627,160.05261322924045,177,16.94738677075955,25.526732572446644,28.229665071770338,2.7029324993236923,1.6407369055566254,0.18285490536146798,0.5412322277080154,5,5,5,2000,4833927267547166842,0.95,24.164950657358297,26.68664921560045,24.247226624405705,31.789137380191693,-1.9465767025910774,6.597537329343991,-1.1610317639342669,4.074525422211169,0.16891246886209615,0.19431768040303468,0.5065035617064036,0.5722212979091971
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1997:1997-W-SL-AUS-01A-1997,2001:2001-W-SL-AUS-01A-2001,1997,2001,5,625,625,625,159.96229079326417,181,21.037709206735826,25.59396652692227,28.96,3.3660334730777324,2.0408879062434977,0.18670061557306325,0.5509397371934297,5,5,5,2000,6518750585268816717,0.95,24.22742706072409,26.687534664902866,24.600638977635782,32.11446740858506,-1.3253784911040911,7.361141179963095,-0.7981965711326048,4.5214994845174115,0.17246159699154925,0.19483427011798235,0.5160255030826175,0.5723253732160708
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1998:1998-W-SL-AUS-01A-1998,2002:2002-W-SL-AUS-01A-2002,1998,2002,5,627,627,627,161.3115295131888,179,17.688470486811212,25.727516668770143,28.548644338118024,2.821127669347881,1.7119647577331516,0.1846899521077375,0.5415081221777885,5,5,5,2000,13382862493936331592,0.95,24.46184299818903,26.948073970534363,24.203821656050955,32.11446740858506,-2.473695681233246,7.176174607405467,-1.4768074330605576,4.446582661298803,0.17049281341940747,0.19456785433235238,0.5092997160396534,0.5664400200559393
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,1999:1999-W-SL-AUS-01A-1999,2003:2003-W-SL-AUS-01A-2003,1999,2003,5,624,624,624,159.91247600702212,180,20.08752399297788,25.626999360099703,28.84615384615385,3.2191544860541477,1.9536638530517536,0.18629885278050243,0.5460648897264743,5,5,5,2000,14093784123068138111,0.95,24.403215586477728,26.886673545411714,25.040387722132472,32.11446740858506,-1.3469545007503054,7.268804925935917,-0.8039922973143678,4.484184684137072,0.1748882105608923,0.19470756796096542,0.5204170516139408,0.5664400200559393
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2000:2000-W-SL-AUS-01A-2000,2004:2004-W-SL-AUS-01A-2004,2000,2004,5,623,623,623,162.6387058281672,171,8.36129417183281,26.105731272579003,27.447833065810595,1.3421017932315906,0.8075098586520025,0.18244141384234494,0.5379265921068945,5,5,5,2000,13071573508950953577,0.95,25.31424207085152,27.029198662884916,24.35483870967742,30.73248407643312,-2.0169543784245474,4.699618435296611,-1.2133952567100181,2.857391817809041,0.17333354215642868,0.19146198963350813,0.519475255929002,0.5561425045377014
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2001:2001-W-SL-AUS-01A-2001,2005:2005-W-SL-AUS-01A-2005,2001,2005,5,623,623,623,162.1581977817456,161,-1.1581977817455993,26.028603175240065,25.84269662921348,-0.18590654602658094,-0.11201913737729108,0.17711019982764414,0.5249259937052286,5,5,5,2000,13148401291360301340,0.95,25.210355800529094,26.999452762295235,23.55769230769231,28.279891373801888,-2.6686371197388783,2.943231155843039,-1.6055106798386019,1.7765892315465346,0.16893130413488963,0.18600191273234032,0.5048755285850888,0.5444518681891584
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2002:2002-W-SL-AUS-01A-2002,2006:2006-W-SL-AUS-01A-2006,2002,2006,5,620,620,620,159.86662230120234,161,1.1333776987976591,25.784939080839088,25.967741935483872,0.18280285464478374,0.1103792406366235,0.17793986191064168,0.5265441313656867,5,5,5,2000,11617380324684278565,0.95,24.457775013015794,26.999452762295235,23.424878836833603,28.692418804857997,-2.6686371197388783,4.032578535232304,-1.6055106798386019,2.4669424194892096,0.16893130413488963,0.1883703141649508,0.5060877499929252,0.5491157492438423
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2003:2003-W-SL-AUS-01A-2003,2007:2007-W-SL-AUS-01A-2007,2003,2007,5,622,622,622,157.04092661772427,159,1.959073382275733,25.247737398347954,25.562700964630224,0.3149635662822722,0.19186010130004785,0.17282570193423333,0.5155020137011295,5,5,5,2000,3684965598268770149,0.95,24.325828566260647,25.918074333352696,23.225806451612904,28.478964401294498,-2.475722853774626,4.238618143901588,-1.4925613808760418,2.6104557489356655,0.16209584601284371,0.18592241399877346,0.4893073110049543,0.5478962595325991
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2004:2004-W-SL-AUS-01A-2004,2008:2008-W-SL-AUS-01A-2008,2004,2008,5,624,624,624,155.01600595170163,173,17.98399404829837,24.842308646106034,27.724358974358978,2.8820503282529444,1.7706380931536507,0.17663112562319006,0.5235697981293673,5,5,5,2000,14306181353154070308,0.95,23.96650552953604,25.706955035076348,24.80127186009539,30.818619582664525,-0.7069550350763484,6.773672287771237,-0.42958995289433416,4.212476709814702,0.16421756321392902,0.18859615741439303,0.4927258713351006,0.5524537847406825
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2005:2005-W-SL-AUS-01A-2005,2009:2009-W-SL-AUS-01A-2009,2005,2009,5,621,621,621,154.1980452289875,173,18.801954771012504,24.830603096455313,27.85829307568438,3.0276899792290664,1.8537063293537326,0.17746504955112916,0.5253693456593115,5,5,5,2000,5910717589004073755,0.95,23.96650552953604,25.69192221460635,24.920127795527154,30.844155844155843,-0.656167952864069,6.773672287771237,-0.3982493509091376,4.212476709814702,0.16564579230370358,0.18947424096238782,0.4967025441694444,0.5544086077535553
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2006:2006-W-SL-AUS-01A-2006,2010:2010-W-SL-AUS-01A-2010,2006,2010,5,621,621,621,152.87375677325315,171,18.12624322674685,24.617352137399862,27.53623188405797,2.918879746658108,1.790223405827612,0.1776687508983324,0.5263901679084039,5,5,5,2000,11470947672989099807,0.95,23.94501985278048,25.28672013989367,24.281150159744406,30.844155844155843,-0.8720502353770162,6.773672287771237,-0.5310761789377,4.212476709814702,0.16441867376498326,0.18962958026544188,0.4937337101533611,0.5544168765239427
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2007:2007-W-SL-AUS-01A-2007,2011:2011-W-SL-AUS-01A-2011,2007,2011,5,625,625,625,156.48950192985842,166,9.51049807014158,25.038320308777347,26.560000000000002,1.521679691222653,0.9279118446500972,0.17308091638888504,0.5162553350406341,5,5,5,2000,5776544540025651556,0.95,24.45080882277111,25.50813615818703,23.96825396825397,29.85553772070626,-1.0734745529424932,5.384147837460654,-0.6574841869498101,3.3185263575913835,0.1637898304902762,0.18133069335036645,0.4931158835597608,0.5382313853672431
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2008:2008-W-SL-AUS-01A-2008,2012:2012-W-SL-AUS-01A-2012,2008,2012,5,622,622,622,155.72052193440356,166,10.279478065596436,25.035453687203145,26.688102893890676,1.65264920668753,1.0036000121559392,0.17759589658321376,0.5290068707758957,5,5,5,2000,6808719689862167494,0.95,24.447774608777415,25.517438533703693,24.276527331189712,29.79066022544283,-0.9689645107116419,5.439186120484919,-0.5864869320819952,3.343920651252018,0.1724761936186329,0.18208616146434875,0.5136728137926153,0.5415249041679463
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2009:2009-W-SL-AUS-01A-2009,2013:2013-W-SL-AUS-01A-2013,2009,2013,5,624,624,624,158.62824751539637,160,1.3717524846036326,25.421193512082752,25.641025641025642,0.21983212894288987,0.1327245573975712,0.17663961061308875,0.5280187414010831,5,5,5,2000,2070303883319392553,0.95,25.13031050902881,25.690353590484296,24.276527331189712,26.775473630312334,-0.9689645107116419,1.1272180880618503,-0.5864869320819952,0.6808406305404858,0.17243421749800744,0.18013542724495984,0.5132623819713157,0.5398406408417811
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2010:2010-W-SL-AUS-01A-2010,2014:2014-W-SL-AUS-01A-2014,2010,2014,5,628,628,628,160.10447477080154,161,0.895525229198455,25.49434311636967,25.636942675159233,0.1425995587895629,0.08619653758032972,0.17857585354558936,0.5323713740361222,5,5,5,2000,12684562614239176316,0.95,25.14103883232716,25.84317519428506,24.0829346092504,26.825396825396822,-1.040006746797429,1.132932856819839,-0.6323911152664273,0.683797400260728,0.1724272581652338,0.18483852832578931,0.5132525426035699,0.5494636096835418
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2011:2011-W-SL-AUS-01A-2011,2015:2015-W-SL-AUS-01A-2015,2011,2015,5,629,629,629,162.5171406134241,169,6.48285938657591,25.83738324537744,26.86804451510334,1.0306612697258999,0.6193049898490711,0.18372262002086484,0.5461002880532415,5,5,5,2000,18233304974860051446,0.95,25.36874627650674,26.290637261085763,25.801282051282055,28.050713153724246,0.2433867920049538,1.8607864761630124,0.14620919751281466,1.1121309344849206,0.1773782889517271,0.19053356635487778,0.5306413832094485,0.5627984469503425
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2012:2012-W-SL-AUS-01A-2012,2016:2016-580,2012,2016,5,629,629,629,164.2434080501275,181,16.7565919498725,26.111829578716613,28.7758346581876,2.6640050794709857,1.5944995671249644,0.1926521131893623,0.5675148466831446,5,5,5,2000,4202028397385121643,0.95,25.546012191989483,26.677667106937765,26.080000000000002,32.48811410459588,0.48305052698592593,5.937779954189569,0.2903515279896216,3.5530117173492535,0.18160768449750797,0.2065577377812038,0.5432845478305538,0.5977229616377295
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2013:2013-W-SL-AUS-01A-2013,2017:2017-580,2013,2017,5,630,630,630,169.0595887712637,189,19.94041122873631,26.834855360518045,30.0,3.165144639481954,1.8778395444386535,0.19734403496375533,0.5772552949770009,5,5,5,2000,1386439854051120845,0.95,26.059740986201447,27.838898073272265,27.330173775671405,33.227344992050874,0.9954742498797405,6.142192208956765,0.592837820576829,3.6354168886876437,0.18714751366107202,0.21019515054795831,0.5547776735273485,0.6061234770243841
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2014:2014-W-SL-AUS-01A-2014,2018:2018-580,2014,2018,5,630,630,630,173.95911990279174,193,19.04088009720826,27.612558714728845,30.634920634920633,3.022361920191787,1.7749210561713415,0.2012753822483707,0.585738034829666,5,5,5,2000,17630079305295474437,0.95,26.473795176777593,28.75857552362247,28.095238095238095,33.39005680103035,0.8818441787607526,5.999182490112873,0.512273821572173,3.5147747120080357,0.1938994852776088,0.21049036648599787,0.5698063569861791,0.6062137773636537
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2015:2015-W-SL-AUS-01A-2015,2019:2019-580,2015,2019,5,629,629,629,176.28312688199168,193,16.716873118008323,28.025934321461317,30.68362480127186,2.6576904798105443,1.5511718418614102,0.1990755990611421,0.5791318366951361,5,5,5,2000,17929851133581342884,0.95,27.075664106006812,28.98226686683903,28.139904610492845,33.38607594936709,-0.012685081459566568,5.9331665747824776,-0.007428722319071851,3.499661072388762,0.1874819686738126,0.2104766440933995,0.5504272007570788,0.6061788573769363
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2016:2016-580,2020:2020-580,2016,2020,5,629,629,629,179.3102275283627,197,17.689772471637298,28.507190386067204,31.319554848966614,2.8123644628994113,1.6305474654853713,0.19901693066524642,0.5780280431206317,5,5,5,2000,18183820252754214644,0.95,27.614526250349794,29.240241529959803,28.457869634340224,33.86327503974563,0.06374506870036674,6.087106345926316,0.036854974613682014,3.5663433320792346,0.18748894549542341,0.2109668714014413,0.550450245238808,0.6064718632711347
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2017:2017-580,2021:2021-580,2017,2021,5,629,629,629,181.62371233240472,186,4.376287667595278,28.874994011511085,29.57074721780604,0.6957532062949568,0.400901992843126,0.19056708276838694,0.5581053799127579,5,5,5,2000,3150242227038192637,0.95,28.413292967819867,29.306575262722536,27.503974562798092,31.63751987281399,-1.1556884034301445,2.5769196098636167,-0.6687691034627905,1.4816024700739123,0.18178180336668653,0.19973392894047373,0.536449365406938,0.5803142005185058
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2018:2018-580,2022:2022-580,2018,2022,5,628,628,628,180.13329301828762,182,1.8667069817123831,28.683645385077643,28.980891719745223,0.29724633466757694,0.17145796155861925,0.1866439904582908,0.5486418126741949,5,5,5,2000,12533567280987301753,0.95,28.106198622358928,29.250162556072933,27.04,30.914826498422713,-1.273388621015415,1.9203972779946372,-0.7355716226282807,1.1059922290800863,0.1790962417186242,0.19464145629035573,0.5305927704037194,0.5676911776316454
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2019:2019-580,2023:2023-580,2019,2023,5,628,628,628,179.78804640988753,184,4.211953590112472,28.628669810491644,29.29936305732484,0.6706932468331962,0.3866671353317351,0.18618907298243578,0.5492750708948096,5,5,5,2000,10940726469146872089,0.95,28.0994524055569,29.14125195405407,27.04,31.537242472266243,-1.273388621015415,2.596289391691112,-0.7355716226282807,1.4939802566847695,0.1790027315158825,0.19330708156658116,0.5305927704037194,0.5695759461745173
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2020:2020-580,2024:2024-580,2020,2024,5,627,627,627,178.57834105308473,199,20.421658946915272,28.481394107350038,31.7384370015949,3.25704289424486,1.879344329637878,0.19911282224895172,0.5805757067223262,5,5,5,2000,1590618060289813021,0.95,27.772938680711594,29.14125195405407,28.64,35.36977491961415,0.122910851755978,7.532920089315318,0.07077988644863281,4.372772236329486,0.18274201395934112,0.22190467252992344,0.5410126084257387,0.6343988470835821
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,overall_elo,2021:2021-580,2025:2025-580,2021,2025,5,626,626,626,176.76135978928576,194,17.238640210714237,28.23663894397536,30.990415335463258,2.7537763914878974,1.5942335225497877,0.1939343945815243,0.5684080740468405,5,5,5,2000,10459154722034455623,0.95,27.613033076462386,28.923621882261912,27.884615384615387,35.04,-0.3348604920160308,7.09650606598596,-0.1929940309784058,4.133076124002718,0.17473075480401545,0.21974217587696784,0.5205072474553932,0.6298869222796655
slam-upsets-v1,completed_non_retirement,WTA,Australian Open,surface_elo,1988:1988-W-SL-AUS-01A-1988,1992:1992-W-SL-AUS-01A-1992,1988,1992,5,630,630,630,190.93902622698846,187,-3.93902622698846,30.307781940791816,29.68253968253968,-0.6252422582521365,-0.3612140848895337,0.18438397508618007,0.538643638414135,5,5,5,2000,12456170470451891502,0.95,29.759693266101696,30.839864538804935,27.91068580542265,31.545741324921135,-2.442006969055395,1.575282289728117,-1.401315118009672,0.9157055185872766,0.17452418605533584,0.193248572546576,0.5179044169790985,0.558251110601068
