analysis_version,population,tour,slam,model,dimension,group_value,bin_index,bin_lower,bin_upper,bin_upper_inclusive,calibration_matches,mean_favorite_probability,favorite_win_rate,calibration_error
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2012,0,0.5,0.6,False,33,0.5509936553954542,0.45454545454545453,-0.09644820084999967
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2012,1,0.6,0.7,False,27,0.6417716318226562,0.7407407407407407,0.09896910891808453
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2012,2,0.7,0.8,False,23,0.743003582959575,0.7391304347826086,-0.003873148176966379
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2012,3,0.8,0.9,False,24,0.8415464106432249,0.9583333333333334,0.11678692269010849
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2012,4,0.9,1.0,True,15,0.9326063208820966,0.8666666666666667,-0.06593965421542991
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2013,0,0.5,0.6,False,24,0.5487527870659582,0.5416666666666666,-0.007086120399291573
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2013,1,0.6,0.7,False,30,0.6490210355843608,0.5333333333333333,-0.11568770225102742
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2013,2,0.7,0.8,False,32,0.7558099789588515,0.8125,0.05669002104114851
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2013,3,0.8,0.9,False,19,0.837979556445072,1.0,0.16202044355492795
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2013,4,0.9,1.0,True,12,0.9261456059427066,0.8333333333333334,-0.09281227260937319
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2014,0,0.5,0.6,False,29,0.5444237139640465,0.4827586206896552,-0.06166509327439135
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2014,1,0.6,0.7,False,28,0.6468998548556143,0.75,0.1031001451443857
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2014,2,0.7,0.8,False,21,0.7503300408258587,0.7619047619047619,0.011574721078903116
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2014,3,0.8,0.9,False,36,0.8478152696586627,0.9444444444444444,0.0966291747857817
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2014,4,0.9,1.0,True,12,0.9329697274361286,0.8333333333333334,-0.09963639410279523
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2015,0,0.5,0.6,False,31,0.5496360207499783,0.5806451612903226,0.031009140540344315
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2015,1,0.6,0.7,False,27,0.6527010902350949,0.6296296296296297,-0.023071460605465277
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2015,2,0.7,0.8,False,24,0.7422229956217555,0.7083333333333334,-0.03388966228842216
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2015,3,0.8,0.9,False,31,0.8417785707022425,1.0,0.1582214292977575
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2015,4,0.9,1.0,True,11,0.9347668742955014,0.9090909090909091,-0.025675965204592366
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2016,0,0.5,0.6,False,37,0.5461234990919448,0.43243243243243246,-0.11369106665951234
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2016,1,0.6,0.7,False,24,0.6541695780567915,0.7083333333333334,0.054163755276541825
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2016,2,0.7,0.8,False,30,0.7500783927689135,0.9,0.1499216072310865
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2016,3,0.8,0.9,False,22,0.8389783294202693,0.9090909090909091,0.07011257967063977
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2016,4,0.9,1.0,True,11,0.9447623107936937,0.9090909090909091,-0.0356714017027846
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2017,0,0.5,0.6,False,33,0.5518773068862314,0.5757575757575758,0.023880268871344423
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2017,1,0.6,0.7,False,21,0.6593163107683302,0.9047619047619048,0.24544559399357457
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2017,2,0.7,0.8,False,30,0.7520072958224904,0.7666666666666667,0.014659370844176345
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2017,3,0.8,0.9,False,23,0.8436299130752161,0.8260869565217391,-0.01754295655347693
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2017,4,0.9,1.0,True,10,0.923835051331152,1.0,0.07616494866884804
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2018,0,0.5,0.6,False,32,0.5565837902702377,0.6875,0.13091620972976226
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2018,1,0.6,0.7,False,39,0.6480054344664856,0.5897435897435898,-0.05826184472289586
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2018,2,0.7,0.8,False,26,0.7506883957666214,0.6923076923076923,-0.058380703458929095
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2018,3,0.8,0.9,False,21,0.8461449406051246,0.8571428571428571,0.010997916537732522
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2018,4,0.9,1.0,True,8,0.9327650666340064,1.0,0.06723493336599362
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2019,0,0.5,0.6,False,33,0.5511911643388938,0.5151515151515151,-0.036039649187378675
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2019,1,0.6,0.7,False,35,0.6465635714422874,0.6857142857142857,0.039150714271998344
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2019,2,0.7,0.8,False,27,0.7561516646422335,0.6666666666666666,-0.08948499797556686
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2019,3,0.8,0.9,False,22,0.8397622023819004,0.8181818181818182,-0.021580384200082126
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2019,4,0.9,1.0,True,7,0.9430695192902719,1.0,0.05693048070972806
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2021,0,0.5,0.6,False,47,0.5456346626981603,0.44680851063829785,-0.09882615205986245
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2021,1,0.6,0.7,False,27,0.6596928195226343,0.7777777777777778,0.11808495825514354
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2021,2,0.7,0.8,False,30,0.7512194176580282,0.8,0.0487805823419718
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2021,3,0.8,0.9,False,17,0.8581157408742295,0.8823529411764706,0.02423720030224108
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2021,4,0.9,1.0,True,2,0.9471243418789155,1.0,0.05287565812108452
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2022,0,0.5,0.6,False,36,0.5473757976847579,0.5833333333333334,0.03595753564857551
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2022,1,0.6,0.7,False,36,0.6424289028146839,0.8055555555555556,0.16312665274087168
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2022,2,0.7,0.8,False,28,0.7387934884194848,0.8571428571428571,0.11834936872337232
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2022,3,0.8,0.9,False,16,0.8446899878262811,0.9375,0.09281001217371887
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2022,4,0.9,1.0,True,6,0.9253959870201692,1.0,0.07460401297983077
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2023,0,0.5,0.6,False,43,0.54877703994427,0.5348837209302325,-0.013893319014037453
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2023,1,0.6,0.7,False,29,0.6410610758933531,0.6896551724137931,0.04859409652044
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2023,2,0.7,0.8,False,25,0.7484263156474631,0.76,0.011573684352536917
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2023,3,0.8,0.9,False,24,0.8370167885983125,0.9583333333333334,0.12131654473502085
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2023,4,0.9,1.0,True,5,0.9246067035395932,1.0,0.07539329646040682
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2024,0,0.5,0.6,False,39,0.5504329516048577,0.5128205128205128,-0.03761243878434495
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2024,1,0.6,0.7,False,30,0.6568794572924136,0.7,0.04312054270758636
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2024,2,0.7,0.8,False,20,0.7492407392612848,0.75,0.0007592607387152395
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2024,3,0.8,0.9,False,25,0.8461374870702769,0.92,0.07386251292972312
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2024,4,0.9,1.0,True,7,0.9279544219446174,1.0,0.07204557805538259
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2025,0,0.5,0.6,False,36,0.5419745713234614,0.5555555555555556,0.013580984232094195
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2025,1,0.6,0.7,False,37,0.6527009223636758,0.7297297297297297,0.07702880736605389
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2025,2,0.7,0.8,False,26,0.7432363980887919,0.7307692307692307,-0.012467167319561212
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2025,3,0.8,0.9,False,15,0.8441440118651626,0.7333333333333333,-0.11081067853182935
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,overall_elo,year,2025,4,0.9,1.0,True,8,0.9464697225942355,0.875,-0.07146972259423545
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,all,all,0,0.5,0.6,False,2516,0.5443402027494268,0.5910174880763116,0.046677285326884754
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,all,all,1,0.6,0.7,False,1246,0.6438511527894468,0.7536115569823435,0.10976040419289668
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,all,all,2,0.7,0.8,False,573,0.7429710285113044,0.8760907504363001,0.13311972192499577
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,all,all,3,0.8,0.9,False,207,0.8355676839649198,0.9468599033816425,0.11129221941672274
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,all,all,4,0.9,1.0,True,2,0.904313530070804,1.0,0.09568646992919605
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R128,0,0.5,0.6,False,1455,0.5435948708665181,0.5910652920962199,0.0474704212297018
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R128,1,0.6,0.7,False,577,0.6434482413278437,0.7642980935875217,0.12084985225967793
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R128,2,0.7,0.8,False,187,0.7419427814929677,0.8877005347593583,0.14575775326639062
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R128,3,0.8,0.9,False,60,0.839341712681325,0.9666666666666667,0.12732495398534172
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R128,4,0.9,1.0,True,1,0.9082801231615567,1.0,0.09171987683844329
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R64,0,0.5,0.6,False,593,0.543313131401559,0.5801011804384486,0.03678804903688959
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R64,1,0.6,0.7,False,340,0.6423228267117652,0.7647058823529411,0.12238305564117591
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R64,2,0.7,0.8,False,157,0.7378354054837529,0.8471337579617835,0.10929835247803055
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R64,3,0.8,0.9,False,56,0.8333590345426863,0.9107142857142857,0.07735525117159936
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R64,4,0.9,1.0,True,1,0.9003469369800512,1.0,0.0996530630199488
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R32,0,0.5,0.6,False,278,0.5475055188048291,0.6079136690647482,0.06040815025991908
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R32,1,0.6,0.7,False,159,0.6478382881320968,0.7547169811320755,0.10687869299997876
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R32,2,0.7,0.8,False,99,0.7459175184279523,0.9292929292929293,0.183375410864977
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R32,3,0.8,0.9,False,40,0.8366115924198316,1.0,0.16338840758016837
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R16,0,0.5,0.6,False,101,0.5495285497640912,0.5742574257425742,0.024728875978483056
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R16,1,0.6,0.7,False,93,0.641211390607229,0.6989247311827957,0.05771334057556676
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R16,2,0.7,0.8,False,65,0.7458083292544472,0.9230769230769231,0.17726859382247595
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,R16,3,0.8,0.9,False,28,0.826033346095244,0.8928571428571429,0.06682379676189887
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,QF,0,0.5,0.6,False,51,0.5481742058416722,0.6666666666666666,0.11849246082499443
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,QF,1,0.6,0.7,False,39,0.6543576869843916,0.717948717948718,0.06359103096432639
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,QF,2,0.7,0.8,False,40,0.7490805374942241,0.75,0.0009194625057759032
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,QF,3,0.8,0.9,False,15,0.839175777200523,1.0,0.16082422279947695
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,SF,0,0.5,0.6,False,24,0.5386816484166519,0.5833333333333334,0.04465168491668148
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,SF,1,0.6,0.7,False,24,0.6446629655760895,0.6666666666666666,0.022003701090577144
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,SF,2,0.7,0.8,False,18,0.7505680066827182,0.8888888888888888,0.13832088220617067
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,SF,3,0.8,0.9,False,6,0.8423427697874445,0.8333333333333334,-0.00900943645411112
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,F,0,0.5,0.6,False,14,0.5607545908434995,0.5714285714285714,0.010673980585071852
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,F,1,0.6,0.7,False,14,0.6391665672708322,0.6428571428571429,0.003690575586310696
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,F,2,0.7,0.8,False,7,0.7631598844112846,0.7142857142857143,-0.04887417012557027
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,round,F,3,0.8,0.9,False,2,0.8494056106379138,1.0,0.15059438936208625
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,1988-1999,0,0.5,0.6,False,849,0.5434218623733326,0.585394581861013,0.04197271948768044
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,1988-1999,1,0.6,0.7,False,388,0.6439454108792532,0.7216494845360825,0.0777040736568293
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,1988-1999,2,0.7,0.8,False,190,0.7466018287555349,0.8789473684210526,0.13234553966551765
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,1988-1999,3,0.8,0.9,False,67,0.8328482112695935,0.9552238805970149,0.12237566932742139
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2000-2009,0,0.5,0.6,False,670,0.5438638086285009,0.6044776119402985,0.060613803311797554
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2000-2009,1,0.6,0.7,False,333,0.6422491255050037,0.7597597597597597,0.11751063425475605
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2000-2009,2,0.7,0.8,False,160,0.7420691028391817,0.90625,0.1641808971608183
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2000-2009,3,0.8,0.9,False,55,0.8351242433990415,0.9272727272727272,0.0921484838736858
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2000-2009,4,0.9,1.0,True,2,0.904313530070804,1.0,0.09568646992919605
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2010-2019,0,0.5,0.6,False,622,0.5466544454832174,0.6045016077170418,0.057847162233824356
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2010-2019,1,0.6,0.7,False,365,0.6459254276935465,0.7835616438356164,0.1376362161420699
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2010-2019,2,0.7,0.8,False,163,0.7406773650037717,0.8588957055214724,0.11821834051770075
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2010-2019,3,0.8,0.9,False,69,0.8413636660450349,0.9420289855072463,0.10066531946221147
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2020-2025,0,0.5,0.6,False,375,0.5434319255758445,0.5573333333333333,0.013901407757488826
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2020-2025,1,0.6,0.7,False,160,0.6422248565824361,0.75,0.10777514341756389
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2020-2025,2,0.7,0.8,False,60,0.7401097487256985,0.8333333333333334,0.09322358460763491
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,era,2020-2025,3,0.8,0.9,False,16,0.8234846301013079,1.0,0.1765153698986921
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1988,0,0.5,0.6,False,58,0.5381756051283385,0.5689655172413793,0.03078991211304083
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1988,1,0.6,0.7,False,32,0.6558357956635937,0.75,0.09416420433640627
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1988,2,0.7,0.8,False,23,0.7424891474334446,0.9130434782608695,0.17055433082742488
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1988,3,0.8,0.9,False,11,0.8337308754723437,0.9090909090909091,0.07536003361856536
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1989,0,0.5,0.6,False,68,0.5427620937312582,0.6323529411764706,0.0895908474452124
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1989,1,0.6,0.7,False,32,0.6513499907172523,0.65625,0.004900009282747697
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1989,2,0.7,0.8,False,13,0.741608436199378,0.9230769230769231,0.18146848687754513
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1989,3,0.8,0.9,False,13,0.8274302824271274,1.0,0.17256971757287265
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1990,0,0.5,0.6,False,79,0.5464916933990491,0.5316455696202531,-0.014846123778796017
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1990,1,0.6,0.7,False,29,0.6403244924953239,0.5862068965517241,-0.05411759594359977
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1990,2,0.7,0.8,False,8,0.7577414171911583,0.875,0.11725858280884172
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1990,3,0.8,0.9,False,10,0.8529676616460466,1.0,0.14703233835395335
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1991,0,0.5,0.6,False,75,0.541407994809451,0.5333333333333333,-0.008074661476117684
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1991,1,0.6,0.7,False,31,0.6444554304827975,0.6451612903225806,0.0007058598397831073
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1991,2,0.7,0.8,False,11,0.7550828204528748,0.9090909090909091,0.15400808863803428
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1991,3,0.8,0.9,False,9,0.8317852172130829,0.7777777777777778,-0.05400743943530506
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1992,0,0.5,0.6,False,72,0.5453014188394687,0.5972222222222222,0.05192080338275351
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1992,1,0.6,0.7,False,35,0.642830198695044,0.8571428571428571,0.2143126584478131
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1992,2,0.7,0.8,False,11,0.7465693126006498,0.8181818181818182,0.07161250558116838
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1992,3,0.8,0.9,False,6,0.8228991678118893,1.0,0.17710083218811068
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1993,0,0.5,0.6,False,77,0.5466424813390169,0.5974025974025974,0.05076011606358044
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1993,1,0.6,0.7,False,27,0.6496626627552571,0.8518518518518519,0.20218918909659478
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1993,2,0.7,0.8,False,18,0.7465308922638254,0.8888888888888888,0.14235799662506343
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1993,3,0.8,0.9,False,2,0.8270615349738732,1.0,0.17293846502612675
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1994,0,0.5,0.6,False,73,0.5431282784308402,0.6301369863013698,0.08700870787052961
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1994,1,0.6,0.7,False,27,0.6378452560421429,0.5925925925925926,-0.04525266344955037
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1994,2,0.7,0.8,False,21,0.7435102621014738,0.8571428571428571,0.11363259504138334
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1994,3,0.8,0.9,False,2,0.8033148094984943,1.0,0.19668519050150568
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1995,0,0.5,0.6,False,69,0.5460895960911283,0.5942028985507246,0.04811330245959633
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1995,1,0.6,0.7,False,34,0.642213058847876,0.7058823529411765,0.06366929409330047
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1995,2,0.7,0.8,False,17,0.7475526787507587,0.8823529411764706,0.13480026242571186
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1995,3,0.8,0.9,False,4,0.8276522301269427,1.0,0.17234776987305733
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1996,0,0.5,0.6,False,69,0.540704474218877,0.6086956521739131,0.06799117795503606
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1996,1,0.6,0.7,False,38,0.6345828142661357,0.631578947368421,-0.003003866897714702
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1996,2,0.7,0.8,False,15,0.7459621612745972,0.6666666666666666,-0.07929549460793062
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1996,3,0.8,0.9,False,4,0.8281976072814226,1.0,0.17180239271857745
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1997,0,0.5,0.6,False,68,0.546384642546554,0.5882352941176471,0.041850651571093134
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1997,1,0.6,0.7,False,32,0.643698810792188,0.84375,0.20005118920781195
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1997,2,0.7,0.8,False,21,0.754239978264698,0.8571428571428571,0.10290287887815908
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1997,3,0.8,0.9,False,2,0.8155928319464567,1.0,0.1844071680535433
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1998,0,0.5,0.6,False,68,0.5392061072652661,0.45588235294117646,-0.08332375432408962
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1998,1,0.6,0.7,False,39,0.6463448015292241,0.7692307692307693,0.12288596770154514
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1998,2,0.7,0.8,False,15,0.7431748190762998,1.0,0.2568251809237002
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1998,3,0.8,0.9,False,1,0.8195178018188822,1.0,0.18048219818111777
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1999,0,0.5,0.6,False,73,0.5432083686433556,0.684931506849315,0.1417231382059594
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1999,1,0.6,0.7,False,32,0.6392617099951562,0.75,0.11073829000484381
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1999,2,0.7,0.8,False,17,0.7423718381416267,0.9411764705882353,0.19880463244660862
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,1999,3,0.8,0.9,False,3,0.8617342569249287,1.0,0.13826574307507133
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,2000,0,0.5,0.6,False,72,0.5398354561076865,0.5555555555555556,0.015720099447869118
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,2000,1,0.6,0.7,False,30,0.6436817372263406,0.7333333333333333,0.08965159610699269
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,2000,2,0.7,0.8,False,15,0.7373903443745414,0.8,0.06260965562545862
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,2000,3,0.8,0.9,False,6,0.8325087362817563,0.8333333333333334,0.0008245970515771139
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,2001,0,0.5,0.6,False,62,0.5439285903003058,0.6774193548387096,0.1334907645384038
slam-upsets-v1,completed_non_retirement,ATP,Wimbledon,surface_elo,year,2001,1,0.6,0.7,False,39,0.6362275735697583,0.717948717948718,0.08172114437895961
