analysis_version,population,tour,slam,model,dimension,group_value,bin_index,bin_lower,bin_upper,bin_upper_inclusive,calibration_matches,mean_favorite_probability,favorite_win_rate,calibration_error
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2015,3,0.8,0.9,False,20,0.8508184548957478,0.7,-0.15081845489574786
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2015,4,0.9,1.0,True,13,0.9348577399883079,0.8461538461538461,-0.08870389383446176
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2016,0,0.5,0.6,False,36,0.5546154386808501,0.5555555555555556,0.0009401168747055211
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2016,1,0.6,0.7,False,35,0.6488093545081921,0.6285714285714286,-0.020237925936763546
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2016,2,0.7,0.8,False,25,0.7500650711165681,0.8,0.049934928883431984
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2016,3,0.8,0.9,False,21,0.8446512886466432,0.9047619047619048,0.060110616115261584
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2016,4,0.9,1.0,True,8,0.9223695535746084,1.0,0.07763044642539163
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2017,0,0.5,0.6,False,39,0.5430822690520467,0.48717948717948717,-0.05590278187255954
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2017,1,0.6,0.7,False,32,0.6520603515308457,0.59375,-0.05831035153084574
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2017,2,0.7,0.8,False,28,0.7549366797445004,0.7857142857142857,0.030777605969785293
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2017,3,0.8,0.9,False,19,0.8474534695041989,0.8421052631578947,-0.005348206346304174
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2017,4,0.9,1.0,True,9,0.9232899188622995,0.8888888888888888,-0.03440102997341066
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2018,0,0.5,0.6,False,30,0.5530190853901154,0.43333333333333335,-0.119685752056782
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2018,1,0.6,0.7,False,33,0.6498880996009488,0.6666666666666666,0.016778567065717787
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2018,2,0.7,0.8,False,30,0.7454124714484686,0.8333333333333334,0.08792086188486481
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2018,3,0.8,0.9,False,30,0.8454658229829558,0.8666666666666667,0.02120084368371089
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2018,4,0.9,1.0,True,3,0.9261858556246931,1.0,0.07381414437530687
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2019,0,0.5,0.6,False,34,0.5527318580230227,0.6470588235294118,0.09432696550638908
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2019,1,0.6,0.7,False,35,0.657538188343122,0.6857142857142857,0.028176097371163666
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2019,2,0.7,0.8,False,26,0.7499288525706115,0.6923076923076923,-0.05762116026291919
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2019,3,0.8,0.9,False,20,0.8612220974018406,0.85,-0.011222097401840658
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2019,4,0.9,1.0,True,10,0.9161878797461191,1.0,0.08381212025388085
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2020,0,0.5,0.6,False,34,0.5503520637091107,0.5294117647058824,-0.020940299003228358
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2020,1,0.6,0.7,False,29,0.6492211053260923,0.7931034482758621,0.14388234294976976
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2020,2,0.7,0.8,False,31,0.7441429352472594,0.7741935483870968,0.030050613139837368
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2020,3,0.8,0.9,False,26,0.8543339911288776,0.7692307692307693,-0.08510322189810837
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2020,4,0.9,1.0,True,6,0.9266595327981256,1.0,0.07334046720187437
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2021,0,0.5,0.6,False,34,0.5467281299172849,0.5882352941176471,0.04150716420036216
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2021,1,0.6,0.7,False,35,0.6459224384545302,0.6571428571428571,0.011220418688326905
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2021,2,0.7,0.8,False,20,0.7529624099120342,0.7,-0.05296240991203427
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2021,3,0.8,0.9,False,29,0.8535054281600836,0.8275862068965517,-0.025919221263531855
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2021,4,0.9,1.0,True,8,0.910592405081638,0.875,-0.03559240508163797
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2022,0,0.5,0.6,False,32,0.5403984705842009,0.4375,-0.10289847058420087
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2022,1,0.6,0.7,False,32,0.6461744369954302,0.65625,0.010075563004569799
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2022,2,0.7,0.8,False,34,0.7486468722766972,0.7058823529411765,-0.04276451933552072
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2022,3,0.8,0.9,False,22,0.8429236330021378,0.8636363636363636,0.02071273063422585
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2022,4,0.9,1.0,True,5,0.9285332635531137,0.8,-0.12853326355311367
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2023,0,0.5,0.6,False,33,0.5448768735005686,0.5151515151515151,-0.029725358349053432
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2023,1,0.6,0.7,False,30,0.6458129836999985,0.6333333333333333,-0.012479650366665207
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2023,2,0.7,0.8,False,30,0.7515378453583795,0.7333333333333333,-0.01820451202504625
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2023,3,0.8,0.9,False,24,0.8523121673513306,0.9166666666666666,0.06435449931533599
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2023,4,0.9,1.0,True,9,0.9201297823402764,0.8888888888888888,-0.031240893451387586
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2024,0,0.5,0.6,False,30,0.5600200071269902,0.5333333333333333,-0.026686673793656857
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2024,1,0.6,0.7,False,30,0.6493625256504164,0.6333333333333333,-0.016029192317083107
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2024,2,0.7,0.8,False,31,0.7570346579204149,0.7741935483870968,0.017158890466681842
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2024,3,0.8,0.9,False,23,0.8492079563838237,0.9130434782608695,0.06383552187704578
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2024,4,0.9,1.0,True,8,0.9350799058500171,1.0,0.0649200941499829
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2025,0,0.5,0.6,False,22,0.5471242195256788,0.45454545454545453,-0.09257876498022427
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2025,1,0.6,0.7,False,38,0.6481733655877822,0.7368421052631579,0.0886687396753757
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2025,2,0.7,0.8,False,27,0.7630578997824962,0.7407407407407407,-0.022317159041755463
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2025,3,0.8,0.9,False,28,0.8410480155203647,0.8571428571428571,0.016094841622492417
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_elo,year,2025,4,0.9,1.0,True,9,0.9313582107074215,0.7777777777777778,-0.15358043292964374
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,all,all,0,0.5,0.6,False,1049,0.5497401885115377,0.5548141086749285,0.00507392016339081
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,all,all,1,0.6,0.7,False,1061,0.6482816841014399,0.6616399622997172,0.013358278198277285
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,all,all,2,0.7,0.8,False,967,0.7483631434717261,0.7445708376421923,-0.0037923058295337153
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,all,all,3,0.8,0.9,False,974,0.8498530615278349,0.8531827515400411,0.0033296900122061768
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,all,all,4,0.9,1.0,True,706,0.943255370699251,0.953257790368272,0.010002419669020934
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R128,0,0.5,0.6,False,631,0.5499666320865317,0.5467511885895404,-0.0032154434969913215
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R128,1,0.6,0.7,False,587,0.6474948058385291,0.6626916524701874,0.015196846631658212
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R128,2,0.7,0.8,False,506,0.747239811423485,0.741106719367589,-0.006133092055895961
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R128,3,0.8,0.9,False,416,0.8487749377873991,0.875,0.026225062212600903
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R128,4,0.9,1.0,True,260,0.9415088396381001,0.9576923076923077,0.016183468054207673
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R64,0,0.5,0.6,False,199,0.5494473065905531,0.5728643216080402,0.023417015017487164
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R64,1,0.6,0.7,False,254,0.6500667737864632,0.6811023622047244,0.031035588418261262
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R64,2,0.7,0.8,False,245,0.749430829073889,0.7428571428571429,-0.006573686216746144
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R64,3,0.8,0.9,False,277,0.8501141796135067,0.8483754512635379,-0.0017387283499687989
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R64,4,0.9,1.0,True,221,0.9428332839730182,0.9592760180995475,0.0164427341265293
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R32,0,0.5,0.6,False,99,0.5481867142245965,0.5555555555555556,0.007368841330959053
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R32,1,0.6,0.7,False,111,0.6503040483889054,0.6576576576576577,0.007353609268752281
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R32,2,0.7,0.8,False,109,0.752693422751268,0.7981651376146789,0.04547171486341084
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R32,3,0.8,0.9,False,147,0.8519501060456014,0.8163265306122449,-0.03562357543335648
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R32,4,0.9,1.0,True,132,0.9473098444503234,0.946969696969697,-0.0003401474806263849
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R16,0,0.5,0.6,False,60,0.5548093255285227,0.5166666666666667,-0.03814265886185597
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R16,1,0.6,0.7,False,60,0.643860539061545,0.5666666666666667,-0.0771938723948783
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R16,2,0.7,0.8,False,52,0.7467124376363277,0.6538461538461539,-0.09286628379017381
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R16,3,0.8,0.9,False,69,0.8492192478402123,0.855072463768116,0.0058532159279036655
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,R16,4,0.9,1.0,True,61,0.9458862502824975,0.9508196721311475,0.004933421848649977
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,QF,0,0.5,0.6,False,33,0.5415893940232385,0.6060606060606061,0.06447121203736761
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,QF,1,0.6,0.7,False,21,0.6467333529565549,0.6666666666666666,0.019933313710111755
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,QF,2,0.7,0.8,False,35,0.7471069410173664,0.6857142857142857,-0.06139265530308069
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,QF,3,0.8,0.9,False,39,0.857202050591138,0.8717948717948718,0.014592821203733841
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,QF,4,0.9,1.0,True,21,0.9392787991063174,0.9523809523809523,0.013102153274634931
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,SF,0,0.5,0.6,False,17,0.5587534438830551,0.7647058823529411,0.20595243846988598
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,SF,1,0.6,0.7,False,13,0.6463558758186869,0.6923076923076923,0.04595181648900537
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,SF,2,0.7,0.8,False,15,0.7487922519462404,0.8666666666666667,0.11787441472042626
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,SF,3,0.8,0.9,False,21,0.8452484924901523,0.7619047619047619,-0.08334373058539046
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,SF,4,0.9,1.0,True,8,0.9346111274877165,0.875,-0.059611127487716464
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,F,0,0.5,0.6,False,10,0.5378196101756229,0.4,-0.13781961017562283
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,F,1,0.6,0.7,False,15,0.6554031166705143,0.6666666666666666,0.011263549996152311
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,F,2,0.7,0.8,False,5,0.740001096398849,1.0,0.25999890360115097
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,F,3,0.8,0.9,False,5,0.8341976101172316,0.6,-0.2341976101172316
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,round,F,4,0.9,1.0,True,3,0.9447110379729118,0.6666666666666666,-0.27804437130624515
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,1988-1999,0,0.5,0.6,False,321,0.5515016914849931,0.5607476635514018,0.009245972066408759
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,1988-1999,1,0.6,0.7,False,307,0.6474627902621277,0.6514657980456026,0.004003007783474843
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,1988-1999,2,0.7,0.8,False,289,0.7486561780682524,0.726643598615917,-0.022012579452335368
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,1988-1999,3,0.8,0.9,False,304,0.852572261554795,0.8782894736842105,0.025717212129415468
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,1988-1999,4,0.9,1.0,True,281,0.9490885435337038,0.9608540925266904,0.011765548992986652
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2000-2009,0,0.5,0.6,False,265,0.5465238584047575,0.5773584905660377,0.03083463216128024
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2000-2009,1,0.6,0.7,False,269,0.6483438127373924,0.6579925650557621,0.009648752318369702
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2000-2009,2,0.7,0.8,False,250,0.7504606740790495,0.776,0.02553932592095054
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2000-2009,3,0.8,0.9,False,229,0.8480441099084192,0.8864628820960698,0.03841877218765066
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2000-2009,4,0.9,1.0,True,246,0.9440793794378526,0.9552845528455285,0.011205173407675906
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2010-2019,0,0.5,0.6,False,281,0.5492760760513159,0.5231316725978647,-0.026144403453451148
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2010-2019,1,0.6,0.7,False,306,0.647861881873738,0.6699346405228758,0.022072758649137714
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2010-2019,2,0.7,0.8,False,258,0.7469550648411837,0.7131782945736435,-0.033776770267540224
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2010-2019,3,0.8,0.9,False,271,0.8478682608306761,0.8191881918819188,-0.028680068948757298
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2010-2019,4,0.9,1.0,True,131,0.936007288224104,0.9389312977099237,0.002924009485819723
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2020-2025,0,0.5,0.6,False,182,0.5520330490892293,0.5604395604395604,0.008406511350331103
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2020-2025,1,0.6,0.7,False,179,0.6503104398962691,0.6703910614525139,0.020080621556244793
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2020-2025,2,0.7,0.8,False,170,0.7469173472155671,0.7764705882352941,0.029553241019727006
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2020-2025,3,0.8,0.9,False,170,0.8505912621253657,0.8176470588235294,-0.03294420330183634
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,era,2020-2025,4,0.9,1.0,True,48,0.9246651850339808,0.9375,0.012834814966019237
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1988,0,0.5,0.6,False,30,0.5517299950421332,0.5333333333333333,-0.018396661708799833
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1988,1,0.6,0.7,False,26,0.6424409818437097,0.7307692307692307,0.08832824892552105
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1988,2,0.7,0.8,False,21,0.7521555442326091,0.9047619047619048,0.15260636052929566
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1988,3,0.8,0.9,False,21,0.8512536921054923,0.8571428571428571,0.0058891650373648075
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1988,4,0.9,1.0,True,27,0.9553756431936734,0.8888888888888888,-0.06648675430478457
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1989,0,0.5,0.6,False,28,0.545060706520329,0.6785714285714286,0.1335107220510996
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1989,1,0.6,0.7,False,31,0.645853091300008,0.7096774193548387,0.06382432805483074
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1989,2,0.7,0.8,False,20,0.7496482570471729,0.8,0.05035174295282718
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1989,3,0.8,0.9,False,29,0.8559198729687246,0.8620689655172413,0.006149092548516699
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1989,4,0.9,1.0,True,17,0.9621548318316036,1.0,0.03784516816839645
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1990,0,0.5,0.6,False,22,0.5554844334658615,0.5,-0.055484433465861516
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1990,1,0.6,0.7,False,32,0.6454675600610014,0.65625,0.010782439938998634
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1990,2,0.7,0.8,False,27,0.7405532428028588,0.8518518518518519,0.11129860904899302
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1990,3,0.8,0.9,False,17,0.8500857866712882,0.8823529411764706,0.03226715450518236
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1990,4,0.9,1.0,True,27,0.9420137594193042,0.9259259259259259,-0.01608783349337828
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1991,0,0.5,0.6,False,24,0.5463791812542439,0.375,-0.1713791812542439
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1991,1,0.6,0.7,False,25,0.6386915269086502,0.56,-0.07869152690865011
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1991,2,0.7,0.8,False,25,0.746685003863297,0.8,0.0533149961367031
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1991,3,0.8,0.9,False,24,0.8521618727031047,0.8333333333333334,-0.018828539369771358
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1991,4,0.9,1.0,True,27,0.9549131099125311,1.0,0.04508689008746891
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1992,0,0.5,0.6,False,18,0.5569386998897078,0.6111111111111112,0.05417241122140337
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1992,1,0.6,0.7,False,24,0.6512508006285335,0.5833333333333334,-0.0679174672952001
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1992,2,0.7,0.8,False,28,0.7459300496634421,0.5714285714285714,-0.17450147823487072
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1992,3,0.8,0.9,False,33,0.8399521686977987,0.8787878787878788,0.03883571009008013
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1992,4,0.9,1.0,True,23,0.9565760507510283,0.9565217391304348,-5.431162059343908e-05
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1993,0,0.5,0.6,False,33,0.5635663334449231,0.48484848484848486,-0.07871784859643827
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1993,1,0.6,0.7,False,24,0.6558257649260958,0.5,-0.1558257649260958
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1993,2,0.7,0.8,False,17,0.7428033660437223,0.6470588235294118,-0.09574454251431053
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1993,3,0.8,0.9,False,29,0.8565465658969513,0.9310344827586207,0.07448791686166933
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1993,4,0.9,1.0,True,22,0.9479912307427426,0.9545454545454546,0.006554223802711978
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1994,0,0.5,0.6,False,21,0.5457808666031746,0.5238095238095238,-0.02197134279365076
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1994,1,0.6,0.7,False,26,0.6498905426027081,0.6923076923076923,0.042417149704984225
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1994,2,0.7,0.8,False,29,0.7479356485176095,0.6896551724137931,-0.05828047610381637
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1994,3,0.8,0.9,False,30,0.8436507807322324,0.8666666666666667,0.023015885934434266
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1994,4,0.9,1.0,True,19,0.9472111412703917,1.0,0.05278885872960826
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1995,0,0.5,0.6,False,24,0.5493522914624759,0.5,-0.049352291462475883
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1995,1,0.6,0.7,False,24,0.6436062732978194,0.5833333333333334,-0.060272939964486016
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1995,2,0.7,0.8,False,30,0.7470266659098144,0.7333333333333333,-0.013693332576481088
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1995,3,0.8,0.9,False,20,0.8597052964027885,0.85,-0.0097052964027885
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1995,4,0.9,1.0,True,29,0.9450495638375243,1.0,0.054950436162475746
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1996,0,0.5,0.6,False,30,0.5472819690882182,0.6,0.05271803091178173
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1996,1,0.6,0.7,False,15,0.6516204355156767,0.6666666666666666,0.015046231150989908
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1996,2,0.7,0.8,False,29,0.7557705701317659,0.5862068965517241,-0.16956367358004176
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1996,3,0.8,0.9,False,28,0.8491382072448441,0.8214285714285714,-0.027709635816272726
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1996,4,0.9,1.0,True,23,0.9520217302681077,0.8695652173913043,-0.08245651287680333
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1997,0,0.5,0.6,False,38,0.5499842373067034,0.5789473684210527,0.028963131114349228
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1997,1,0.6,0.7,False,24,0.6475437453829286,0.7083333333333334,0.06078958795040479
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1997,2,0.7,0.8,False,19,0.7538074501525569,0.631578947368421,-0.12222850278413588
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1997,3,0.8,0.9,False,20,0.8652721251539146,0.8,-0.06527212515391456
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1997,4,0.9,1.0,True,24,0.9424528723696176,0.9583333333333334,0.01588046096371576
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1998,0,0.5,0.6,False,30,0.5570433379500874,0.6,0.04295666204991255
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1998,1,0.6,0.7,False,21,0.6599752908749528,0.6666666666666666,0.0066913757917138605
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1998,2,0.7,0.8,False,22,0.7482830395409912,0.7727272727272727,0.024444233186281528
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1998,3,0.8,0.9,False,23,0.8562208262504284,0.9130434782608695,0.05682265201044112
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1998,4,0.9,1.0,True,28,0.9406294690770615,1.0,0.059370530922938536
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1999,0,0.5,0.6,False,23,0.547264627053547,0.7391304347826086,0.1918658077290617
slam-upsets-v1,completed_non_retirement,WTA,US Open,surface_adjusted_elo,year,1999,1,0.6,0.7,False,35,0.6438724396325595,0.7142857142857143,0.07041327465315483
