analysis_version,sample,variant_label,parameter_mode,tour,slam,start_year,end_year,score_matches,upset_matches,calibration_matches,expected_upsets,actual_upsets,excess_upsets,expected_per_100,actual_per_100,excess_per_100,standardized_excess,brier_score,log_loss,score_tournament_editions,upset_tournament_editions,calibration_tournament_editions,expected_per_100_ci_lower,expected_per_100_ci_upper,actual_per_100_ci_lower,actual_per_100_ci_upper,excess_per_100_ci_lower,excess_per_100_ci_upper,standardized_excess_ci_lower,standardized_excess_ci_upper,brier_score_ci_lower,brier_score_ci_upper,log_loss_ci_lower,log_loss_ci_upper,underdog_flips,ties_created,ties_removed,bootstrap_unit,bootstrap_replicates,bootstrap_seed
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_keep_one,fixed_primary,ATP,US Open,1988,2025,4589,4587,4587,1454.5197364021526,1245,-209.5197364021526,31.709608380251858,27.141922825376064,-4.567685554875792,-6.887220939202429,0.18130839346803557,0.5394910114237361,38,38,38,31.126205275218705,32.22652919016643,25.774580026208437,28.54355630543407,-5.785652496846736,-3.25586041272024,-8.729914661090957,-4.911337684048473,0.17641411027438908,0.18609021437988826,0.5284093919873428,0.5503297520895591,0,0,0,tour-Slam tournament edition,2000,8731260497661997684
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_keep_one,fixed_primary,ATP,Wimbledon,1988,2025,4562,4562,4562,1510.3765273824895,1311,-199.37652738248948,33.10777131482879,28.737395879000438,-4.370375435828353,-6.46537889215968,0.18937258617483788,0.5597962020215294,37,37,37,32.555125087135515,33.63385184243163,27.35632911856077,30.1120484195973,-5.527132073091998,-3.2543088822063875,-8.18297236646508,-4.803468409383142,0.183971796855234,0.19457866231419688,0.5474936491749223,0.5717149316086355,0,0,0,tour-Slam tournament edition,2000,14774935320719795701
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_keep_one,fixed_primary,WTA,Australian Open,1988,2025,4763,4763,4763,1276.9938911010972,1319,42.00610889890277,26.810705250915333,27.692630694940163,0.8819254440248324,1.448179667046686,0.18223682000717928,0.5379307449627219,38,38,38,26.325626748535477,27.29364640698312,26.367811293563914,29.012673077839157,-0.4888276553623815,2.2152775736746912,-0.8022734497658293,3.6508125468372183,0.1767933124532351,0.18808163823872742,0.5245657219127733,0.5521891551943093,0,0,0,tour-Slam tournament edition,2000,12950776318392470070
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_keep_one,fixed_primary,WTA,Roland Garros,1988,2025,4755,4755,4755,1314.1417460521704,1370,55.85825394782955,27.637050390161313,28.811777076761306,1.1747266865999906,1.9023005181435675,0.18527423799627774,0.547568331919349,38,38,38,27.109564468851012,28.174451862214013,27.21739954733318,30.394470323747434,-0.2220451510950363,2.6658283443970787,-0.3609712849982465,4.322030035372694,0.17827691908318086,0.19247823580446316,0.5303058841470703,0.5653906610610072,2,0,0,tour-Slam tournament edition,2000,11179328278487747456
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_keep_one,fixed_primary,WTA,US Open,1988,2025,4758,4757,4757,1275.191130191619,1248,-27.191130191619095,26.806624557318038,26.235022072734914,-0.5716024845831216,-0.9371140254442862,0.17454201219586413,0.5204212672020584,38,38,38,26.23748374736555,27.429350952832902,24.947544009673727,27.573233370172847,-1.8130575672562361,0.6168321478985481,-2.96741774246679,1.0115642117122006,0.16871531767342582,0.18052166304608877,0.5051994367484406,0.5361727454028451,1,0,0,tour-Slam tournament edition,2000,8993874004256924746
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_keep_one,fixed_primary,WTA,Wimbledon,1988,2025,4635,4635,4635,1327.8743983892898,1304,-23.87439838928981,28.648854334181014,28.13376483279396,-0.5150895013870509,-0.8113084556896621,0.18303715775577314,0.542783010541973,37,37,37,28.0054509356641,29.24134663443727,26.50279840267284,29.781831003385705,-1.9449992121824378,0.9612703663101492,-3.0583039127662115,1.5072306729388063,0.1756092234672747,0.19042058110523913,0.5247268437900344,0.5610639791663838,1,0,0,tour-Slam tournament edition,2000,149025708503736725
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_skip_all,fixed_primary,ATP,Australian Open,1988,2025,4639,4639,4639,1463.0246310381415,1295,-168.02463103814148,31.537500130160414,27.915499029963353,-3.6220011001970573,-5.502080304430247,0.17963200677239374,0.5353601988849681,38,38,38,31.03902098483772,32.07184084638983,26.48204031480994,29.305135951661633,-4.858626111010869,-2.4630743765815075,-7.393149733149257,-3.7395659046536887,0.1745729999181149,0.18449087033594047,0.5238684035695695,0.5468649234464126,0,0,0,tour-Slam tournament edition,2000,4170896404714230825
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_skip_all,fixed_primary,ATP,Roland Garros,1988,2025,4663,4661,4661,1485.3166481052938,1324,-161.31664810529378,31.86690942083874,28.405921476078092,-3.4609879447606473,-5.2422056340581795,0.18514845459761184,0.5484890562034848,38,38,38,31.315671062858872,32.387228112773116,26.598241235829438,30.27519867810213,-5.052376766295592,-1.8161907360144744,-7.664328122087981,-2.746197705191482,0.17839616440750472,0.19197197303763158,0.532918352134998,0.5641231108593504,0,0,0,tour-Slam tournament edition,2000,848188134934870564
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_skip_all,fixed_primary,ATP,US Open,1988,2025,4589,4587,4587,1454.5197383406864,1245,-209.51973834068644,31.70960842251333,27.141922825376064,-4.567685597137268,-6.887221006774554,0.18130843764706395,0.5394910983256775,38,38,38,31.13808679936899,32.280220024007434,25.75395075791936,28.47834986278919,-5.832026281359016,-3.319527461275695,-8.779718116060529,-5.008889317217441,0.176290954602168,0.18614619091647944,0.527923409257511,0.5505461806561242,0,0,0,tour-Slam tournament edition,2000,13089397463139103308
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_skip_all,fixed_primary,ATP,Wimbledon,1988,2025,4562,4562,4562,1510.376970972008,1311,-199.37697097200794,33.10778103840438,28.737395879000438,-4.370385159403944,-6.465392863353436,0.18937258773748283,0.5597962083009678,37,37,37,32.58333563928286,33.65147150530138,27.39838023373873,30.102974897633032,-5.571498610156092,-3.177797398203716,-8.226935316771316,-4.696413331588723,0.18420877043924308,0.1946129141776399,0.548184655369332,0.5718526599393381,0,0,0,tour-Slam tournament edition,2000,9992385132774704817
