analysis_version,sample,variant_label,parameter_mode,tour,slam,start_year,end_year,score_matches,upset_matches,calibration_matches,expected_upsets,actual_upsets,excess_upsets,expected_per_100,actual_per_100,excess_per_100,standardized_excess,brier_score,log_loss,score_tournament_editions,upset_tournament_editions,calibration_tournament_editions,expected_per_100_ci_lower,expected_per_100_ci_upper,actual_per_100_ci_lower,actual_per_100_ci_upper,excess_per_100_ci_lower,excess_per_100_ci_upper,standardized_excess_ci_lower,standardized_excess_ci_upper,brier_score_ci_lower,brier_score_ci_upper,log_loss_ci_lower,log_loss_ci_upper,underdog_flips,ties_created,ties_removed,bootstrap_unit,bootstrap_replicates,bootstrap_seed
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_skip_all,fixed_primary,WTA,Australian Open,1988,2025,4763,4763,4763,1277.016032859547,1319,41.98396714045293,26.81117012092268,27.692630694940163,0.8814605740174876,1.447413507732888,0.18224807760816739,0.5379549297024685,38,38,38,26.332762094377173,27.295365304229787,26.427184081494676,29.05621529792504,-0.3547153985374795,2.279806498938456,-0.583217614836023,3.7551428937656683,0.1767921994264355,0.18820720032623334,0.5242268903416163,0.5524892795855081,2,0,0,tour-Slam tournament edition,2000,8073777094174780699
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_skip_all,fixed_primary,WTA,Roland Garros,1988,2025,4755,4755,4755,1314.2315438941455,1369,54.76845610585451,27.638938883157635,28.790746582544692,1.151807699387056,1.8651606487004257,0.18526220330325482,0.5475358523483009,38,38,38,27.13508065784639,28.168545728362897,27.144804853845276,30.47517500267641,-0.26466546450970674,2.6841324996074176,-0.4315136499777733,4.339032190753954,0.1779793996467993,0.19237290418545608,0.5298812844350458,0.5655344374047199,3,0,0,tour-Slam tournament edition,2000,17281319425614274044
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_skip_all,fixed_primary,WTA,US Open,1988,2025,4758,4757,4757,1275.2094481107447,1248,-27.209448110744688,26.80700963024479,26.235022072734914,-0.5719875575098736,-0.9377427502628237,0.1745558657057933,0.520450252868319,38,38,38,26.25593679121618,27.408726505412943,24.963066299074836,27.477909741656386,-1.7734417978215893,0.5530481405000491,-2.8880817469410878,0.908441942544363,0.16892994999510139,0.18034538614933068,0.5054521101644763,0.5354600938512633,3,0,0,tour-Slam tournament edition,2000,10612918581887203357
rating-history-sensitivities-v1,full_primary_1988_2025,probable_duplicates_skip_all,fixed_primary,WTA,Wimbledon,1988,2025,4635,4635,4635,1327.728690300554,1303,-24.728690300554035,28.6457106860961,28.112189859762676,-0.5335208263334205,-0.8403522446152324,0.18307593022900556,0.5428720004575143,37,37,37,28.030747803734812,29.245002174382037,26.510064929866175,29.663271822302708,-1.9169468944895893,0.8500801604650167,-3.0257094008449275,1.342013419669369,0.17592031038975503,0.19021253966104446,0.5249337305998117,0.5606085411152352,2,0,0,tour-Slam tournament edition,2000,13789160814281265686
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_full_update,fixed_primary,ATP,Australian Open,1988,2025,4639,4639,4639,1463.0245870568626,1295,-168.02458705686263,31.537499182083696,27.915499029963353,-3.622000152120341,-5.502078911998032,0.17963200005246546,0.5353601835677397,38,38,38,31.036290552617213,32.05532090312031,26.490113538413638,29.290431456847337,-4.837181385651013,-2.4170113632444763,-7.344699567546128,-3.6764123149990833,0.1745689666657411,0.1844400771886592,0.5238291453100148,0.54668067027369,0,0,0,tour-Slam tournament edition,2000,16313099567320323065
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_full_update,fixed_primary,ATP,Roland Garros,1988,2025,4663,4661,4661,1485.3165366861447,1324,-161.31653668614467,31.866907030382848,28.405921476078092,-3.460985554304756,-5.242202196631322,0.18514838364425565,0.5484888766186106,38,38,38,31.345080366144444,32.353107930885024,26.660897452033808,30.18956221427152,-5.01258990676214,-1.8568922789791469,-7.6237612767853955,-2.8085951051418054,0.17867241346248228,0.19173216385284933,0.5332656454081545,0.5638021954108985,0,0,0,tour-Slam tournament edition,2000,8338682506166461383
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_full_update,fixed_primary,ATP,US Open,1988,2025,4589,4587,4587,1454.5197143299056,1245,-209.51971432990558,31.70960789906051,27.141922825376064,-4.567685073684447,-6.887220232030537,0.1813084172994686,0.5394910492960932,38,38,38,31.145025574969566,32.251189307049664,25.7818027481564,28.474516838538822,-5.852250438302116,-3.3460649136798897,-8.828250830432916,-5.045732708857774,0.17641534681374352,0.18573885428275602,0.5284006657933185,0.5495351500287565,0,0,0,tour-Slam tournament edition,2000,11627594497013586631
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_full_update,fixed_primary,ATP,Wimbledon,1988,2025,4562,4562,4562,1510.3769256381859,1311,-199.37692563818587,33.10778004467746,28.737395879000438,-4.370384165677025,-6.465391451150045,0.18937259953551103,0.5597962414808608,37,37,37,32.57545514329071,33.622505640551694,27.41002434704089,30.08094952540805,-5.538904508919908,-3.239953151510491,-8.167484423361554,-4.789385609761349,0.18411746156657455,0.1946257669392979,0.5478586838433074,0.5717023840184353,0,0,0,tour-Slam tournament edition,2000,14435803912510505080
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_full_update,fixed_primary,WTA,Australian Open,1988,2025,4763,4763,4763,1276.9253429583873,1319,42.07465704161268,26.80926607092982,27.692630694940163,0.883364624010344,1.4505554652663804,0.18222832044415155,0.5379122319656582,38,38,38,26.335055004327483,27.302977551621435,26.38417682419268,29.0146913379734,-0.43514802735898106,2.2187175016445932,-0.7126131509974886,3.645943157302504,0.17652596975079357,0.18812460196160627,0.5237884082625128,0.5525946021065967,0,0,0,tour-Slam tournament edition,2000,6953294460579987168
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_full_update,fixed_primary,WTA,Roland Garros,1988,2025,4755,4755,4755,1314.0775832556035,1372,57.922416744396514,27.635701014839192,28.853838065194534,1.2181370503553421,1.9726705438761434,0.185294077317051,0.5476287473128981,38,38,38,27.129693005611795,28.15867661239194,27.217314991003814,30.52482221702408,-0.24024622095215997,2.7072814941037326,-0.3895941495884517,4.372467902380176,0.1777940934736087,0.19267136345264446,0.5293822688179599,0.5662800524321866,0,0,0,tour-Slam tournament edition,2000,5746023995853786662
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_full_update,fixed_primary,WTA,US Open,1988,2025,4758,4757,4757,1275.1333420408205,1249,-26.13334204082048,26.80540975490478,26.256043725036786,-0.5493660298679941,-0.9006686267306117,0.1745314131732147,0.5203984405158423,38,38,38,26.240649571242013,27.35800849272919,24.873652146412766,27.50388512390623,-1.8526984200179515,0.5925721741068711,-3.0407228379809075,0.9715127193215245,0.1685815513108914,0.18032112137028078,0.5049236750556092,0.5355732623756956,0,0,0,tour-Slam tournament edition,2000,13578643463428159750
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_full_update,fixed_primary,WTA,Wimbledon,1988,2025,4635,4635,4635,1327.8703275358419,1303,-24.870327535841852,28.64876650562766,28.112189859762676,-0.5365766458649807,-0.8451527938291142,0.18300211591896035,0.5427090161284726,37,37,37,28.02349103689531,29.248320424997686,26.52882154309375,29.743307519793987,-1.9200346005029358,0.936247282275973,-3.0239105405156925,1.4743132671941555,0.1760388076671286,0.19044462635119602,0.5255113945463992,0.5605677361272191,0,0,0,tour-Slam tournament edition,2000,8400645175487737904
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_half_result_delta,fixed_primary,ATP,Australian Open,1988,2025,4639,4639,4639,1460.3637816338933,1304,-156.36378163389327,31.480141876134798,28.109506359129124,-3.370635517005675,-5.12335374663832,0.17967647296944836,0.53539070205514,38,38,38,30.950589508980944,32.00774449164986,26.63467446004378,29.411796209486365,-4.5819784587865255,-2.27092138115155,-7.003671793105409,-3.442547914124321,0.1746178652751731,0.1842071927598358,0.5236238497719815,0.5456949451030823,45,0,0,tour-Slam tournament edition,2000,4051409108298306001
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_half_result_delta,fixed_primary,ATP,Roland Garros,1988,2025,4663,4661,4661,1482.7740265951938,1320,-162.77402659519385,31.81235843370937,28.32010298219266,-3.4922554515167095,-5.292510186656674,0.18522854353576323,0.5486406343232182,38,38,38,31.272942648776073,32.327839439472534,26.59470294862172,30.03213666478071,-5.02182032319816,-1.9202694807250902,-7.625920408008977,-2.909513355161903,0.17850343217127532,0.19207565336478039,0.5331068909203839,0.5646679409644968,50,0,0,tour-Slam tournament edition,2000,16848687056540507200
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_half_result_delta,fixed_primary,ATP,US Open,1988,2025,4589,4587,4587,1451.0751905219088,1237,-214.07519052190878,31.634514726878326,26.96751689557445,-4.666997831303876,-7.042418055530012,0.181394026997157,0.5396287752097636,38,38,38,31.08421965634604,32.208821382395776,25.71735247234099,28.254833243106077,-5.859495966965296,-3.4615473751242596,-8.855936925563906,-5.2435736975840355,0.1767702666343538,0.1862858534686349,0.5290032059478348,0.5509556391479604,46,0,0,tour-Slam tournament edition,2000,15266386969920669053
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_half_result_delta,fixed_primary,ATP,Wimbledon,1988,2025,4562,4562,4562,1508.0194938950044,1316,-192.01949389500442,33.05610464478308,28.846996931170537,-4.209107713612547,-6.23040243573226,0.18924063732536234,0.5594573143410366,37,37,37,32.498963565048435,33.60285835451003,27.614214919076687,30.133497877209965,-5.2647992721650585,-3.123842206375323,-7.791030758872788,-4.639188341332231,0.18402704574093168,0.19448575853370814,0.5473912334839288,0.5714484398883865,49,0,0,tour-Slam tournament edition,2000,10070057234905869347
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_half_result_delta,fixed_primary,WTA,Australian Open,1988,2025,4763,4763,4763,1270.9492213429055,1325,54.0507786570945,26.68379637503476,27.818601721604033,1.1348053465692736,1.8668209480023232,0.18244233284644615,0.5383982772130282,38,38,38,26.178692295678125,27.18885462668982,26.5210845085152,29.199897322554953,-0.1522354460782144,2.5287808997995764,-0.2505734756272818,4.1617468559327655,0.1769833598000941,0.1888336347310807,0.5246520808596484,0.554066875861413,44,0,0,tour-Slam tournament edition,2000,13160228704881264482
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_half_result_delta,fixed_primary,WTA,Roland Garros,1988,2025,4755,4755,4755,1310.3663488479149,1371,60.63365115208512,27.557651921091797,28.83280757097792,1.2751556498861225,2.06750982843378,0.18557421932482457,0.5483049456888976,38,38,38,27.028908116578076,28.109240035893684,27.266906956024414,30.402723760765053,-0.1281468479013336,2.6668069780418353,-0.20737993739829186,4.3245292056201485,0.17841663830278234,0.19281305497298531,0.530356958459737,0.5661378479632857,53,0,0,tour-Slam tournament edition,2000,2411189683119338287
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_half_result_delta,fixed_primary,WTA,US Open,1988,2025,4758,4757,4757,1270.6711071131856,1256,-14.671107113185599,26.711606203766777,26.40319529114988,-0.30841091261689296,-0.506436762896292,0.17471839231904174,0.5207768575015256,38,38,38,26.146742945057913,27.354539887268718,25.17364765312566,27.58272453389353,-1.4746924555493215,0.8084108906953834,-2.4224121504533396,1.3309860686493804,0.16879653715145165,0.18043607783851473,0.5049921982228741,0.5358553987280973,45,0,0,tour-Slam tournament edition,2000,1300520298688020989
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_half_result_delta,fixed_primary,WTA,Wimbledon,1988,2025,4635,4635,4635,1323.9372621033503,1303,-20.93726210335035,28.56391072499138,28.112189859762676,-0.4517208652287023,-0.7124132977618572,0.1830570889813096,0.542829134041758,37,37,37,27.951564227153455,29.2000073198397,26.55302951414716,29.701702208733547,-1.903460812692678,0.9889531122442684,-3.0018048773601205,1.559168624131535,0.17607446301431143,0.19013399638950068,0.5255830833150634,0.5601164837372664,44,0,0,tour-Slam tournament edition,2000,7060239982818415577
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,fixed_primary,ATP,Australian Open,1988,2025,4639,4639,4639,1456.541568413334,1296,-160.54156841333406,31.39774883408782,27.937055399870662,-3.4606934342171605,-5.264927942523676,0.17985310845043448,0.5356946502580572,38,38,38,30.870863805167723,31.93874335294792,26.50273389596906,29.269960662294512,-4.625940668216182,-2.261969727831302,-7.041252289069607,-3.434301163184229,0.17488665119694397,0.18469774810488954,0.5243468497685395,0.5469233285390891,91,0,0,tour-Slam tournament edition,2000,13801278363178060381
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,fixed_primary,ATP,Roland Garros,1988,2025,4663,4661,4661,1479.3681332963536,1319,-160.36813329635356,31.73928627539913,28.2986483587213,-3.440637916677828,-5.218585469180542,0.1854275437945733,0.5490460003507116,38,38,38,31.161662326672865,32.244127818040454,26.53300620364239,30.07755760595331,-5.030787151512041,-1.8098995767588595,-7.639134658959461,-2.738514361030101,0.17847583789419105,0.19221926129051492,0.5329962744146043,0.5649935978019613,85,0,0,tour-Slam tournament edition,2000,9693904565460595061
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,fixed_primary,ATP,US Open,1988,2025,4589,4587,4587,1446.6560382269708,1236,-210.65603822697085,31.53817393126163,26.94571615434925,-4.592457776912379,-6.937249989679724,0.18159214607502697,0.5400076863585375,38,38,38,30.96740138464883,32.10317116006479,25.668876548257852,28.226966912641593,-5.829102731270588,-3.3834268674827856,-8.75865494815655,-5.108879991713326,0.17681329128450285,0.18617172851265149,0.5290057238221142,0.5507403987635582,87,0,0,tour-Slam tournament edition,2000,6737047726006470882
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,fixed_primary,ATP,Wimbledon,1988,2025,4562,4562,4562,1504.6602574784877,1303,-201.66025747848767,32.98246947563541,28.562034195528277,-4.420435280107139,-6.548531370422424,0.1892034083657838,0.5593142583790333,37,37,37,32.43513576412403,33.52874012786948,27.32033327013672,29.786117870750726,-5.513973313816385,-3.397158167862441,-8.188363440570505,-5.017719655809956,0.18415590730371628,0.19436793769123342,0.5477851462128126,0.5711544064332805,90,0,0,tour-Slam tournament edition,2000,5480346223059856121
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,fixed_primary,WTA,Australian Open,1988,2025,4763,4763,4763,1263.8523428570047,1318,54.147657142995286,26.53479619687182,27.67163552382952,1.1368393269577008,1.8742885188604683,0.18280735845004448,0.5392817347502245,38,38,38,26.033769690927578,27.016363572086423,26.413111998318975,28.95034385762947,-0.14417043982768438,2.3802306803419957,-0.23796099955231026,3.9236801540794555,0.17722505571328864,0.18889922890861388,0.5250966615875261,0.5543660271453756,81,0,0,tour-Slam tournament edition,2000,3522007336793449834
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,fixed_primary,WTA,Roland Garros,1988,2025,4755,4755,4755,1305.0838775662637,1368,62.91612243373629,27.4465589393536,28.769716088328078,1.3231571489744751,2.148767266127532,0.1860036272866643,0.5493678855695598,38,38,38,26.928823111943746,27.981753595118562,27.16351589355827,30.34419022578958,-0.09497035404626303,2.7360406631873904,-0.15487614445252545,4.452424171739196,0.17889105372960032,0.19290408032821593,0.5312931920410122,0.5666213946338998,96,0,0,tour-Slam tournament edition,2000,14768073559911246195
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,fixed_primary,WTA,US Open,1988,2025,4758,4757,4757,1264.8174559536756,1257,-7.817455953675562,26.588552784395112,26.424216943451754,-0.16433584094335846,-0.270392634910095,0.17506137049673706,0.5215399372668661,38,38,38,26.02515125021343,27.160695202616502,25.23696692674503,27.576274502455753,-1.2374944820573226,0.9526880050525011,-2.036814946715878,1.5667962262045656,0.1690859102661106,0.18098289342334406,0.5059465138009266,0.5371649320400345,98,0,0,tour-Slam tournament edition,2000,3427470326422414598
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,fixed_primary,WTA,Wimbledon,1988,2025,4635,4635,4635,1318.979670397716,1295,-23.979670397716063,28.456950817642205,27.939590075512406,-0.5173607421297964,-0.8172583992351082,0.18322833223391627,0.5432390324524493,37,37,37,27.851672971882262,29.059175761921505,26.223856567260782,29.582013385169265,-2.045246088968127,0.9986623748798049,-3.2420109207811727,1.5700176455860118,0.1758022445201608,0.1903512257068272,0.5249616515935873,0.5605912118561139,82,0,0,tour-Slam tournament edition,2000,3038947440508103512
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,reselected_policy,ATP,Australian Open,1988,2025,4639,4639,4639,1456.541568413334,1296,-160.54156841333406,31.39774883408782,27.937055399870662,-3.4606934342171605,-5.264927942523676,0.17985310845043448,0.5356946502580572,38,38,38,30.868188265712863,31.968860178387896,26.549877323682008,29.331089045188484,-4.676804305730365,-2.280075826400404,-7.118809016949969,-3.476385994467339,0.17509441537577042,0.18454176041083958,0.5247289664005325,0.5466579563464286,91,0,0,tour-Slam tournament edition,2000,3134751004194417107
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,reselected_policy,ATP,Roland Garros,1988,2025,4663,4661,4661,1479.3681332963536,1319,-160.36813329635356,31.73928627539913,28.2986483587213,-3.440637916677828,-5.218585469180542,0.1854275437945733,0.5490460003507116,38,38,38,31.21036458141551,32.24077605627175,26.55022537025113,30.051535437826896,-4.9884908996475845,-1.929790526080706,-7.590768075759736,-2.9239868765498356,0.17844443153565692,0.19216065771391705,0.5327444633450106,0.564268081749113,85,0,0,tour-Slam tournament edition,2000,7143599419065882346
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,reselected_policy,ATP,US Open,1988,2025,4589,4587,4587,1446.6560382269708,1236,-210.65603822697085,31.53817393126163,26.94571615434925,-4.592457776912379,-6.937249989679724,0.18159214607502697,0.5400076863585375,38,38,38,30.969023250931123,32.09849282821336,25.57963889203743,28.209638717277098,-5.781140414708246,-3.424220608245278,-8.75339582106981,-5.1577320513040465,0.17662982603088834,0.18629867728299196,0.5284241952290032,0.5508875846435001,87,0,0,tour-Slam tournament edition,2000,1684759122627422701
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,reselected_policy,ATP,Wimbledon,1988,2025,4562,4562,4562,1504.6602574784877,1303,-201.66025747848767,32.98246947563541,28.562034195528277,-4.420435280107139,-6.548531370422424,0.1892034083657838,0.5593142583790333,37,37,37,32.413768267445796,33.51960527629606,27.288596337600314,29.80144777961854,-5.5004965598767575,-3.3777214173119807,-8.154935126539618,-5.00518624689153,0.18366923088783668,0.19423057032188154,0.5468792470298746,0.5707895533103126,90,0,0,tour-Slam tournament edition,2000,18330738320799131850
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,reselected_policy,WTA,Australian Open,1988,2025,4763,4763,4763,1448.7465114707052,1324,-124.74651147070517,30.416680904276827,27.797606550493388,-2.6190743537834384,-4.092734404589669,0.1829398815706323,0.5411968830821535,38,38,38,30.003028087459555,30.83119925383769,26.631655187390933,29.056639478236033,-3.7770496669473435,-1.2979783062999417,-5.905494471699486,-2.0310688532873216,0.17796814673277872,0.18836754758294316,0.5294595071342921,0.5540484393277401,223,0,0,tour-Slam tournament edition,2000,13992118081117338460
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,reselected_policy,WTA,Roland Garros,1988,2025,4755,4755,4755,1484.2179300175137,1357,-127.21793001751371,31.213836593428262,28.53838065194532,-2.675455941482938,-4.135259302557355,0.18479985226369317,0.5469364687752575,38,38,38,30.750457734167277,31.68300366162956,26.927095702203516,30.208762226231535,-4.0757749582209195,-1.153498340295783,-6.310062326639556,-1.7785238119100912,0.17856685935298383,0.19132474809094027,0.5318992116131983,0.5621955423620456,211,0,0,tour-Slam tournament edition,2000,10608213976851966894
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,reselected_policy,WTA,US Open,1988,2025,4758,4757,4757,1440.8514663980347,1267,-173.85146639803474,30.289078545260345,26.634433466470462,-3.654645078789883,-5.712746955062156,0.17627739210360185,0.526355461553718,38,38,38,29.766807018259055,30.837750836197767,25.347653869186242,27.95631169922285,-4.766504214359639,-2.58244730611849,-7.456232744666503,-4.030960203874773,0.17096431160231704,0.18185566409726875,0.5133906337524942,0.5398769482073859,200,0,0,tour-Slam tournament edition,2000,14968988382992486520
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_no_result_delta,reselected_policy,WTA,Wimbledon,1988,2025,4635,4635,4635,1488.5546680745224,1317,-171.5546680745224,32.1155268192993,28.41423948220065,-3.7012873370986497,-5.582813789713227,0.18543506963059328,0.5498778098044781,37,37,37,31.601306679397965,32.66245206582451,26.864947744001018,29.98288753041783,-5.086035326295711,-2.2785390868636948,-7.686532975439568,-3.438480161360874,0.17935459447496746,0.19200928028916853,0.5356114067029738,0.5655272185266567,196,0,0,tour-Slam tournament edition,2000,12937699958527357465
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,ATP,Australian Open,1988,2025,4639,4639,4639,1456.5415684133336,1296,-160.5415684133336,31.397748834087814,27.937055399870662,-3.4606934342171503,-5.264927942523661,0.17985310845043448,0.5356946502580573,38,38,38,30.84145664792905,31.93345476127202,26.535378665264528,29.278898393957224,-4.655080399639149,-2.2869050965662314,-7.094024343515236,-3.486832693073073,0.17485135176984,0.18456666992544093,0.5241159191034722,0.5468600033644293,91,0,0,tour-Slam tournament edition,2000,17003060872627113571
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,ATP,Roland Garros,1988,2025,4663,4661,4661,1479.368133296353,1319,-160.3681332963531,31.73928627539912,28.2986483587213,-3.4406379166778183,-5.2185854691805265,0.1854275437945733,0.5490460003507118,38,38,38,31.173259008065443,32.24755906550061,26.613767960540425,30.071167127224307,-4.901646745369652,-1.8504167709835269,-7.456023467155537,-2.8008701408116745,0.17885903800677086,0.19223025851237485,0.5336443541268977,0.5646541525782816,85,0,0,tour-Slam tournament edition,2000,3820711079317247249
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,ATP,US Open,1988,2025,4589,4587,4587,1446.6560382269708,1236,-210.65603822697085,31.53817393126163,26.94571615434925,-4.592457776912379,-6.937249989679725,0.18159214607502697,0.5400076863585376,38,38,38,30.945066650720342,32.10860684893537,25.600633673424596,28.22714498990076,-5.804825818863592,-3.40905945328319,-8.74874399835633,-5.1601088780085975,0.17672472616289286,0.1863587261553593,0.5288428544910879,0.5510361696510104,87,0,0,tour-Slam tournament edition,2000,568326293649088876
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,ATP,Wimbledon,1988,2025,4562,4562,4562,1504.6602574784877,1303,-201.66025747848767,32.98246947563541,28.562034195528277,-4.420435280107139,-6.548531370422424,0.1892034083657838,0.5593142583790334,37,37,37,32.39471551789046,33.52902696503215,27.32445675911771,29.794220665499125,-5.498682804344127,-3.351872742926556,-8.146332762956922,-4.971753803496064,0.18403466739759775,0.19425181609158834,0.547531200190131,0.5709122956984979,90,0,0,tour-Slam tournament edition,2000,597672120229742780
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,WTA,Australian Open,1988,2025,4763,4763,4763,1263.8523428570047,1318,54.147657142995286,26.53479619687182,27.67163552382952,1.1368393269577008,1.8742885188604683,0.18280735845004448,0.5392817347502245,38,38,38,26.023013259174252,27.01501422768108,26.399504643444047,28.94585146013567,-0.09732445787581644,2.4438446146753456,-0.16052849642790326,4.003801147767514,0.1768858736283746,0.18909286042746287,0.5245365385528226,0.5546468493590813,81,0,0,tour-Slam tournament edition,2000,10908895054130162608
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,WTA,Roland Garros,1988,2025,4755,4755,4755,1305.0838775662637,1368,62.91612243373629,27.4465589393536,28.769716088328078,1.3231571489744751,2.148767266127532,0.1860036272866643,0.5493678855695598,38,38,38,26.926355526355763,27.99744726366515,27.12749133534782,30.28645427292843,-0.09441003988152429,2.713871598348006,-0.153398733680004,4.40364290220867,0.1785343597994914,0.19294298981565472,0.5306402920321559,0.5666256506712599,96,0,0,tour-Slam tournament edition,2000,12517880329892916126
