robustness_version,scenario,comparison_value,tour,slam,model,reference_model,matches_delta,expected_per_100_delta,actual_per_100_delta,excess_per_100_delta,brier_score_delta,log_loss_delta
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,ATP,Wimbledon,market_odds,market_odds,-472,0.019783520139320387,0.3030294615062026,0.2832459413668822,0.0015997495050923682,0.003755330012482516
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,ATP,Wimbledon,overall_elo,overall_elo,-472,-0.1594639536329474,0.6144403668936711,0.773904320526621,0.0024038455320712637,0.004909613609728414
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,ATP,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-472,-0.18457333975613466,0.5439094677514689,0.7284828075076062,0.0016576119938230272,0.003200793635075083
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,Australian Open,market_odds,market_odds,-387,0.23776451700014434,0.4361905324096469,0.1984260154095039,0.002488962505067055,0.005712580395349387
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,Australian Open,overall_elo,overall_elo,-387,0.4912595182767383,0.28023459151657093,-0.21102492676016626,0.002070690403233183,0.005032563632768605
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,Australian Open,surface_adjusted_elo,surface_adjusted_elo,-387,0.3718998024154203,0.10542729620019387,-0.26647250621522667,0.0020599293707419253,0.005019253368072851
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,Roland Garros,market_odds,market_odds,-386,0.2288206538709865,0.06694855532064636,-0.16187209855033702,0.000217368950157254,0.0010959625680923013
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,Roland Garros,overall_elo,overall_elo,-386,0.5439666930763138,-0.22452920882536986,-0.7684959019016842,-0.0018031331454665678,-0.004643040833984036
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,-386,0.39848414259919807,-0.3583348105926305,-0.7568189531918276,-0.0015449901229256657,-0.0035911577343852308
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,US Open,market_odds,market_odds,-389,0.39191551850784734,0.4325092002633575,0.0405936817555097,0.002262883898166118,0.005219189401071467
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,US Open,overall_elo,overall_elo,-389,0.7281959330226861,-0.4324587904807302,-1.1606547235034177,-0.0013625063810569493,-0.0028953372523189413
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,US Open,surface_adjusted_elo,surface_adjusted_elo,-389,0.6116124375512157,-0.45893888800550897,-1.070551325556726,-0.0012885381278631147,-0.0025136790245302576
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,Wimbledon,market_odds,market_odds,-300,0.258026242159513,-0.1893372781663274,-0.4473635203258417,0.0011646682537573283,0.0033835535759051405
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,Wimbledon,overall_elo,overall_elo,-300,0.5266810556152137,0.14419044346715282,-0.38249061214806,0.0005321928837145051,0.0021091261491249513
slam-robustness-v1,common_min_prior_20,both players have at least 20 prior tour matches,WTA,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-300,0.3819712474771677,-0.010656955362971843,-0.3926282028401417,0.0009725558583344174,0.0032283503110588363
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,Australian Open,market_odds,market_odds,-70,0.04412059285168013,0.15561817429235703,0.11149758144067778,0.0006922366420358261,0.0016391204897501788
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,Australian Open,overall_elo,overall_elo,-70,-0.04640428792723483,0.18982280083683278,0.23622708876406717,0.0006692969549440542,0.001482821693994496
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,Australian Open,surface_adjusted_elo,surface_adjusted_elo,-70,-0.05770542206491669,0.15191911132587776,0.20962453339079534,0.0005759088464550866,0.0012537564693142489
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,Roland Garros,market_odds,market_odds,-134,0.05866361479979787,0.020580303218739715,-0.03808331158105638,0.00010372447976569887,0.00034492603591046445
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,Roland Garros,overall_elo,overall_elo,-134,-0.08673877424860521,-0.09806161913202871,-0.011322844883422167,-0.0003851800227984148,-0.0007395328624060227
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,-134,-0.11909097242272537,-0.04563488367760726,0.073456088745119,-0.00040324751229561806,-0.0008267505901956573
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,US Open,market_odds,market_odds,-124,0.1820989950456955,0.4005602489746103,0.21846125392890925,0.0014784705543265941,0.003434843836144119
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,US Open,overall_elo,overall_elo,-124,-0.0730632877560069,0.04567398149818658,0.11873726925419348,0.0005753452207251097,0.0012070815425808679
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,US Open,surface_adjusted_elo,surface_adjusted_elo,-124,-0.08579432484321359,0.0399385044953533,0.12573282933856822,0.0004729803535908905,0.0009711169295952837
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,Wimbledon,market_odds,market_odds,-305,0.0928381828178324,0.20692345197464945,0.1140852691568135,0.0009087512421724342,0.001962355724913989
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,Wimbledon,overall_elo,overall_elo,-305,-0.235988435330853,0.39478853190560415,0.6307769672364614,0.0009503378416181596,0.0016235894714251575
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,ATP,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-305,-0.26093605330616754,0.28946834452441195,0.5504043978305777,0.00031315018823963037,0.0002344346389291374
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,Australian Open,market_odds,market_odds,-42,0.04650348572699414,-0.022643788054146796,-0.06914727378113983,-0.00012151349127115241,-0.00029060888367549165
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,Australian Open,overall_elo,overall_elo,-42,0.016363218535563107,0.05210015285581804,0.035736934320255376,0.00020810649869532072,0.00035159262853223794
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,Australian Open,surface_adjusted_elo,surface_adjusted_elo,-42,0.007261416290351264,0.007104566298519188,-0.00015684999182985493,0.00015651350063372593,0.00024476993459010554
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,Roland Garros,market_odds,market_odds,-77,0.16738171419906323,0.25301631019574344,0.08563459599668044,0.001333030818663955,0.0032491703974800723
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,Roland Garros,overall_elo,overall_elo,-77,-0.003220458479280097,0.4473844479573472,0.4506049064366269,0.0015667294105535523,0.0037645605177291097
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,-77,-0.03248842832972798,0.3980580591503795,0.43054648748010704,0.001371142006485554,0.0032237805272818942
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,US Open,market_odds,market_odds,-71,0.24908730226458076,0.1024517264775433,-0.1466355757870348,0.0006901735501865514,0.0018057530987488635
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,US Open,overall_elo,overall_elo,-71,0.16460728444566897,0.1722953216374279,0.007688037191757147,0.0004111446543575148,0.0008810400476940705
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,US Open,surface_adjusted_elo,surface_adjusted_elo,-71,0.1444852459131276,0.1405701754385973,-0.003915070474531768,0.0003830812310953169,0.0008798083812928681
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,Wimbledon,market_odds,market_odds,-233,0.2017363358513542,-0.17780318775238868,-0.379539523603744,0.0004770922005455924,0.0015168660419296875
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,Wimbledon,overall_elo,overall_elo,-233,0.19106566329794816,0.241486903936746,0.0504212406387996,0.0012400443438412845,0.0035364497766762204
slam-robustness-v1,common_both_players_surface_history,both players have at least one prior match on the recorded surface,WTA,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-233,0.08282023487967649,0.163892279567996,0.08107204468831708,0.0011576879286927244,0.003197732408764642
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,Australian Open,market_odds,market_odds,-370,0.13847978087159873,0.20030556591874316,0.06182578504713998,0.00024657507381700694,0.0009774966495831872
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,Australian Open,overall_elo,overall_elo,-370,-0.12391948882099513,-0.12785906346763198,-0.00393957464663508,-0.0006340331100579688,-0.0013440323657791797
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,Australian Open,surface_adjusted_elo,surface_adjusted_elo,-370,-0.11818483049943396,-0.1085521881299556,0.009632642369481026,-0.0007080259865395733,-0.0014826591524922383
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,Roland Garros,market_odds,market_odds,-372,0.06638855137683208,-0.5279376110850933,-0.5943261624619227,-0.001987118441650254,-0.0046763961092072814
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,Roland Garros,overall_elo,overall_elo,-372,-0.13077631920790367,-0.19198891402076157,-0.06121259481285968,-0.0016199637617012597,-0.003638367384697694
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,-372,-0.1634317626432633,-0.05482567466038546,0.10860608798287874,-0.0014302844976323836,-0.003212164393182504
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,US Open,market_odds,market_odds,-366,0.037822995995050235,-0.21261724784005054,-0.250440243835103,-0.001135220780846491,-0.0030534644336587258
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,US Open,overall_elo,overall_elo,-366,-0.3548321956876421,-0.22410087405072332,0.13073132163691703,-0.0017050296986410307,-0.0044277222950387385
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,US Open,surface_adjusted_elo,surface_adjusted_elo,-366,-0.3383883046424252,-0.20465205139227294,0.13373625325015137,-0.0017258090127397763,-0.004386110511142571
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,Wimbledon,market_odds,market_odds,-245,-0.06319935391451992,0.06603491779002368,0.1292342717045436,5.105508267580494e-05,0.00017740948353633934
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,Wimbledon,overall_elo,overall_elo,-245,-0.23125079193911802,0.058777986134785465,0.2900287780739057,0.0005269331622249906,0.0010198763848864312
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,ATP,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-245,-0.21233067889684776,0.005948829412432133,0.2182795083092799,0.00012071787516879096,7.78735232964678e-05
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,Australian Open,market_odds,market_odds,-376,-0.19900648610239102,0.1068223899729368,0.3058288760753266,-0.0001501122876738925,-0.0006466638334006181
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,Australian Open,overall_elo,overall_elo,-376,-0.2975436908343738,-0.03038742713923881,0.267156263695135,0.0006467230763934073,0.0018698505253170739
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,Australian Open,surface_adjusted_elo,surface_adjusted_elo,-376,-0.2835176471905747,0.09555715724363267,0.3790748044342074,0.000492788484963036,0.0014968761686549037
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,Roland Garros,market_odds,market_odds,-367,-0.2765222926069484,-1.0941623031388872,-0.8176400105319372,-0.003678645512280615,-0.00805649549397991
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,Roland Garros,overall_elo,overall_elo,-367,-0.1578749297386075,-0.5090993354674005,-0.3512244057287939,-0.0034250306062942604,-0.008571505783635303
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,-367,-0.19259213815114506,-0.5400804665234986,-0.34748832837235333,-0.0033278016291496126,-0.0082436181162161
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,US Open,market_odds,market_odds,-377,-0.2591722558571199,-0.12688846801898634,0.13228378783813222,-0.00012501057943453686,-0.0008477637210536626
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,US Open,overall_elo,overall_elo,-377,-0.24273808576703715,-0.2484379115958042,-0.005699825828767269,-0.00124106718030223,-0.0034535079761576215
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,US Open,surface_adjusted_elo,surface_adjusted_elo,-377,-0.27420708377187,-0.02678467941625584,0.24742240435561114,-0.0013044729634094643,-0.0035055539655873824
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,Wimbledon,market_odds,market_odds,-249,-0.08012265356747861,-0.3904506916555093,-0.3103280380880282,-0.001754843351517793,-0.0036062124647537885
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,Wimbledon,overall_elo,overall_elo,-249,-0.15093181478858497,-0.40872312684046364,-0.2577913120518769,-0.0023056688135781322,-0.005098676158465598
slam-robustness-v1,common_exclude_2020_2022,exclude 2020-2022 broad-period sensitivity window,WTA,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-249,-0.16807527071611617,-0.4421362368647088,-0.27406096614859393,-0.0019330935951922257,-0.004469861591425706
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,Australian Open,market_odds,market_odds,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,Australian Open,overall_elo,overall_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,Australian Open,surface_adjusted_elo,surface_adjusted_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,Roland Garros,market_odds,market_odds,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,Roland Garros,overall_elo,overall_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,US Open,market_odds,market_odds,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,US Open,overall_elo,overall_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,US Open,surface_adjusted_elo,surface_adjusted_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,Wimbledon,market_odds,market_odds,-122,-0.015645009188403947,0.027517672568865947,0.04316268175726723,0.0002803355786209216,0.0007293243962898099
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,Wimbledon,overall_elo,overall_elo,-122,-0.09615188620520598,0.2543584862110144,0.35051037241622396,0.0008798081242079869,0.0019029692488649053
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,ATP,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-122,-0.09689806671250523,0.2647773474792068,0.3616754141917147,0.0006006746538265995,0.001217601111326183
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,Australian Open,market_odds,market_odds,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,Australian Open,overall_elo,overall_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,Australian Open,surface_adjusted_elo,surface_adjusted_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,Roland Garros,market_odds,market_odds,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,Roland Garros,overall_elo,overall_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,US Open,market_odds,market_odds,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,US Open,overall_elo,overall_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,US Open,surface_adjusted_elo,surface_adjusted_elo,0,0.0,0.0,0.0,0.0,0.0
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,Wimbledon,market_odds,market_odds,-124,-0.009867674564507212,-0.4737788080891221,-0.4639111335246131,-0.0015521348821208591,-0.003165377081629117
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,Wimbledon,overall_elo,overall_elo,-124,-0.04992566608464699,-0.4357535217021713,-0.3858278556175234,-0.00240381247982549,-0.005680339342365004
slam-robustness-v1,common_exclude_wimbledon_2022,exclude Wimbledon 2022 only,WTA,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-124,-0.050348419015968204,-0.5221376772222932,-0.471789258206325,-0.00204589664393362,-0.004740327000199662
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,Australian Open,market_odds,market_odds,-351,-0.02405936694716715,-0.16467600492043744,-0.1406166379732734,-0.001564334143589613,-0.004173482678682838
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,Australian Open,overall_elo,overall_elo,-351,0.17835200445135868,-0.08920436552860167,-0.267556369979959,-0.001031125290347823,-0.0025288767529121348
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,Australian Open,surface_adjusted_elo,surface_adjusted_elo,-351,0.1999391812375002,-0.10741092595920776,-0.30735010719670885,-0.0010456649507190607,-0.002529114616300787
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,Roland Garros,market_odds,market_odds,-359,0.060165252302113004,0.40135660477101,0.3411913524688961,0.0011836444076172015,0.002723161631117299
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,Roland Garros,overall_elo,overall_elo,-359,0.2645871954577679,0.4608825830617498,0.19629538760397924,0.00112920935043892,0.0025563328178577205
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,-359,0.2920339412853856,0.48699166456176,0.19495772327637395,0.0016972399746245925,0.0037724335846427426
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,US Open,market_odds,market_odds,-360,0.02803916511129856,-0.44969643228765577,-0.4777355973989601,-0.00022484939216332878,-0.0010976003831354442
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,US Open,overall_elo,overall_elo,-360,0.21795899470176394,0.39880187884062224,0.18084288413885607,0.000638968999410211,0.000902040379841762
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,US Open,surface_adjusted_elo,surface_adjusted_elo,-360,0.25477929044978254,0.22846952106795015,-0.026309769381831494,0.0007326203032388956,0.0012486849348676277
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,Wimbledon,market_odds,market_odds,-348,0.15180864763443935,-0.10764996840822505,-0.25945861604266796,0.00021083788187944985,0.0006302273165733063
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,Wimbledon,overall_elo,overall_elo,-348,0.3442525990946166,0.5961904849834561,0.25193788588884325,0.0032278456442679238,0.0074366241153397405
slam-robustness-v1,common_early_rounds,R128;R64;R32,ATP,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-348,0.397928010584387,0.6342157309506113,0.23628772036622614,0.0031142943597757544,0.007037763558256915
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,Australian Open,market_odds,market_odds,-281,-0.16893937653936675,-0.6442577030812373,-0.4753183265418677,-0.004088013700452864,-0.009963284908891201
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,Australian Open,overall_elo,overall_elo,-281,0.031177608182161975,-0.4401766221434684,-0.47135423032563084,-0.002751573789750217,-0.007630087133747909
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,Australian Open,surface_adjusted_elo,surface_adjusted_elo,-281,0.08463161189034807,-0.40942480311043283,-0.49405641500077846,-0.002643996779829516,-0.007376328668585841
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,Roland Garros,market_odds,market_odds,-280,-0.3530426560683466,-0.6906272022551079,-0.33758454618676126,-0.002533396645242769,-0.005983336373474479
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,Roland Garros,overall_elo,overall_elo,-280,-0.04218994168352097,-0.021842963653305958,0.020346978030215457,-0.0011176975327492067,-0.003359491884075916
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,-280,-0.04261428737852668,-0.0444949259604428,-0.0018806385819156723,-0.0012504418236825021,-0.0036063723880034315
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,US Open,market_odds,market_odds,-282,-0.3314378618517111,-0.5551699648288846,-0.22373210297717128,-0.002636043442772601,-0.006250188284964486
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,US Open,overall_elo,overall_elo,-282,-0.21652340539743165,-0.653788316946212,-0.4372649115487811,-0.0027989159782543516,-0.0065388834724332545
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,US Open,surface_adjusted_elo,surface_adjusted_elo,-282,-0.16548292213615667,-0.3160610556491541,-0.1505781335130021,-0.002648922957361466,-0.006126066101636574
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,Wimbledon,market_odds,market_odds,-264,-0.3502136012764048,-0.4323481753688121,-0.0821345740924071,-0.0031659123192464833,-0.008200300721992404
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,Wimbledon,overall_elo,overall_elo,-264,-0.14167791938493934,-0.6802751768111115,-0.538597257426173,-0.0034002539789271535,-0.008881039456460682
slam-robustness-v1,common_early_rounds,R128;R64;R32,WTA,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-264,-0.03289437212989199,-0.4662347373291773,-0.43334036519928326,-0.002926211343563301,-0.007412917125298013
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,Australian Open,market_odds,market_odds,-2607,0.17869734937631776,1.2231063955201904,1.0444090461438709,0.01161885786990774,0.030997918357049903
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,Australian Open,overall_elo,overall_elo,-2607,-1.3246828364802248,0.6625520824303806,1.987234918910603,0.00765852886591753,0.018782853831458945
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,Australian Open,surface_adjusted_elo,surface_adjusted_elo,-2607,-1.4850183632085638,0.7977785868252418,2.2827969500338057,0.007766520018588685,0.018784620526195228
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,Roland Garros,market_odds,market_odds,-2677,-0.44989491735415754,-3.001205673106128,-2.5513107557519694,-0.0088262286328461,-0.020306138402504503
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,Roland Garros,overall_elo,overall_elo,-2677,-1.9715062614193357,-3.434152951783222,-1.4626466903638868,-0.008420315964137226,-0.01906212521839834
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,-2677,-2.176018921833606,-3.628698336219223,-1.4526794143856154,-0.012656020646434174,-0.028130375225871362
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,US Open,market_odds,market_odds,-2632,-0.2046080187425794,3.281534798943575,3.48614281768615,0.0016438988893717477,0.008024678356704729
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,US Open,overall_elo,overall_elo,-2632,-1.5929169862788832,-2.9145770645269167,-1.321660078248032,-0.004671573351243408,-0.006594917443736414
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,US Open,surface_adjusted_elo,surface_adjusted_elo,-2632,-1.8620119810374263,-1.6697314164716381,0.19228056456578813,-0.0053562684392359505,-0.009129274301585388
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,Wimbledon,market_odds,market_odds,-2585,-1.1263503683686906,0.798713271350671,1.9250636397193608,-0.0015661377145363142,-0.004681429923390379
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,Wimbledon,overall_elo,overall_elo,-2585,-2.557163703044843,-4.428598861155855,-1.8714351581110082,-0.02397695686905643,-0.05524044062688105
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,ATP,Wimbledon,surface_adjusted_elo,surface_adjusted_elo,-2585,-2.955873297013369,-4.711056507204976,-1.7551832101916087,-0.02313347965523263,-0.052277640224414
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,WTA,Australian Open,market_odds,market_odds,-2101,1.2670453240455721,4.831932773109244,3.5648874490636686,0.030565540158901616,0.0744941693721708
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,WTA,Australian Open,overall_elo,overall_elo,-2101,-0.23311087114156237,3.2911426445673513,3.5242535157089128,0.020573154919093756,0.057049156825637604
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,WTA,Australian Open,surface_adjusted_elo,surface_adjusted_elo,-2101,-0.6327794184397781,3.061215342829229,3.693994761269004,0.019768815780860566,0.05515183819466596
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,WTA,Roland Garros,market_odds,market_odds,-2088,2.6289069210801905,5.142706131078224,2.513799209998035,0.018891900697381614,0.04461859409933555
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,WTA,Roland Garros,overall_elo,overall_elo,-2088,0.31461642226832254,0.1628861003861033,-0.1517303218822188,0.008334830172787272,0.025052210906967076
slam-robustness-v1,common_late_rounds,R16;QF;SF;F,WTA,Roland Garros,surface_adjusted_elo,surface_adjusted_elo,-2088,0.31778082873705316,0.33180501930501904,0.014024190567965444,0.009324723313744315,0.02689323409339983
