robustness_version,scenario,category,comparison_value,preferred_analysis,tour,slam,model,start_year,end_year,score_matches,upset_matches,calibration_matches,expected_upsets,actual_upsets,excess_upsets,expected_per_100,actual_per_100,excess_per_100,standardized_excess,brier_score,log_loss,score_tournament_editions,upset_tournament_editions,calibration_tournament_editions,note
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,ATP,Wimbledon,surface_adjusted_elo,2001,2025,2688,2688,2688,868.9010361052271,737,-131.90103610522715,32.32518735510518,27.418154761904763,-4.907032593200415,-5.615496100353018,0.18356611664537079,0.5463701318544933,22,22,22,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,Australian Open,market_odds,2007,2025,2006,2006,2006,567.0036617658387,550,-17.00366176583873,28.265386927509407,27.41774675972084,-0.8476401677885707,-0.8775695237683511,0.1752558618735278,0.5243844740168441,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,Australian Open,overall_elo,2007,2025,2006,2006,2006,535.0436270094164,583,47.956372990583645,26.67216485590311,29.062811565304088,2.390646709400979,2.5410108549502057,0.18878008505577992,0.5558456313537995,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,Australian Open,surface_adjusted_elo,2007,2025,2006,2006,2006,542.1990441018713,583,40.80095589812868,27.02886560826876,29.062811565304088,2.033945957035328,2.151292248678836,0.18785263155819631,0.5536477008625591,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,Roland Garros,market_odds,2007,2025,2001,1999,1999,565.2047516679795,525,-40.20475166797951,28.274374770784366,26.26313156578289,-2.011243205001476,-2.0761618919610516,0.1731203940152863,0.5196352376129364,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,Roland Garros,overall_elo,2007,2025,2001,2001,2001,544.4974561969108,594,49.502543803089225,27.211267176257408,29.685157421289354,2.4738902450319453,2.603769127350378,0.1901874282053206,0.559185067881949,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,Roland Garros,surface_adjusted_elo,2007,2025,2001,2001,2001,569.4248456606268,590,20.57515433937317,28.457013776143267,29.48525737131434,1.0282435951710729,1.0643930100628187,0.18891346147956567,0.556053770565859,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,US Open,market_odds,2007,2025,1998,1994,1994,560.5619093261441,513,-47.56190932614413,28.11243276460101,25.727181544633904,-2.385251219967108,-2.4625320673829405,0.1750015146598944,0.5247212545833279,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,US Open,overall_elo,2007,2025,1998,1998,1998,546.8097363238686,557,10.190263676131394,27.367854670864297,27.87787787787788,0.5100232070135833,0.5360736161664171,0.18547960111558248,0.5497119067847769,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,US Open,surface_adjusted_elo,2007,2025,1998,1998,1998,552.4417214841296,569,16.55827851587037,27.649735810016498,28.47847847847848,0.8287426684619805,0.8672627739119761,0.1852406807940331,0.5494333216265215,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,Wimbledon,market_odds,2007,2025,1993,1992,1992,572.3616382808742,554,-18.361638280874217,28.733013969923405,27.811244979919678,-0.9217689900037258,-0.9427485937049026,0.1823722169902437,0.5423811844355918,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,Wimbledon,overall_elo,2007,2025,1993,1993,1993,545.2468413731235,615,69.75315862687648,27.35809540256515,30.858003010536876,3.499907607971725,3.6731672875650925,0.1957213091482117,0.5760788601855648,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_2020_2022,period_sensitivity,exclude 2020-2022 broad-period sensitivity window,False,WTA,Wimbledon,surface_adjusted_elo,2007,2025,1993,1993,1993,591.2273976623306,601,9.772602337669355,29.665198076383874,30.155544405418965,0.4903463290350905,0.49862587476910175,0.19376361009260412,0.5697704486133938,16,16,16,Broad sensitivity only; Australian Open 2020 predates the main pandemic disruption.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,Australian Open,market_odds,2001,2025,2886,2886,2886,793.2694999493037,696,-97.26949994930374,27.486815660059033,24.116424116424113,-3.3703915436349177,-4.224638579193762,0.16208165169574287,0.49234917532147626,25,25,25,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,Australian Open,overall_elo,2001,2025,2886,2886,2886,891.851138592771,780,-111.85113859277101,30.902672854912367,27.027027027027025,-3.875645827885343,-4.665288860003072,0.17732179661490519,0.5311595188770806,25,25,25,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,Australian Open,surface_adjusted_elo,2001,2025,2886,2886,2886,905.0961041363817,776,-129.09610413638165,31.36161136993699,26.888426888426885,-4.473184481510105,-5.356397574036475,0.1771401992925039,0.5311535688094458,25,25,25,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,Roland Garros,market_odds,2001,2025,2934,2933,2933,800.8622831537242,693,-107.8622831537242,27.305226155940137,23.62768496420048,-3.6775411917396594,-4.656417468943213,0.16431566401688105,0.49980485664342694,25,25,25,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,Roland Garros,overall_elo,2001,2025,2934,2932,2932,903.5530233583327,831,-72.55302335833267,30.81695168343563,28.342428376534787,-2.474523306900841,-3.0018698807872455,0.1855545227488757,0.5501835352454277,25,25,25,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,Roland Garros,surface_adjusted_elo,2001,2025,2934,2932,2932,938.4193032049556,820,-118.41930320495555,32.00611538898211,27.967257844474762,-4.038857544507352,-4.834428015656181,0.1830432017468975,0.5453604437229268,25,25,25,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,US Open,market_odds,2001,2025,2915,2910,2910,800.0248639281651,740,-60.02486392816513,27.492263365229043,25.429553264604813,-2.0627101006242317,-2.594929659900789,0.17097095021090444,0.5150834085475197,25,25,25,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,US Open,overall_elo,2001,2025,2915,2914,2914,901.9839210959304,810,-91.98392109593044,30.95346331832294,27.79684282772821,-3.1566204905947304,-3.8173655411338823,0.18291227463922555,0.5436490848794486,25,25,25,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,US Open,surface_adjusted_elo,2001,2025,2915,2914,2914,922.8333990827874,806,-116.83339908278742,31.668956728990647,27.659574468085108,-4.009382260905539,-4.811170897985898,0.18256505717213636,0.5434046982059056,25,25,25,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,Wimbledon,market_odds,2001,2025,2848,2845,2845,789.455755121605,662,-127.45575512160497,27.748884187051143,23.2688927943761,-4.479991392675043,-5.552320078147414,0.1639589658634514,0.4984953076738763,24,24,24,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,Wimbledon,overall_elo,2001,2025,2848,2848,2848,877.5093593262451,816,-61.50935932624509,30.81142413364625,28.65168539325843,-2.1597387403878194,-2.5839411807573796,0.1878845153610272,0.5557603526783826,24,24,24,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,ATP,Wimbledon,surface_adjusted_elo,2001,2025,2848,2848,2848,947.4251480863956,799,-148.42514808639555,33.26633244685378,28.054775280898877,-5.2115571659549005,-6.06782925288836,0.1871808256265323,0.5555024107560529,24,24,24,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,Australian Open,market_odds,2007,2025,2298,2296,2296,670.6587310728288,647,-23.6587310728288,29.209875046725994,28.179442508710803,-1.0304325380151917,-1.1251856868077608,0.18044047604232438,0.5379234782229175,19,19,19,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,Australian Open,overall_elo,2007,2025,2298,2298,2298,639.413497696444,690,50.58650230355602,27.824782319253437,30.02610966057441,2.2013273413209755,2.455447418243419,0.19375002989945025,0.5687116533020816,19,19,19,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,Australian Open,surface_adjusted_elo,2007,2025,2298,2298,2298,647.4915803713716,687,39.50841962862842,28.17630898047744,29.89556135770235,1.7192523772249093,1.9090461834476786,0.1929435949348293,0.5667488560870121,19,19,19,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,Roland Garros,market_odds,2007,2025,2285,2282,2282,668.2128727023209,643,-25.21287270232085,29.281896262152536,28.17703768624014,-1.104858575912395,-1.200856515810537,0.18140579496668596,0.5391701552536887,19,19,19,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,Roland Garros,overall_elo,2007,2025,2285,2285,2285,645.1416181252766,711,65.85838187472336,28.233768845745146,31.11597374179431,2.8822048960491626,3.1851620766517383,0.19897693317562554,0.581385470867463,19,19,19,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,Roland Garros,surface_adjusted_elo,2007,2025,2285,2285,2285,674.7162901890499,707,32.283709810950086,29.52806521615098,30.940919037199123,1.4128538210481438,1.535908707373133,0.19755321132815012,0.5777866009346528,19,19,19,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,US Open,market_odds,2007,2025,2294,2290,2290,666.2361011249216,607,-59.23610112492156,29.093279525105743,26.50655021834061,-2.5867293067651334,-2.8211006645126973,0.17901955292542515,0.5356982735265426,19,19,19,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,US Open,overall_elo,2007,2025,2294,2294,2294,652.8328556273616,662,9.167144372638404,28.45827618253538,28.85789014821273,0.3996139656773498,0.441890189587377,0.19088487113246075,0.5633522982233371,19,19,19,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,US Open,surface_adjusted_elo,2007,2025,2294,2294,2294,660.1776036403185,671,10.822396359681534,28.778448284233587,29.25021795989538,0.4717696756617931,0.5193748849977129,0.19069341862485967,0.5630315582428127,19,19,19,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,Wimbledon,market_odds,2007,2025,2151,2150,2150,638.2500709536273,629,-9.2500709536273,29.686049811796618,29.25581395348837,-0.4302358583082465,-0.4507296971519506,0.19039587161733226,0.5618129134521203,18,18,18,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,Wimbledon,overall_elo,2007,2025,2151,2151,2151,613.7025271256821,698,84.29747287431792,28.531033339176293,32.45002324500233,3.918989905826031,4.189151153492329,0.20501747811386406,0.5989951544810626,18,18,18,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_extreme_favorites,influence,union of match IDs with any model p_under below 0.05 removed from every model,False,WTA,Wimbledon,surface_adjusted_elo,2007,2025,2151,2151,2151,664.3229987222667,683,18.677001277733325,30.88437929903611,31.75267317526732,0.8682938762312099,0.9004284580384211,0.2025638445853577,0.5917593094051409,18,18,18,Prespecified using only pre-match probabilities; the union preserves exact common-match score comparability.
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,Australian Open,market_odds,2001,2025,2951,2951,2951,795.0574196001213,696,-99.0574196001213,26.941966099631355,23.585225347339883,-3.3567407522914707,-4.293825879058113,0.15870384084692768,0.4830386699862755,25,25,25,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,Australian Open,overall_elo,2001,2025,2951,2951,2951,894.2837899435441,781,-113.2837899435441,30.30443205501674,26.465604879701793,-3.8388271753149468,-4.714238436394983,0.17365875338387005,0.521310673130681,25,25,25,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,Australian Open,surface_adjusted_elo,2001,2025,2951,2951,2951,907.7891215215674,777,-130.78912152156738,30.762084768606144,26.330057607590646,-4.432027161015498,-5.413312324994496,0.17349377498814092,0.5214143979227692,25,25,25,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,Roland Garros,market_odds,2001,2025,3034,3033,3033,804.5499978021111,693,-111.54999780211108,26.526541305707585,22.8486646884273,-3.677876617280286,-4.798479185016539,0.15884983450709442,0.48449629277222184,25,25,25,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,Roland Garros,overall_elo,2001,2025,3034,3032,3032,908.9560948815833,831,-77.95609488158334,29.978763023798923,27.407651715039577,-2.571111308759345,-3.211415827008069,0.1795365297947771,0.5338773394922424,25,25,25,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,Roland Garros,surface_adjusted_elo,2001,2025,3034,3032,3032,944.4786311969468,820,-124.47863119694682,31.150350633144683,27.04485488126649,-4.105495751878193,-5.0577735964277,0.17712409194099954,0.5294355509697898,25,25,25,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,US Open,market_odds,2001,2025,2992,2987,2987,803.7865335972382,740,-63.78653359723819,26.90949225300429,24.774020756611982,-2.1354714963923063,-2.748429346118708,0.16663930731905546,0.5031204936140496,25,25,25,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,US Open,overall_elo,2001,2025,2992,2991,2991,906.6357851598179,810,-96.63578515981794,30.31212922633962,27.081243731193585,-3.2308854951460364,-3.9962283910056824,0.1783790290622421,0.5313174498769184,25,25,25,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,US Open,surface_adjusted_elo,2001,2025,2992,2991,2991,927.8157361376749,806,-121.81573613767489,31.020251960470578,26.947509194249417,-4.07274276622116,-4.997659927506041,0.17805560077910404,0.5311987512893642,25,25,25,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,Wimbledon,market_odds,2001,2025,2931,2928,2928,793.4278806399011,667,-126.4278806399011,27.097946743166023,22.780054644808747,-4.317892098357278,-5.4872533385808016,0.1608516179178017,0.4906556504231501,24,24,24,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,Wimbledon,overall_elo,2001,2025,2931,2931,2931,882.0291219183534,820,-62.02912191835344,30.093112313829867,27.97679972705561,-2.1163125867742556,-2.5957929734427196,0.1841572341093665,0.5467980972052658,24,24,24,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,ATP,Wimbledon,surface_adjusted_elo,2001,2025,2931,2931,2931,953.7662496749499,803,-150.7662496749499,32.540643114123164,27.39679290344592,-5.14385021067724,-6.133214082901686,0.18348102616096976,0.5463994165462881,24,24,24,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,Australian Open,market_odds,2007,2025,2381,2379,2379,676.9700559553311,649,-27.970055955331077,28.456076332716734,27.280369903320725,-1.17570642939601,-1.3214468702923996,0.17536716998977786,0.5249455737534373,19,19,19,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,Australian Open,overall_elo,2007,2025,2381,2381,2381,642.2258140341755,693,50.77418596582447,26.972944730540764,29.10541789164217,2.132473161101406,2.456706393133743,0.18819678987731392,0.5541185719966231,19,19,19,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,Australian Open,surface_adjusted_elo,2007,2025,2381,2381,2381,650.3988514106169,690,39.601148589383115,27.316205435137206,28.97942041159177,1.6632149764545618,1.9072983913749304,0.18742460282706838,0.5522982896003894,19,19,19,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,Roland Garros,market_odds,2007,2025,2368,2365,2365,675.2287155492046,647,-28.228715549204594,28.550897063391314,27.357293868921776,-1.1936031944695389,-1.335054734845203,0.17679903952756693,0.5276917331069163,19,19,19,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,Roland Garros,overall_elo,2007,2025,2368,2368,2368,648.1012850699857,715,66.89871493001431,27.369142105996016,30.194256756756754,2.825114650760739,3.224777023139501,0.19361245881161487,0.5677565736655843,19,19,19,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,Roland Garros,surface_adjusted_elo,2007,2025,2368,2368,2368,678.4226680504917,711,32.577331949508334,28.649605914294412,30.02533783783784,1.3757319235434262,1.5437361986482034,0.19224126310871528,0.5642973886820751,19,19,19,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,US Open,market_odds,2007,2025,2375,2371,2371,672.6907550350622,613,-59.69075503506224,28.37160502045813,25.85407001265289,-2.51753500780524,-2.8241604845541475,0.17512652523932895,0.5255690183043815,19,19,19,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,US Open,overall_elo,2007,2025,2375,2375,2375,655.7515779699942,668,12.248422030005827,27.610592756631334,28.126315789473683,0.5157230328423505,0.5885044413076623,0.1867206682958847,0.5531654147609345,19,19,19,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,US Open,surface_adjusted_elo,2007,2025,2375,2375,2375,663.1936437274737,677,13.806356272526273,27.923942893788368,28.505263157894735,0.5813202641063694,0.6603802306039527,0.18654515375744257,0.5529388755921089,19,19,19,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,Wimbledon,market_odds,2007,2025,2240,2239,2239,645.0773053156464,631,-14.077305315646413,28.810956021243697,28.18222420723537,-0.6287318140083257,-0.680808303455651,0.18416671476610727,0.5460904437240544,18,18,18,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,Wimbledon,overall_elo,2007,2025,2240,2240,2240,615.9539111095121,701,85.04608889048791,27.497942460246076,31.294642857142858,3.7967003968967816,4.213517775571004,0.19805380874784703,0.581230734885482,18,18,18,
slam-robustness-v1,common_exclude_flagged_overround,odds_quality,14 common-primary flagged match IDs removed from every model; all 14 source flags screened,False,WTA,Wimbledon,surface_adjusted_elo,2007,2025,2240,2240,2240,668.0669986441522,685,16.93300135584775,29.824419582328225,30.580357142857142,0.7559375605289175,0.8127561410147955,0.1956909932661672,0.5742238943870154,18,18,18,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,Australian Open,market_odds,2001,2025,2958,2958,2958,796.740588765502,697,-99.74058876550203,26.935111182065654,23.563218390804597,-3.3718927912610557,-4.318579008601584,0.15850462173501556,0.48259921504660763,25,25,25,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,Australian Open,overall_elo,2001,2025,2958,2958,2958,896.0704202310802,781,-115.07042023108022,30.293117654870866,26.402974983096687,-3.890142671774179,-4.783411810319259,0.17342907621172762,0.5207996303988837,25,25,25,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,Australian Open,surface_adjusted_elo,2001,2025,2958,2958,2958,909.5793344147445,777,-132.5793344147445,30.749808465677635,26.267748478701826,-4.482059986975811,-5.481519388060833,0.17326415555500105,0.520903781169904,25,25,25,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,Roland Garros,market_odds,2001,2025,3036,3035,3035,805.3994374205555,693,-112.3994374205555,26.53704900891451,22.833607907742998,-3.7034411011715154,-4.832858179568532,0.15886576751855475,0.48454400053004903,25,25,25,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,Roland Garros,overall_elo,2001,2025,3036,3034,3034,909.6160395255456,831,-78.6160395255456,29.98075278594415,27.389584706657875,-2.5911680792862755,-3.237390266382058,0.17949026570776913,0.5337897462769114,25,25,25,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,Roland Garros,surface_adjusted_elo,2001,2025,3036,3034,3034,945.1475023354423,820,-125.14750233544225,31.15186230505742,27.027027027027025,-4.124835278030397,-5.08312306997127,0.17708420933392124,0.5293585139121528,25,25,25,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,US Open,market_odds,2001,2025,2992,2987,2987,803.7865335972382,740,-63.78653359723819,26.90949225300429,24.774020756611982,-2.1354714963923063,-2.748429346118708,0.16663930731905546,0.5031204936140496,25,25,25,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,US Open,overall_elo,2001,2025,2992,2991,2991,906.6357851598179,810,-96.63578515981794,30.31212922633962,27.081243731193585,-3.2308854951460364,-3.9962283910056824,0.1783790290622421,0.5313174498769184,25,25,25,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,US Open,surface_adjusted_elo,2001,2025,2992,2991,2991,927.8157361376749,806,-121.81573613767489,31.020251960470578,26.947509194249417,-4.07274276622116,-4.997659927506041,0.17805560077910404,0.5311987512893642,25,25,25,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,Wimbledon,market_odds,2001,2025,2811,2808,2808,760.7227678617717,640,-120.72276786177167,27.091266661744005,22.79202279202279,-4.299243869721214,-5.351713048577344,0.16113456692207476,0.49140407370864475,23,23,23,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,Wimbledon,overall_elo,2001,2025,2811,2811,2811,843.1447626755537,794,-49.14476267555369,29.994477505355874,28.246175738171466,-1.7483017671844072,-2.1026117676118345,0.18500161442430355,0.5485876531007473,23,23,23,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,ATP,Wimbledon,surface_adjusted_elo,2001,2025,2811,2811,2811,911.9058272805084,778,-133.90582728050845,32.44061996728952,27.676983279971537,-4.76363668731798,-5.568408362395906,0.1840460734240286,0.5475098594425231,23,23,23,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,WTA,Australian Open,market_odds,2007,2025,2382,2380,2380,677.4525632439608,650,-27.452563243960753,28.4643934136118,27.3109243697479,-1.1534690438638973,-1.296636614042993,0.17540597416120168,0.5250311378502447,19,19,19,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,WTA,Australian Open,overall_elo,2007,2025,2382,2382,2382,642.4184575832868,693,50.581542416713205,26.969708546737483,29.093198992443327,2.123490445705844,2.4469398997994434,0.18813336197938652,0.5539757808284824,19,19,19,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,WTA,Australian Open,surface_adjusted_elo,2007,2025,2382,2382,2382,650.5809691450413,690,39.41903085495869,27.312383255459334,28.967254408060455,1.6548711526011206,1.8981992106656858,0.18735984307323328,0.5521508246939042,19,19,19,
slam-robustness-v1,common_exclude_wimbledon_2022,period_sensitivity,exclude Wimbledon 2022 only,False,WTA,Roland Garros,market_odds,2007,2025,2368,2365,2365,675.2287155492046,647,-28.228715549204594,28.550897063391314,27.357293868921776,-1.1936031944695389,-1.335054734845203,0.17679903952756693,0.5276917331069163,19,19,19,
