analysis_version,sample,variant_label,parameter_mode,difference_direction,tour,slam,score_matches,paired_upset_matches,paired_upset_exclusions_due_to_either_tie,primary_exact_ties,variant_exact_ties,ties_created,ties_removed,editions,bootstrap_unit,bootstrap_replicates,expected_per_100,expected_per_100_ci_lower,expected_per_100_ci_upper,actual_per_100,actual_per_100_ci_lower,actual_per_100_ci_upper,excess_per_100,excess_per_100_ci_lower,excess_per_100_ci_upper,brier_score,brier_score_ci_lower,brier_score_ci_upper,log_loss,log_loss_ci_lower,log_loss_ci_upper
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,model_a minus model_b,WTA,Australian Open,4763,4763,0,0,0,0,0,38,tour-Slam edition,2000,-0.2744698740580061,-0.3483639642406188,-0.2049329099471771,-0.020995171110644553,-0.37759795298510235,0.3344639198725244,0.2534747029473616,-0.11955897001871078,0.6132184144231944,0.0005790380058928551,1.0221303591550784e-06,0.00116688181005696,0.0013695027845665958,-9.773337540590547e-06,0.0028162383571880517
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,model_a minus model_b,WTA,Roland Garros,4755,4755,0,0,0,0,0,38,tour-Slam edition,2000,-0.18914207548558465,-0.2468454111488695,-0.13030883825423187,-0.08412197686645637,-0.4848408451496436,0.3374299881048756,0.10502009861912828,-0.3285100416694358,0.5707809876271932,0.00070954996961336,0.00020755096107144083,0.0011884374731959706,0.001739138256662131,0.0005147901978462372,0.0029182202499456597
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,model_a minus model_b,WTA,Wimbledon,4635,4635,0,0,0,0,0,37,tour-Slam edition,2000,-0.19181568798547355,-0.25301219038237244,-0.1375689462488765,-0.1725997842502697,-0.4764850705578052,0.1509287515333623,0.019215903735203852,-0.31103873710998625,0.36484849746828846,0.00022621631495577788,-0.0002415640461194152,0.0006730106223336729,0.0005300163239768377,-0.0005816304168862294,0.001607764218225903
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,fixed_primary,model_a minus model_b,WTA,US Open,4758,4757,1,1,1,0,0,38,tour-Slam edition,2000,-0.21685697050968733,-0.28995199433025437,-0.15085473439002053,0.1681732184149674,-0.27414737559971786,0.6721382989628053,0.38503018892465474,-0.08575236587703856,0.9033141149702628,0.0005299573235224184,7.538095017673151e-05,0.0009918518534446843,0.0011414967510238528,0.00010764792916623878,0.0021881025031478753
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,reselected_policy,model_a minus model_b,ATP,Australian Open,4639,4639,0,0,0,0,0,38,tour-Slam edition,2000,-2.990445669830517,-3.0715343021584407,-2.915200696870262,-0.10778184953653805,-0.47582762267581863,0.279575909905156,2.882663820293979,2.5112541489061013,3.278493985462914,-0.001626370228802876,-0.0023057436233604204,-0.0009492454295738381,-0.006643664179876689,-0.008636578343002826,-0.004660145351560879
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,reselected_policy,model_a minus model_b,ATP,Roland Garros,4663,4661,2,2,2,0,0,38,tour-Slam edition,2000,-3.0613173082900924,-3.132421016631651,-2.9882347340111157,-0.1716369877708646,-0.5367370102537783,0.2144542140253056,2.889680320519228,2.5150626636625772,3.2745561690132514,-0.0012008831971015153,-0.002146248789253185,-0.00022299864782072452,-0.005005165508940423,-0.007777173109172853,-0.0019576067604150822
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,reselected_policy,model_a minus model_b,ATP,Wimbledon,4562,4562,0,0,0,0,0,37,tour-Slam edition,2000,-2.7907162623307387,-2.883839338626306,-2.7008186368508595,-0.021920210434020166,-0.39185394220494346,0.3516001483481157,2.7687960518967185,2.4175633957306113,3.132311186758834,-0.0019511486117569524,-0.0027663292350697858,-0.001155766215533856,-0.006115981211035001,-0.008503018180420981,-0.003731406794980514
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,reselected_policy,model_a minus model_b,ATP,US Open,4589,4587,2,2,2,0,0,38,tour-Slam edition,2000,-2.979258730169302,-3.0502761847174535,-2.9063085303710925,-0.08720296490080663,-0.4582176430021068,0.3061447627378089,2.8920557652684953,2.488500648832276,3.330312022550936,-0.0014836965648192995,-0.002145736540016473,-0.0008612710990380009,-0.005927349916717069,-0.007795214643812617,-0.004190743493223958
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,reselected_policy,model_a minus model_b,WTA,Australian Open,4763,4763,0,0,0,0,0,38,tour-Slam edition,2000,-0.2744698740580061,-0.344904763636027,-0.20941709315735485,-0.020995171110644553,-0.37752073904361716,0.33557222966057193,0.2534747029473616,-0.1106698866039612,0.624455545831291,0.0005790380058928551,2.5669275993449494e-05,0.0011246032774466241,0.0013695027845665958,-5.665358461200258e-05,0.0026982739388963983
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,reselected_policy,model_a minus model_b,WTA,Roland Garros,4755,4755,0,0,0,0,0,38,tour-Slam edition,2000,-0.18914207548558465,-0.2507612964420167,-0.13085271342792545,-0.08412197686645637,-0.5261081294299643,0.33621215566101,0.10502009861912828,-0.3763432556651103,0.5444889744525914,0.00070954996961336,0.0002284599558734322,0.001198497804505512,0.001739138256662131,0.0005490130930761099,0.0029067159067403107
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,reselected_policy,model_a minus model_b,WTA,Wimbledon,4635,4635,0,0,0,0,0,37,tour-Slam edition,2000,-0.19181568798547355,-0.2512240290640786,-0.13824855427898478,-0.1725997842502697,-0.47536732929991354,0.15079788253749782,0.019215903735203852,-0.31247125711502216,0.362519540261376,0.00022621631495577788,-0.0002290327093291419,0.0006674239371321864,0.0005300163239768377,-0.0005277346842043199,0.001603846426693235
rating-history-sensitivities-v1,full_primary_1988_2025,retirement_strict_skip,reselected_policy,model_a minus model_b,WTA,US Open,4758,4757,1,1,1,0,0,38,tour-Slam edition,2000,-0.21685697050968733,-0.2887824907766883,-0.14452097378404063,0.1681732184149674,-0.29430467923592923,0.6491127743206168,0.38503018892465474,-0.09324943411966753,0.8715309818064007,0.0005299573235224184,3.866304021359924e-05,0.0009767518997189802,0.0011414967510238528,1.8763406520337443e-06,0.002208915992900678
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_current,fixed_primary,model_a minus model_b,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_current,fixed_primary,model_a minus model_b,ATP,Roland Garros,3036,3034,2,2,2,0,0,25,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_current,fixed_primary,model_a minus model_b,ATP,Wimbledon,2933,2933,0,0,0,0,0,24,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_current,fixed_primary,model_a minus model_b,ATP,US Open,2992,2991,1,1,1,0,0,25,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_current,fixed_primary,model_a minus model_b,WTA,Australian Open,2382,2382,0,0,0,0,0,19,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_current,fixed_primary,model_a minus model_b,WTA,Roland Garros,2368,2368,0,0,0,0,0,19,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_current,fixed_primary,model_a minus model_b,WTA,Wimbledon,2242,2242,0,0,0,0,0,18,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_current,fixed_primary,model_a minus model_b,WTA,US Open,2375,2375,0,0,0,0,0,19,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_keep_one,fixed_primary,model_a minus model_b,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-1.0683068355268807e-07,-1.7557553640822395e-07,-4.872310795798153e-08,0.0,0.0,0.0,1.0683068355268807e-07,4.87231079579815e-08,1.7557553640822395e-07,-2.748527271604053e-10,-6.933108633836002e-10,2.965308083966454e-11,-6.300317773311222e-10,-1.4790758610758567e-09,-2.0600039656608424e-11
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_keep_one,fixed_primary,model_a minus model_b,ATP,Roland Garros,3036,3034,2,2,2,0,0,25,tour-Slam edition,2000,-4.0678404314510156e-07,-1.1436945143139224e-06,-2.1722804454912814e-08,0.0,0.0,0.0,4.0678404314510156e-07,2.1722804454912814e-08,1.1436945143139224e-06,5.574565789450417e-08,-7.145578000358334e-11,1.6833192859898888e-07,1.3913504042585817e-07,-2.2368296373032258e-10,4.2012426172098325e-07
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_keep_one,fixed_primary,model_a minus model_b,ATP,Wimbledon,2933,2933,0,0,0,0,0,24,tour-Slam edition,2000,-6.125311113195236e-07,-1.7261591342114561e-06,-3.2167412220430165e-08,0.0,0.0,0.0,6.125311113195236e-07,3.216741222043016e-08,1.7261591342114561e-06,-1.2377322815419109e-08,-3.701023100402655e-08,-9.846012023669047e-12,-3.3974713599103925e-08,-1.0172016015236999e-07,-3.170758389293831e-11
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_keep_one,fixed_primary,model_a minus model_b,ATP,US Open,2992,2991,1,1,1,0,0,25,tour-Slam edition,2000,-2.3483348949430725e-07,-5.920164036244672e-07,-3.601763854962361e-08,0.0,0.0,0.0,2.3483348949430725e-07,3.601763854962359e-08,5.920164036244672e-07,1.6082576838899138e-08,-6.902985994937564e-10,4.9202049854328685e-08,3.759291934193486e-08,-1.5975722862468549e-09,1.1505040277941908e-07
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_keep_one,fixed_primary,model_a minus model_b,WTA,Australian Open,2382,2382,0,0,0,0,0,19,tour-Slam edition,2000,6.017549993045801e-05,3.983342626133625e-05,8.167705593982665e-05,0.0,0.0,0.0,-6.017549993045801e-05,-8.167705593982665e-05,-3.9833426261336256e-05,-1.1978395346309517e-07,-2.5078254554457897e-07,-1.617284493253629e-08,-3.4017058663104e-07,-7.416007179750242e-07,-3.6449700429141615e-08
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_keep_one,fixed_primary,model_a minus model_b,WTA,Roland Garros,2368,2368,0,0,0,0,0,19,tour-Slam edition,2000,0.00012013396178145752,8.091928385104738e-05,0.00016034356200938756,0.0,0.0,0.0,-0.00012013396178145752,-0.00016034356200938756,-8.091928385104739e-05,-2.3601441087370053e-07,-3.714866781472598e-07,-1.0705235809904336e-07,-5.480830701479725e-07,-8.333195504618153e-07,-2.615165770733117e-07
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_keep_one,fixed_primary,model_a minus model_b,WTA,Wimbledon,2242,2242,0,0,0,0,0,18,tour-Slam edition,2000,4.4184275235882794e-05,2.617904658526681e-05,6.612535309985293e-05,0.0,0.0,0.0,-4.4184275235882794e-05,-6.612535309985295e-05,-2.6179046585266824e-05,-1.0469582004676651e-07,-2.395963545482978e-07,-1.0769151395398607e-08,-2.215919033287305e-07,-4.962809997763988e-07,-3.107892042299391e-08
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_keep_one,fixed_primary,model_a minus model_b,WTA,US Open,2375,2375,0,0,0,0,0,19,tour-Slam edition,2000,5.18472728703943e-05,3.685643405131379e-05,6.84494438847762e-05,0.0,0.0,0.0,-5.18472728703943e-05,-6.844944388477622e-05,-3.685643405131379e-05,-4.607194968660846e-08,-1.0386617601188652e-07,2.8649973020431033e-10,-1.6321590689920795e-07,-2.842483068731575e-07,-5.772626514772566e-08
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_skip_all,fixed_primary,model_a minus model_b,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,1.4301773438431974e-08,4.477147467864752e-09,2.762240367450522e-08,0.0,0.0,0.0,-1.4301773438431974e-08,-2.7622403674505227e-08,-4.477147467864752e-09,1.270171767328957e-11,-7.595543235615726e-11,9.796638608712644e-11,1.6128311217545284e-11,-2.041485816695731e-10,2.0593741166170504e-10
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_skip_all,fixed_primary,model_a minus model_b,ATP,Roland Garros,3036,3034,2,2,2,0,0,25,tour-Slam edition,2000,-6.484433128442474e-07,-2.116999883444476e-06,1.2496379356022412e-07,0.0,0.0,0.0,6.484433128442474e-07,-1.2496379356022415e-07,2.116999883444476e-06,1.1146435055176278e-07,-4.356124219591416e-10,3.362343247819183e-07,2.7835079041810706e-07,-9.119750885860719e-10,8.395956623376487e-07
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_skip_all,fixed_primary,model_a minus model_b,ATP,Wimbledon,2933,2933,0,0,0,0,0,24,tour-Slam edition,2000,-1.0588224716518582e-06,-3.2827831337206385e-06,7.344174970952034e-08,0.0,0.0,0.0,1.0588224716518582e-06,-7.344174970952034e-08,3.2827831337206385e-06,-2.4354487148892316e-08,-7.362155230094353e-08,1.642600389660972e-10,-6.702183795515118e-08,-2.0249046606914487e-07,3.9957874648829476e-10
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_skip_all,fixed_primary,model_a minus model_b,ATP,US Open,2992,2991,1,1,1,0,0,25,tour-Slam edition,2000,-3.180632432938874e-07,-9.925642978488187e-07,2.9443725238591728e-08,0.0,0.0,0.0,3.180632432938874e-07,-2.944372523859173e-08,9.925642978488187e-07,3.281829687151679e-08,-1.1085920941889513e-10,9.905835002431665e-08,7.6766076076978e-08,-1.5615651557336801e-10,2.3165246667519168e-07
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_skip_all,fixed_primary,model_a minus model_b,WTA,Australian Open,2382,2382,0,0,0,0,0,19,tour-Slam edition,2000,0.00011476338410137446,7.701092077452933e-05,0.00015751458973697514,0.0,0.0,0.0,-0.00011476338410137446,-0.00015751458973697514,-7.701092077452935e-05,-2.3011599042099966e-07,-4.924722513202084e-07,-2.3177955991749687e-08,-6.537493915126537e-07,-1.434775785666277e-06,-3.4447051518627094e-08
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_skip_all,fixed_primary,model_a minus model_b,WTA,Roland Garros,2368,2368,0,0,0,0,0,19,tour-Slam edition,2000,0.00023237108608229292,0.0001560958253657021,0.0003166829429583649,0.0,0.0,0.0,-0.00023237108608229292,-0.00031668294295836497,-0.00015609582536570214,-4.561753291266225e-07,-7.230312266052715e-07,-2.1207673414919388e-07,-1.0594783760219294e-06,-1.6575558520158958e-06,-5.161285547652782e-07
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_skip_all,fixed_primary,model_a minus model_b,WTA,Wimbledon,2242,2242,0,0,0,0,0,18,tour-Slam edition,2000,8.40930394122107e-05,4.742205293241049e-05,0.00012176417704685153,0.0,0.0,0.0,-8.40930394122107e-05,-0.00012176417704685153,-4.74220529324105e-05,-2.00797297751962e-07,-4.831590162594355e-07,-1.621534167160656e-08,-4.2504974594193043e-07,-9.881459852793512e-07,-5.088907319023526e-08
rating-history-sensitivities-v1,frozen_market_common,probable_duplicates_skip_all,fixed_primary,model_a minus model_b,WTA,US Open,2375,2375,0,0,0,0,0,19,tour-Slam edition,2000,9.88093281481078e-05,7.069466478662618e-05,0.00013164668774912855,0.0,0.0,0.0,-9.88093281481078e-05,-0.00013164668774912858,-7.069466478662619e-05,-8.794449671481025e-08,-2.047089024405767e-07,-1.7060677729570756e-09,-3.114811602963049e-07,-5.470597673448415e-07,-1.1296516536175245e-07
rating-history-sensitivities-v1,frozen_market_common,retirement_full_update,fixed_primary,model_a minus model_b,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,retirement_full_update,fixed_primary,model_a minus model_b,ATP,Roland Garros,3036,3034,2,2,2,0,0,25,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,retirement_full_update,fixed_primary,model_a minus model_b,ATP,Wimbledon,2933,2933,0,0,0,0,0,24,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,retirement_full_update,fixed_primary,model_a minus model_b,ATP,US Open,2992,2991,1,1,1,0,0,25,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,retirement_full_update,fixed_primary,model_a minus model_b,WTA,Australian Open,2382,2382,0,0,0,0,0,19,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,retirement_full_update,fixed_primary,model_a minus model_b,WTA,Roland Garros,2368,2368,0,0,0,0,0,19,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,retirement_full_update,fixed_primary,model_a minus model_b,WTA,Wimbledon,2242,2242,0,0,0,0,0,18,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,retirement_full_update,fixed_primary,model_a minus model_b,WTA,US Open,2375,2375,0,0,0,0,0,19,tour-Slam edition,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rating-history-sensitivities-v1,frozen_market_common,retirement_half_result_delta,fixed_primary,model_a minus model_b,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-0.06790685986099643,-0.10627652589873428,-0.030096538073909756,0.2704530087897228,-0.06671784315241193,0.6190194577878801,0.3383598686507192,0.0032691914179549756,0.681414201784789,3.2889636455118795e-05,-0.000214546044879557,0.0002637287614863573,1.5923939163516457e-06,-0.0005332972173682486,0.0004983311642964878
rating-history-sensitivities-v1,frozen_market_common,retirement_half_result_delta,fixed_primary,model_a minus model_b,ATP,Roland Garros,3036,3034,2,2,2,0,0,25,tour-Slam edition,2000,-0.05423722140378127,-0.08081033368688863,-0.027072831880464186,-0.16479894528675015,-0.6279802913357305,0.29683622140258664,-0.1105617238829689,-0.5822744618438547,0.3586470455956208,0.00011892742346770305,-0.00014858881704622872,0.0003699248663379751,0.0002071853001707909,-0.000361839586221783,0.00075774608849638
rating-history-sensitivities-v1,frozen_market_common,retirement_half_result_delta,fixed_primary,model_a minus model_b,ATP,Wimbledon,2933,2933,0,0,0,0,0,24,tour-Slam edition,2000,-0.05139464228014699,-0.08664343352223368,-0.017216890219859494,0.17047391749062393,-0.20415454729656227,0.5458934329161149,0.22186855977077094,-0.13336429611696332,0.5667193356023333,2.2599271959744558e-05,-0.00022463145872440946,0.00027310513031823363,-1.377276701940616e-05,-0.0005711435930711868,0.0005409224093043412
rating-history-sensitivities-v1,frozen_market_common,retirement_half_result_delta,fixed_primary,model_a minus model_b,ATP,US Open,2992,2991,1,1,1,0,0,25,tour-Slam edition,2000,-0.07406551200361156,-0.1050601250725657,-0.04069824841480519,-0.20060180541624878,-0.5023611191597004,0.1001009353813092,-0.12653629341263722,-0.4296463242870335,0.17162261036317997,3.6228318610532196e-05,-0.00018776286240240346,0.00026250177053706883,2.9930756280758514e-05,-0.0004705564572600233,0.0005147498601475746
rating-history-sensitivities-v1,frozen_market_common,retirement_half_result_delta,fixed_primary,model_a minus model_b,WTA,Australian Open,2382,2382,0,0,0,0,0,19,tour-Slam edition,2000,-0.18078609123577216,-0.23599223119894913,-0.13067011836980058,0.08396305625524769,-0.25210084033613445,0.4185895642577335,0.26474914749101985,-0.08449534099307034,0.608424409060456,0.00013262743696229568,-0.00036586822572862827,0.0006929083950748522,0.0001593874821861585,-0.001088501816869147,0.0015420833057507354
rating-history-sensitivities-v1,frozen_market_common,retirement_half_result_delta,fixed_primary,model_a minus model_b,WTA,Roland Garros,2368,2368,0,0,0,0,0,19,tour-Slam edition,2000,-0.09922879641439254,-0.1503092539232842,-0.0541065969248651,-0.08445945945945946,-0.5496828752642706,0.338409475465313,0.014769336954933087,-0.47620062116038875,0.46269126133833094,0.0004650259023796203,8.717730133558619e-05,0.0008191154101121285,0.0010588809494115486,0.00018929169972956215,0.0018729308875813308
rating-history-sensitivities-v1,frozen_market_common,retirement_half_result_delta,fixed_primary,model_a minus model_b,WTA,Wimbledon,2242,2242,0,0,0,0,0,18,tour-Slam edition,2000,-0.11864861220254046,-0.16656718642829046,-0.07245383578961105,0.2230151650312221,-0.13374944271065536,0.6222360616844602,0.34166377723376257,-0.025650472277530444,0.7418194606537944,4.0232631485808527e-05,-0.000329673910298061,0.00034269836783916755,8.314811723136945e-05,-0.0007821676656059708,0.0007763709488417894
rating-history-sensitivities-v1,frozen_market_common,retirement_half_result_delta,fixed_primary,model_a minus model_b,WTA,US Open,2375,2375,0,0,0,0,0,19,tour-Slam edition,2000,-0.1531061729586901,-0.20749029973687616,-0.0985795424512567,0.16842105263157894,-0.2528471655193439,0.5882352941176471,0.32152722559026903,-0.13539332163492332,0.747972858973922,0.000173495225721916,-0.00017647044494397847,0.0005121578404117862,0.0004593771140795357,-0.0003608360729047643,0.0012564287616573097
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,fixed_primary,model_a minus model_b,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-0.16446156587642366,-0.239251203931124,-0.09021741584974872,0.10141987829614604,-0.4645299094357182,0.6425648770198787,0.2658814441725697,-0.2891593110653192,0.8104432943597007,0.0002202492196596568,-0.00030760004772843904,0.000711497784876924,0.000317303135576223,-0.0007754643997143596,0.0014221540442215866
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,fixed_primary,model_a minus model_b,ATP,Roland Garros,3036,3034,2,2,2,0,0,25,tour-Slam edition,2000,-0.12949876723982942,-0.18579445740704303,-0.07449986866914804,-0.06591957811470006,-0.5625786918931595,0.45606705476337756,0.06357918912512936,-0.44114147101343104,0.5748641280422955,0.0003722823037035393,-0.00016419555681843328,0.0008644636261049271,0.0006941161157250342,-0.00045507755360719944,0.0017858783074436264
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,fixed_primary,model_a minus model_b,ATP,Wimbledon,2933,2933,0,0,0,0,0,24,tour-Slam edition,2000,-0.12664363746293356,-0.19820409509800457,-0.05868036805430923,0.0,-0.5126452494873548,0.48127331722494376,0.12664363746293356,-0.3611758070423566,0.5857785556539947,0.00016218405545779906,-0.0003352290378509,0.0006705614420291825,0.00021578388228170932,-0.0009077095147088679,0.0013696023919684734
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,fixed_primary,model_a minus model_b,ATP,US Open,2992,2991,1,1,1,0,0,25,tour-Slam edition,2000,-0.1717354293569616,-0.23061474466343637,-0.10602200448967916,-0.23403543965229023,-0.7692372030779524,0.3028596402971611,-0.06230001029532863,-0.6025816829086865,0.5159285499374742,0.00020341197823400692,-0.0002566418818890358,0.0006744667934176133,0.0003363978820965546,-0.0006786188490686432,0.0013423875748683038
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,fixed_primary,model_a minus model_b,WTA,Australian Open,2382,2382,0,0,0,0,0,19,tour-Slam edition,2000,-0.39450064540397994,-0.5004328589334645,-0.2971476270533891,-0.041981528127623846,-0.4643309413254537,0.4205258694108418,0.3525191172763561,-0.11856082774289028,0.8704716833684031,0.000466824652513568,-0.0005271001076737845,0.0015457332567631252,0.0008582346074859898,-0.001660757528475592,0.003535299954394824
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,fixed_primary,model_a minus model_b,WTA,Roland Garros,2368,2368,0,0,0,0,0,19,tour-Slam edition,2000,-0.24171867693626176,-0.3395522406667207,-0.14617825002466817,-0.04222972972972973,-0.6318583061866112,0.5469251451090359,0.19948894720653204,-0.4162893226841202,0.8220000790915415,0.001127056101309698,0.00037364219556060854,0.0018947459012958966,0.002633149259330582,0.0009172209542496027,0.0043632357804514205
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,fixed_primary,model_a minus model_b,WTA,Wimbledon,2242,2242,0,0,0,0,0,18,tour-Slam edition,2000,-0.2681510617288478,-0.36483183318058665,-0.17276420617536464,-0.1784121320249777,-0.7589285714285714,0.4007168398360262,0.08973892970387012,-0.546515414060027,0.713186074910919,0.00023314185575637293,-0.0005174712466771214,0.0008507089924294107,0.0005538391297324842,-0.0011890989084142956,0.002046385680401279
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,fixed_primary,model_a minus model_b,WTA,US Open,2375,2375,0,0,0,0,0,19,tour-Slam edition,2000,-0.34681131814700883,-0.44895421880839026,-0.24711521832245778,0.0,-0.800353854503041,0.8857115781943206,0.34681131814700883,-0.5056439215383094,1.2656866295885048,0.0005563325957690196,-0.00021729961036514076,0.001261636765969513,0.001446639514583072,-0.00034947138512941855,0.003081076701738619
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,reselected_policy,model_a minus model_b,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-0.16446156587642366,-0.23952674590521492,-0.08858680245444078,0.10141987829614604,-0.4407304992379808,0.678121738493557,0.2658814441725697,-0.29160808219612383,0.8464465627735981,0.0002202492196596568,-0.0002978578418037797,0.0007488145774785951,0.000317303135576223,-0.0007259826551146472,0.001434117699463054
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,reselected_policy,model_a minus model_b,ATP,Roland Garros,3036,3034,2,2,2,0,0,25,tour-Slam edition,2000,-0.12949876723982942,-0.18217886703201278,-0.07931712176455259,-0.06591957811470006,-0.5618349826136811,0.42735042735042733,0.06357918912512936,-0.44240027347136546,0.5605643791081485,0.0003722823037035393,-0.00013229679848079844,0.000878747525442253,0.0006941161157250342,-0.00040997554681526416,0.001813677530107156
rating-history-sensitivities-v1,frozen_market_common,retirement_no_result_delta,reselected_policy,model_a minus model_b,ATP,Wimbledon,2933,2933,0,0,0,0,0,24,tour-Slam edition,2000,-0.12664363746293356,-0.1960668198957323,-0.0592349656166303,0.0,-0.5147587737131293,0.5105600901835018,0.12664363746293356,-0.347893246327713,0.6012016790129368,0.00016218405545779906,-0.0003296125291271145,0.0006832276043337068,0.00021578388228170932,-0.0009087160919720277,0.0013966937325945031
