analysis_version,sample,variant_label,comparison_model,difference_direction,market_brier_better,market_log_loss_better,market_proper_score_advantage_both,bootstrap_seed,tour,slam,score_matches,paired_upset_matches,paired_upset_exclusions_due_to_either_tie,primary_exact_ties,variant_exact_ties,ties_created,ties_removed,editions,bootstrap_unit,bootstrap_replicates,expected_per_100,expected_per_100_ci_lower,expected_per_100_ci_upper,actual_per_100,actual_per_100_ci_lower,actual_per_100_ci_upper,excess_per_100,excess_per_100_ci_lower,excess_per_100_ci_upper,brier_score,brier_score_ci_lower,brier_score_ci_upper,log_loss,log_loss_ci_lower,log_loss_ci_upper
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,4947309367606135747,WTA,Roland Garros,2368,2365,3,3,3,0,0,19,tour-Slam edition,2000,-1.1662280880426494,-1.2419297877622164,-1.0958210425298647,0.0,0.0,0.0,1.1662280880426494,1.0958210425298647,1.2419297877622162,-0.0004798037963032029,-0.0008029183045070043,-0.00014781933111728793,-0.0023810864461540513,-0.0036805771800768657,-0.0010931643420067757
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,2733627804923964089,WTA,Wimbledon,2242,2241,1,1,1,0,0,18,tour-Slam edition,2000,-1.1634557475897305,-1.2515271819263099,-1.0830637727840196,0.0,0.0,0.0,1.1634557475897305,1.0830637727840196,1.2515271819263099,-0.00018514303743330857,-0.0005157379351059447,0.0001264442284112478,-0.0011031884081157063,-0.002222568295080872,8.32898475720085e-05
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,10465882069284654832,WTA,US Open,2375,2371,4,4,4,0,0,19,tour-Slam edition,2000,-1.179896068056604,-1.2526665325158068,-1.106932585657527,0.0,0.0,0.0,1.179896068056604,1.106932585657527,1.2526665325158068,-0.0005417415425244336,-0.0007727488793162061,-0.0003021452674556485,-0.002162994782049952,-0.0031825788903736005,-0.0010941435781857548
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,17677944457064138446,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-4.6843938460546966,-5.247991745334095,-4.186654404124246,-2.839756592292089,-4.093948580131842,-1.532999818857953,1.8446372537626075,0.5650791925639848,3.1228736182723424,-0.016011523267601028,-0.01900267144889508,-0.013079711069301274,-0.04317698188402141,-0.05083178486280987,-0.035613371239825546
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,10225418717315592862,ATP,Roland Garros,3036,3033,3,2,1,1,2,25,tour-Slam edition,2000,-4.7819887601410835,-5.405579154144813,-4.123180544647082,-4.549950544015825,-6.186288213515496,-3.086737137383691,0.2320382161252578,-1.4744855707924749,1.8733173918631454,-0.021491282766190726,-0.0262222914321812,-0.016971399882669765,-0.05308732375287607,-0.0638851615754112,-0.042772096154928246
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,993116074169657675,ATP,Wimbledon,2933,2930,3,0,3,3,0,24,tour-Slam edition,2000,-4.295496690313197,-4.9329908897086625,-3.652620092903331,-5.221843003412969,-6.99929067811126,-3.1511052267152926,-0.9263463130997727,-3.0268854238391447,1.3561172173498173,-0.024328549359341433,-0.029248543748100868,-0.01919684164473345,-0.06006464067921074,-0.0708620013435646,-0.04877219433532183
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,10804878850058211758,ATP,US Open,2992,2986,6,1,5,5,1,25,tour-Slam edition,2000,-4.696197641763591,-5.30547442763554,-4.124059676505173,-2.2772940388479572,-3.3490741277313356,-1.1720583386017407,2.4189036029156346,1.1873575808337393,3.6726989411799855,-0.012394907504042037,-0.016009946799565737,-0.009322429539589361,-0.03126014602172226,-0.04006063006532011,-0.024001493462000936
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,11724840447416742121,WTA,Australian Open,2382,2380,2,0,2,2,0,19,tour-Slam edition,2000,0.3251483881351884,-0.1280227396068304,0.780944007494068,-1.8067226890756305,-3.117790741417769,-0.5487431766175608,-2.131871077210819,-3.5200501480032895,-0.8464686380515287,-0.01327565808863623,-0.016858755529333736,-0.009576300143098035,-0.031414535577098814,-0.04036510150496366,-0.022029440377090596
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,16104407616805151850,WTA,Roland Garros,2368,2365,3,0,3,3,0,19,tour-Slam edition,2000,0.035788415949604115,-0.3423583587273421,0.4054249831394196,-2.7906976744186047,-4.888740401397326,-0.8499426886410998,-2.826486090368209,-4.829955034171626,-0.9320511631973032,-0.017293223080351156,-0.020845997361533766,-0.013701772760458317,-0.04244592700482251,-0.051346049826990724,-0.033215220587101316
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,16562163791017382991,WTA,Wimbledon,2242,2241,1,0,1,1,0,18,tour-Slam edition,2000,0.14702303934420616,-0.2668674673529916,0.5514712684199186,-3.078982597054886,-4.411863094925749,-1.739388045455369,-3.2260056363990923,-4.825611198027479,-1.5627701497683333,-0.014085060657461543,-0.01896121449027874,-0.009040286110079662,-0.036293327851801095,-0.048250433056049605,-0.024034683901412755
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,12648357923187480383,WTA,US Open,2375,2371,4,0,4,4,0,19,tour-Slam edition,2000,-0.4032243558462033,-0.7401349944211473,-0.08689809800832367,-2.2775200337410375,-3.648783449399043,-0.8413878729186666,-1.8742956778948343,-3.1938663250520856,-0.4017973884571543,-0.012135884599080184,-0.017743480076060303,-0.007084218258135535,-0.02975939123860285,-0.043630259169668194,-0.017616817616566322
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,10553955418252621543,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-5.14108465686144,-5.689099984694003,-4.614091363289926,-2.704530087897228,-4.005513742199137,-1.4332641311933012,2.4365545689642127,1.1243965764360409,3.617198867169566,-0.015846602610874453,-0.01871018593615718,-0.012804742392425869,-0.0432811326550417,-0.050390477462881895,-0.03577133004480205
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,12237681618515409893,ATP,Roland Garros,3036,3033,3,2,1,1,2,25,tour-Slam edition,2000,-5.953630158681264,-6.551398366219535,-5.329864196449117,-4.187273326739202,-5.804931171456638,-2.684643771169398,1.7663568319420628,-0.012706645132835339,3.385304886916017,-0.019085226392342912,-0.023047290160695837,-0.015145931260235085,-0.048656091388117766,-0.058172572453830645,-0.03906054829103157
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,12585564499928205884,ATP,Wimbledon,2933,2930,3,0,3,3,0,24,tour-Slam edition,2000,-6.742474707551268,-7.325628905665877,-6.118290576252795,-4.6416382252559725,-6.440810588973968,-2.7115891641315386,2.100836482295295,0.06495903431126274,4.286246379713442,-0.0236521418294478,-0.028004883391284194,-0.019251922852222162,-0.0596722151585254,-0.06959236545250169,-0.04963749209964173
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,15543024017916954259,ATP,US Open,2992,2986,6,1,5,5,1,25,tour-Slam edition,2000,-5.40265707931651,-5.9928648146897645,-4.83390142714639,-2.1098459477561957,-3.456297773346627,-0.907242831842111,3.2928111315603146,1.914427507130014,4.5479379014957,-0.012071479220903911,-0.015545155036136082,-0.009219354517524174,-0.031141447434168305,-0.039653421915469396,-0.024330342607466138
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,694641075765035541,WTA,Australian Open,2382,2380,2,0,2,2,0,19,tour-Slam edition,2000,-0.019223830251175855,-0.4935431561779833,0.46369929630968154,-1.6806722689075633,-2.821141830123369,-0.37782978930311373,-1.6614484386563872,-3.035771220779897,-0.3109978152255326,-0.012502139182483007,-0.015684602888395776,-0.008819980922587635,-0.029589579442520518,-0.037673652741268104,-0.02071928213973427
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,12875761352076441678,WTA,Roland Garros,2368,2365,3,0,3,3,0,19,tour-Slam edition,2000,-1.2455623428446996,-1.5808420006545714,-0.9373984298369754,-2.6215644820295982,-4.44355105147341,-1.0169168752734603,-1.3760021391848987,-3.1102004807071544,0.11031503005555374,-0.015922027377451523,-0.018886435728824136,-0.013278700099972252,-0.038986742021313005,-0.046420645320016794,-0.03206227621133044
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,13950764628327472484,WTA,Wimbledon,2242,2241,1,0,1,1,0,18,tour-Slam edition,2000,-2.178073450924096,-2.668325512075108,-1.7218641059449942,-2.4096385542168672,-3.745026155314005,-0.9834599910594546,-0.2315651032927712,-1.8311147553488438,1.5149004957385372,-0.011754786383468115,-0.015803705968062243,-0.007428471898202765,-0.029356101712590253,-0.03848879476859669,-0.01946193664421814
market-probability-sensitivities-v1,primary_completed_non_retirement,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,147927279050309560,WTA,US Open,2375,2371,4,0,4,4,0,19,tour-Slam edition,2000,-0.7156351056711684,-1.0607415425005917,-0.3643721714353067,-2.6571067060312106,-3.953151570679514,-1.3420574422747749,-1.9414716003600423,-3.191322969619862,-0.6107531026857242,-0.011960370060638046,-0.01694455181565106,-0.006916820773422022,-0.02953285206977738,-0.042350704012442675,-0.01636613277735449
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,3092908580704387426,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-1.3263873732494609,-1.403929560746719,-1.2530287264719469,0.0,0.0,0.0,1.3263873732494609,1.2530287264719469,1.403929560746719,-0.0010870687908888805,-0.0013553770555439178,-0.0008130950615637005,-0.004976566531745466,-0.0058864747426235755,-0.0040316109066078605
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,2525946505352648010,ATP,Roland Garros,3036,3035,1,1,1,0,0,25,tour-Slam edition,2000,-1.329854559247995,-1.4186310650494087,-1.2474740408117315,0.0,0.0,0.0,1.329854559247995,1.2474740408117315,1.4186310650494087,-0.0008667845769763003,-0.0012090532951485502,-0.0005463733034189496,-0.003841578006013879,-0.005073535883599778,-0.0026044453889779843
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,9937552253230786463,ATP,Wimbledon,2933,2930,3,3,3,0,0,24,tour-Slam edition,2000,-1.3241864582135858,-1.4114477984028817,-1.2474593648189707,0.0,0.0,0.0,1.3241864582135858,1.2474593648189707,1.4114477984028817,-0.0010609744026996452,-0.0014920941833930347,-0.0006613768134964987,-0.004054706139683777,-0.005567100117227643,-0.0025249680928719313
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,5437778637229235977,ATP,US Open,2992,2987,5,5,5,0,0,25,tour-Slam edition,2000,-1.3147581647513555,-1.408141384260273,-1.2380958221139555,0.03347840642785403,0.0,0.10080645161290322,1.3482365711792095,1.2531049950778388,1.4657671616691004,-0.0006551857608553548,-0.0010820405158952764,-0.000260461318970807,-0.0030631897588533318,-0.004606085557671237,-0.0015779380724000858
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,8723383584742784431,WTA,Australian Open,2382,2380,2,2,2,0,0,19,tour-Slam edition,2000,-1.186872151155839,-1.2571942819903066,-1.1188238062282887,0.0,0.0,0.0,1.186872151155839,1.1188238062282887,1.2571942819903066,-0.0005482702704513124,-0.0008461399233163223,-0.00018115600656510027,-0.002469892598861352,-0.0035988455710382595,-0.0011714177409571278
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,275460292600189898,WTA,Roland Garros,2368,2365,3,3,3,0,0,19,tour-Slam edition,2000,-1.1662280880426494,-1.2440638691286094,-1.0943048437039535,0.0,0.0,0.0,1.1662280880426494,1.0943048437039535,1.2440638691286092,-0.0004798037963032029,-0.0007748746687120662,-0.00016837462259005243,-0.0023810864461540513,-0.003596806901619509,-0.0011664938323586488
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,5972838784167817619,WTA,Wimbledon,2242,2241,1,1,1,0,0,18,tour-Slam edition,2000,-1.1634557475897305,-1.2488201025960175,-1.0821671868101677,0.0,0.0,0.0,1.1634557475897305,1.0821671868101677,1.2488201025960175,-0.00018514303743330857,-0.0005214572009065755,0.000145246389762521,-0.0011031884081157063,-0.0021733555321546737,5.749276623372613e-05
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,11561694555131971862,WTA,US Open,2375,2371,4,4,4,0,0,19,tour-Slam edition,2000,-1.179896068056604,-1.2514054770714536,-1.10949755508345,0.0,0.0,0.0,1.179896068056604,1.10949755508345,1.2514054770714536,-0.0005417415425244336,-0.0007773059626445707,-0.0003025901932016587,-0.002162994782049952,-0.0031852875023251456,-0.0011406135483191637
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,13563921642485630952,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-4.6843938460546966,-5.2024361446838325,-4.169661300798311,-2.839756592292089,-4.097473598070293,-1.4950223226716506,1.8446372537626075,0.5756858149032229,3.0943443959790904,-0.016011523267601028,-0.018895313059579057,-0.012811170465696367,-0.04317698188402141,-0.050424339995692395,-0.03516441398372683
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,3504598507926646576,ATP,Roland Garros,3036,3033,3,2,1,1,2,25,tour-Slam edition,2000,-4.7819887601410835,-5.3950035754729635,-4.171760498226506,-4.549950544015825,-6.1636942621400435,-3.0400419501190554,0.2320382161252578,-1.5347173470448225,1.89130779640585,-0.021491282766190726,-0.02616333806578925,-0.016897554596935236,-0.05308732375287607,-0.06374744210917713,-0.042322490800929494
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,6440874596480443590,ATP,Wimbledon,2933,2930,3,0,3,3,0,24,tour-Slam edition,2000,-4.295496690313197,-4.924807027756905,-3.6135466983195648,-5.221843003412969,-7.147841262569025,-3.2641585218904834,-0.9263463130997727,-3.176565287718985,1.276401562263089,-0.024328549359341433,-0.029727790982214043,-0.019063487853780373,-0.06006464067921074,-0.07176058752236232,-0.048534816028293175
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,2240596657363726448,ATP,US Open,2992,2986,6,1,5,5,1,25,tour-Slam edition,2000,-4.696197641763591,-5.280506671423397,-4.128487768548759,-2.2772940388479572,-3.358148022743258,-1.209636826152847,2.4189036029156346,1.2172594853684084,3.6252886621092295,-0.012394907504042037,-0.016099466168679084,-0.00924765733593253,-0.03126014602172226,-0.039856014730152635,-0.024125137760308692
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,6596476927203492739,WTA,Australian Open,2382,2380,2,0,2,2,0,19,tour-Slam edition,2000,0.3251483881351884,-0.16503219482868794,0.8008258462749381,-1.8067226890756305,-3.1015551816044193,-0.46295809376898994,-2.131871077210819,-3.442196967442545,-0.7981571581237554,-0.01327565808863623,-0.016705044066993767,-0.009502714495635596,-0.031414535577098814,-0.0401696527126286,-0.021918048764467932
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,4754349631367281681,WTA,Roland Garros,2368,2365,3,0,3,3,0,19,tour-Slam edition,2000,0.035788415949604115,-0.3589015116913416,0.4145861796277787,-2.7906976744186047,-4.832607403620156,-0.8819323334496032,-2.826486090368209,-4.802649190258969,-0.920268280452878,-0.017293223080351156,-0.020943721932647607,-0.013798705101518547,-0.04244592700482251,-0.05167571387724551,-0.033088873142125295
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,725784112917739162,WTA,Wimbledon,2242,2241,1,0,1,1,0,18,tour-Slam edition,2000,0.14702303934420616,-0.2753351132894865,0.5662779761901208,-3.078982597054886,-4.421616793211255,-1.6939293974898624,-3.2260056363990923,-4.869342214745673,-1.551406780321811,-0.014085060657461543,-0.0189949682747789,-0.00922404212749989,-0.036293327851801095,-0.048609719700170494,-0.02444511483607863
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,2194653645829405550,WTA,US Open,2375,2371,4,0,4,4,0,19,tour-Slam edition,2000,-0.4032243558462033,-0.7337944214839034,-0.09004486891207658,-2.2775200337410375,-3.6241045090602615,-0.8410164008662637,-1.8742956778948343,-3.178167012870191,-0.4025365097052423,-0.012135884599080184,-0.01736494203909664,-0.006956704724385375,-0.02975939123860285,-0.04247684488784269,-0.016882179901582924
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,7627838277001870002,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-5.14108465686144,-5.674981538569303,-4.609608117226123,-2.704530087897228,-4.035000156775094,-1.4114774188363886,2.4365545689642127,1.1416770720097147,3.68068260637282,-0.015846602610874453,-0.01872698378484505,-0.012816409113449946,-0.0432811326550417,-0.05022808364937922,-0.035605746086526696
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,2077751662315066061,ATP,Roland Garros,3036,3033,3,2,1,1,2,25,tour-Slam edition,2000,-5.953630158681264,-6.52887467244465,-5.361048918878116,-4.187273326739202,-5.787652305759082,-2.645024961177295,1.7663568319420628,0.005629297208018531,3.4354432851053556,-0.019085226392342912,-0.023138387629467093,-0.01510681349767511,-0.048656091388117766,-0.058172064001066705,-0.03908480879996436
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,7864291981975215890,ATP,Wimbledon,2933,2930,3,0,3,3,0,24,tour-Slam edition,2000,-6.742474707551268,-7.318738138999058,-6.0886820452066175,-4.6416382252559725,-6.489314490263779,-2.7790153002733597,2.100836482295295,0.05880689331084009,4.18119876228964,-0.0236521418294478,-0.02797897870786207,-0.019184166798801475,-0.0596722151585254,-0.06916864882195031,-0.04986290376477731
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,14998739918539934941,ATP,US Open,2992,2986,6,1,5,5,1,25,tour-Slam edition,2000,-5.40265707931651,-6.004201034517647,-4.878494143060211,-2.1098459477561957,-3.3567085764337596,-0.8707227860133363,3.2928111315603146,2.045877093077423,4.553305423788846,-0.012071479220903911,-0.015488728156203519,-0.00920334635710939,-0.031141447434168305,-0.03932097980392774,-0.02404548212464072
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,9425007303902074817,WTA,Australian Open,2382,2380,2,0,2,2,0,19,tour-Slam edition,2000,-0.019223830251175855,-0.4955399077127306,0.4529927361070297,-1.6806722689075633,-2.82001398421158,-0.5050134157351952,-1.6614484386563872,-2.976853250268981,-0.4237339608642642,-0.012502139182483007,-0.015738836362870143,-0.009077965900578258,-0.029589579442520518,-0.03798422808375166,-0.02127144968464792
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,16581801662416100071,WTA,Roland Garros,2368,2365,3,0,3,3,0,19,tour-Slam edition,2000,-1.2455623428446996,-1.5574659016274774,-0.9315228416852015,-2.6215644820295982,-4.49357246135344,-0.8503130551583692,-1.3760021391848987,-3.1597352460662025,0.347562870063323,-0.015922027377451523,-0.018773094467964473,-0.013160587907376647,-0.038986742021313005,-0.046375997193340034,-0.031721908985701285
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,1370350794644388106,WTA,Wimbledon,2242,2241,1,0,1,1,0,18,tour-Slam edition,2000,-2.178073450924096,-2.697544224002553,-1.696084865284441,-2.4096385542168672,-3.748368473895582,-0.982581509602501,-0.2315651032927712,-1.8601238513427252,1.5796284393388837,-0.011754786383468115,-0.01574256711719786,-0.0074117948135372334,-0.029356101712590253,-0.038702035931254763,-0.019253730226035035
market-probability-sensitivities-v1,balanced_variant_common,additive_primary_hierarchy_mean,surface_adjusted_elo,variant market minus comparison model,True,True,True,14377750112046361826,WTA,US Open,2375,2371,4,0,4,4,0,19,tour-Slam edition,2000,-0.7156351056711684,-1.0698389786145803,-0.3783152985271121,-2.6571067060312106,-3.964697477686459,-1.295326270952551,-1.9414716003600423,-3.139358186015025,-0.6300309769583942,-0.011960370060638046,-0.017000178791445348,-0.006758411547731849,-0.02953285206977738,-0.04205302065416312,-0.016462088781952086
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,16134876171281348329,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-1.3263873732494609,-1.4078624352358367,-1.258206827207512,0.0,0.0,0.0,1.3263873732494609,1.258206827207512,1.4078624352358367,-0.0010870687908888805,-0.0013501283311896507,-0.0008162955259240327,-0.004976566531745466,-0.005901049785109707,-0.004006245470249762
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,13971740221699962269,ATP,Roland Garros,3035,3034,1,1,1,0,0,25,tour-Slam edition,2000,-1.3297616564620778,-1.4247663979197096,-1.2489872697526185,0.0,0.0,0.0,1.3297616564620778,1.2489872697526185,1.4247663979197096,-0.0008633431320286867,-0.0011743348336816918,-0.0005369113632974017,-0.0038346618947468925,-0.005023000853473067,-0.0025726913909939826
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,8684660713888410938,ATP,Wimbledon,2931,2928,3,3,3,0,0,24,tour-Slam edition,2000,-1.3245797734798277,-1.407157961301598,-1.2470145734762468,0.0,0.0,0.0,1.3245797734798277,1.2470145734762468,1.4071579613015979,-0.0010578574799482324,-0.001467607728519299,-0.0006618422039495058,-0.004049252655477719,-0.0055700769438720675,-0.002503569123697301
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,14349833932698253125,ATP,US Open,2990,2985,5,5,5,0,0,25,tour-Slam edition,2000,-1.3152621881613298,-1.4060339973688,-1.234742414011458,0.03350083752093802,0.0,0.10101095154985353,1.3487630256822678,1.247699046523247,1.4677930451235703,-0.0006539138342120387,-0.0010842718398257345,-0.0002395242550496864,-0.0030600258855887825,-0.004565610530090573,-0.0015519073750241451
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,13143704908478209055,WTA,Australian Open,2382,2380,2,2,2,0,0,19,tour-Slam edition,2000,-1.186872151155839,-1.2586338452887273,-1.1188806994765996,0.0,0.0,0.0,1.186872151155839,1.1188806994765996,1.2586338452887273,-0.0005482702704513124,-0.0008556130638307077,-0.00017562370055525638,-0.002469892598861352,-0.0035780760377150055,-0.0010698530217607813
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,11077588482700205533,WTA,Roland Garros,2368,2365,3,3,3,0,0,19,tour-Slam edition,2000,-1.1662280880426494,-1.242089052796461,-1.0896541928930208,0.0,0.0,0.0,1.1662280880426494,1.0896541928930208,1.242089052796461,-0.0004798037963032029,-0.0007913443194463807,-0.00015839452391030448,-0.0023810864461540513,-0.003592458532183258,-0.0011242178143345812
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,9646596289194691034,WTA,Wimbledon,2242,2241,1,1,1,0,0,18,tour-Slam edition,2000,-1.1634557475897305,-1.2476250348377762,-1.0802605075938112,0.0,0.0,0.0,1.1634557475897305,1.080260507593811,1.2476250348377762,-0.00018514303743330857,-0.00051691515313712,0.00013213652596005034,-0.0011031884081157063,-0.002203768655711234,6.810884031902643e-05
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,market_odds,variant market minus comparison model,True,True,True,4081946068084132740,WTA,US Open,2375,2371,4,4,4,0,0,19,tour-Slam edition,2000,-1.179896068056604,-1.257351245410036,-1.10788581108028,0.0,0.0,0.0,1.179896068056604,1.10788581108028,1.257351245410036,-0.0005417415425244336,-0.0007730591969322226,-0.00029353685205449006,-0.002162994782049952,-0.0031599482012030617,-0.0010635847789709867
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,7637889378234601984,ATP,Australian Open,2958,2958,0,0,0,0,0,25,tour-Slam edition,2000,-4.6843938460546966,-5.23390638051488,-4.130252894389387,-2.839756592292089,-4.166736718224613,-1.534298167208966,1.8446372537626075,0.5704877236900235,3.007618492133655,-0.016011523267601028,-0.018867855257113177,-0.012730743484032737,-0.04317698188402141,-0.050364932262493854,-0.03497734528012924
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,3644034276978526741,ATP,Roland Garros,3035,3032,3,2,1,1,2,25,tour-Slam edition,2000,-4.7788480130213715,-5.375235968220726,-4.156742757837817,-4.5514511873350925,-6.1043453429384575,-3.046253631335748,0.2273968256862788,-1.4765387738754487,1.9486257513514993,-0.0214593022510179,-0.025967234944217373,-0.01703463730091679,-0.05302392835551585,-0.06347337497928213,-0.04244291901656337
market-probability-sensitivities-v1,balanced_all_variants_common,additive_primary_hierarchy_mean,overall_elo,variant market minus comparison model,True,True,True,9940664395893799622,ATP,Wimbledon,2931,2928,3,0,3,3,0,24,tour-Slam edition,2000,-4.298492940245718,-4.906127376345933,-3.6272907126540934,-5.225409836065574,-7.225640459982632,-3.3241661835517387,-0.9269168958198566,-3.1744358892039277,1.1612048646817896,-0.024346402242769172,-0.029659990913228244,-0.019165979165342045,-0.06010754223268139,-0.0715533148520572,-0.04894892260752734
