analysis_version,sample,variant_label,comparison_model,tour,slam,change_type,compared_matches,joint_non_tie_matches,variant_exact_ties,comparator_exact_ties,change_matches,actual_upset_semantics,match_level_detail_tracked
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,market_odds,WTA,US Open,tie_removed,2375,2368,7,4,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,Australian Open,flip,2958,2938,20,0,354,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,Australian Open,tie_created,2958,2938,20,0,20,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,Australian Open,tie_removed,2958,2938,20,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,Roland Garros,flip,3036,3021,13,2,400,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,Roland Garros,tie_created,3036,3021,13,2,13,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,Roland Garros,tie_removed,3036,3021,13,2,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,Wimbledon,flip,2933,2911,22,0,489,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,Wimbledon,tie_created,2933,2911,22,0,22,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,Wimbledon,tie_removed,2933,2911,22,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,US Open,flip,2992,2969,22,1,368,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,US Open,tie_created,2992,2969,22,1,22,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,ATP,US Open,tie_removed,2992,2969,22,1,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,Australian Open,flip,2382,2373,9,0,300,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,Australian Open,tie_created,2382,2373,9,0,9,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,Australian Open,tie_removed,2382,2373,9,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,Roland Garros,flip,2368,2363,5,0,315,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,Roland Garros,tie_created,2368,2363,5,0,5,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,Roland Garros,tie_removed,2368,2363,5,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,Wimbledon,flip,2242,2234,8,0,314,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,Wimbledon,tie_created,2242,2234,8,0,8,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,Wimbledon,tie_removed,2242,2234,8,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,US Open,flip,2375,2368,7,0,239,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,US Open,tie_created,2375,2368,7,0,7,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,overall_elo,WTA,US Open,tie_removed,2375,2368,7,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Australian Open,flip,2958,2938,20,0,348,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Australian Open,tie_created,2958,2938,20,0,20,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Australian Open,tie_removed,2958,2938,20,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Roland Garros,flip,3036,3021,13,2,367,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Roland Garros,tie_created,3036,3021,13,2,13,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Roland Garros,tie_removed,3036,3021,13,2,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Wimbledon,flip,2933,2911,22,0,445,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Wimbledon,tie_created,2933,2911,22,0,22,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Wimbledon,tie_removed,2933,2911,22,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,US Open,flip,2992,2969,22,1,348,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,US Open,tie_created,2992,2969,22,1,22,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,US Open,tie_removed,2992,2969,22,1,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Australian Open,flip,2382,2373,9,0,289,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Australian Open,tie_created,2382,2373,9,0,9,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Australian Open,tie_removed,2382,2373,9,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Roland Garros,flip,2368,2363,5,0,293,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Roland Garros,tie_created,2368,2363,5,0,5,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Roland Garros,tie_removed,2368,2363,5,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Wimbledon,flip,2242,2234,8,0,293,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Wimbledon,tie_created,2242,2234,8,0,8,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Wimbledon,tie_removed,2242,2234,8,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,US Open,flip,2375,2368,7,0,252,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,US Open,tie_created,2375,2368,7,0,7,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_variant_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,US Open,tie_removed,2375,2368,7,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,Australian Open,flip,2958,2938,20,0,3,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,Australian Open,tie_created,2958,2938,20,0,20,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,Australian Open,tie_removed,2958,2938,20,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,Roland Garros,flip,3035,3022,13,1,3,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,Roland Garros,tie_created,3035,3022,13,1,12,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,Roland Garros,tie_removed,3035,3022,13,1,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,Wimbledon,flip,2931,2909,22,3,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,Wimbledon,tie_created,2931,2909,22,3,19,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,Wimbledon,tie_removed,2931,2909,22,3,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,US Open,flip,2990,2968,22,5,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,US Open,tie_created,2990,2968,22,5,17,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,ATP,US Open,tie_removed,2990,2968,22,5,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,Australian Open,flip,2382,2373,9,2,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,Australian Open,tie_created,2382,2373,9,2,7,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,Australian Open,tie_removed,2382,2373,9,2,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,Roland Garros,flip,2368,2363,5,3,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,Roland Garros,tie_created,2368,2363,5,3,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,Roland Garros,tie_removed,2368,2363,5,3,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,Wimbledon,flip,2242,2234,8,1,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,Wimbledon,tie_created,2242,2234,8,1,7,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,Wimbledon,tie_removed,2242,2234,8,1,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,US Open,flip,2375,2368,7,4,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,US Open,tie_created,2375,2368,7,4,3,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,market_odds,WTA,US Open,tie_removed,2375,2368,7,4,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,Australian Open,flip,2958,2938,20,0,354,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,Australian Open,tie_created,2958,2938,20,0,20,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,Australian Open,tie_removed,2958,2938,20,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,Roland Garros,flip,3035,3020,13,2,400,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,Roland Garros,tie_created,3035,3020,13,2,13,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,Roland Garros,tie_removed,3035,3020,13,2,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,Wimbledon,flip,2931,2909,22,0,489,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,Wimbledon,tie_created,2931,2909,22,0,22,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,Wimbledon,tie_removed,2931,2909,22,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,US Open,flip,2990,2967,22,1,367,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,US Open,tie_created,2990,2967,22,1,22,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,ATP,US Open,tie_removed,2990,2967,22,1,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,Australian Open,flip,2382,2373,9,0,300,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,Australian Open,tie_created,2382,2373,9,0,9,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,Australian Open,tie_removed,2382,2373,9,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,Roland Garros,flip,2368,2363,5,0,315,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,Roland Garros,tie_created,2368,2363,5,0,5,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,Roland Garros,tie_removed,2368,2363,5,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,Wimbledon,flip,2242,2234,8,0,314,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,Wimbledon,tie_created,2242,2234,8,0,8,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,Wimbledon,tie_removed,2242,2234,8,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,US Open,flip,2375,2368,7,0,239,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,US Open,tie_created,2375,2368,7,0,7,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,overall_elo,WTA,US Open,tie_removed,2375,2368,7,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Australian Open,flip,2958,2938,20,0,348,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Australian Open,tie_created,2958,2938,20,0,20,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Australian Open,tie_removed,2958,2938,20,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Roland Garros,flip,3035,3020,13,2,367,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Roland Garros,tie_created,3035,3020,13,2,13,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Roland Garros,tie_removed,3035,3020,13,2,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Wimbledon,flip,2931,2909,22,0,445,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Wimbledon,tie_created,2931,2909,22,0,22,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,Wimbledon,tie_removed,2931,2909,22,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,US Open,flip,2990,2967,22,1,347,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,US Open,tie_created,2990,2967,22,1,22,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,ATP,US Open,tie_removed,2990,2967,22,1,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Australian Open,flip,2382,2373,9,0,289,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Australian Open,tie_created,2382,2373,9,0,9,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Australian Open,tie_removed,2382,2373,9,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Roland Garros,flip,2368,2363,5,0,293,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Roland Garros,tie_created,2368,2363,5,0,5,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Roland Garros,tie_removed,2368,2363,5,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Wimbledon,flip,2242,2234,8,0,293,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Wimbledon,tie_created,2242,2234,8,0,8,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,Wimbledon,tie_removed,2242,2234,8,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,US Open,flip,2375,2368,7,0,252,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,US Open,tie_created,2375,2368,7,0,7,model-relative underdog orientation,False
market-probability-sensitivities-v1,balanced_all_variants_common,proportional_primary_hierarchy_median,surface_adjusted_elo,WTA,US Open,tie_removed,2375,2368,7,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,Australian Open,flip,2958,2956,2,0,3,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,Australian Open,tie_created,2958,2956,2,0,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,Australian Open,tie_removed,2958,2956,2,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,Roland Garros,flip,3035,3031,3,1,5,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,Roland Garros,tie_created,3035,3031,3,1,3,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,Roland Garros,tie_removed,3035,3031,3,1,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,Wimbledon,flip,2931,2927,2,3,8,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,Wimbledon,tie_created,2931,2927,2,3,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,Wimbledon,tie_removed,2931,2927,2,3,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,US Open,flip,2990,2985,1,5,8,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,US Open,tie_created,2990,2985,1,5,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,ATP,US Open,tie_removed,2990,2985,1,5,4,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,Australian Open,flip,2382,2379,1,2,6,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,Australian Open,tie_created,2382,2379,1,2,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,Australian Open,tie_removed,2382,2379,1,2,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,Roland Garros,flip,2368,2363,2,3,5,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,Roland Garros,tie_created,2368,2363,2,3,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,Roland Garros,tie_removed,2368,2363,2,3,3,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,Wimbledon,flip,2242,2241,1,1,5,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,Wimbledon,tie_created,2242,2241,1,1,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,Wimbledon,tie_removed,2242,2241,1,1,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,US Open,flip,2375,2370,2,4,6,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,US Open,tie_created,2375,2370,2,4,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,market_odds,WTA,US Open,tie_removed,2375,2370,2,4,3,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,Australian Open,flip,2958,2956,2,0,364,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,Australian Open,tie_created,2958,2956,2,0,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,Australian Open,tie_removed,2958,2956,2,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,Roland Garros,flip,3035,3030,3,2,405,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,Roland Garros,tie_created,3035,3030,3,2,3,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,Roland Garros,tie_removed,3035,3030,3,2,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,Wimbledon,flip,2931,2929,2,0,500,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,Wimbledon,tie_created,2931,2929,2,0,2,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,Wimbledon,tie_removed,2931,2929,2,0,0,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,US Open,flip,2990,2988,1,1,377,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,US Open,tie_created,2990,2988,1,1,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,ATP,US Open,tie_removed,2990,2988,1,1,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,WTA,Australian Open,flip,2382,2381,1,0,304,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,WTA,Australian Open,tie_created,2382,2381,1,0,1,model-relative underdog orientation,False
market-probability-sensitivities-v1,primary_completed_non_retirement,proportional_named_books_preferred_mean,overall_elo,WTA,Australian Open,tie_removed,2382,2381,1,0,0,model-relative underdog orientation,False
